Bezirk,Bundesland,Δ 7 Tage / 100.000 EW,Δ 7 Tage,Gesamt pro 100.000 EW,Gesamt
Amstetten,Niederösterreich,"17,2",20,"8644,70",10079
Baden,Niederösterreich,"16,3",24,"6822,00",10036
Bludenz,Vorarlberg,"23,3",15,"6636,80",4272
Braunau am Inn,Oberösterreich,15,16,"8729,30",9296
Bregenz,Vorarlberg,"39,9",54,"7413,30",10031
Bruck an der Leitha,Niederösterreich,"19,9",21,"5890,60",6215
Bruck-Mürzzuschlag,Steiermark,"11,2",11,"6247,60",6126
Deutschlandsberg,Steiermark,"19,7",12,"6737,20",4101
Dornbirn,Vorarlberg,"26,5",24,"8606,40",7789
Eferding,Oberösterreich,30,10,"8463,20",2824
Eisenstadt,Burgenland,"6,7",1,"6646,50",990
Eisenstadt-Umgebung,Burgenland,"9,1",4,"5476,40",2402
Feldkirch,Vorarlberg,"42,2",46,"7700,60",8398
Feldkirchen,Kärnten,"13,4",4,"8115,40",2417
Freistadt,Oberösterreich,"19,4",13,"8309,70",5561
Gänserndorf,Niederösterreich,17,18,"5749,20",6084
Gmünd,Niederösterreich,0,±0,"7589,20",2753
Gmunden,Oberösterreich,"18,6",19,"7712,90",7875
Graz,Steiermark,"35,4",103,"5681,60",16541
Graz-Umgebung,Steiermark,"43,1",68,"5669,80",8950
Grieskirchen,Oberösterreich,"32,2",21,"8087,60",5268
Güssing,Burgenland,"23,3",6,"7175,00",1849
Hallein,Salzburg,"36,1",22,"11060,50",6746
Hartberg-Fürstenfeld,Steiermark,"7,7",7,"8181,50",7414
Hermagor,Kärnten,"138,5",25,"10602,70",1914
Hollabrunn,Niederösterreich,"7,8",4,"5178,10",2658
Horn,Niederösterreich,"3,2",1,"5000,30",1542
Imst,Tirol,"18,1",11,"9054,20",5516
Innsbruck-Land,Tirol,"19,8",36,"7718,90",14025
Innsbruck-Stadt,Tirol,"24,4",32,"7550,80",9896
Jennersdorf,Burgenland,"11,7",2,"7656,80",1310
Kirchdorf an der Krems,Oberösterreich,"40,2",23,"7515,40",4296
Kitzbühel,Tirol,"32,5",21,"6984,00",4517
Klagenfurt Land,Kärnten,"9,9",6,"6968,20",4216
Klagenfurt Stadt,Kärnten,"19,7",20,"6219,20",6329
Korneuburg,Niederösterreich,"31,6",29,"4824,70",4428
Krems (Land),Niederösterreich,"1,8",1,"5887,70",3330
Krems an der Donau,Niederösterreich,4,1,"5669,00",1408
Kufstein,Tirol,"21,6",24,"8511,90",9455
Landeck,Tirol,9,4,"8361,50",3708
Leibnitz,Steiermark,"14,1",12,"6979,40",5953
Leoben,Steiermark,"1,7",1,"5695,60",3369
Lienz,Tirol,"163,9",80,"11193,50",5464
Liezen,Steiermark,"11,3",9,"6873,80",5471
Lilienfeld,Niederösterreich,"11,8",3,"6681,30",1702
Linz,Oberösterreich,"49,4",102,"6804,10",14053
Linz-Land,Oberösterreich,"34,1",52,"6776,00",10326
Mattersburg,Burgenland,"14,9",6,"5752,10",2319
Melk,Niederösterreich,"14,1",11,"7432,20",5818
Mistelbach,Niederösterreich,"13,2",10,"5020,20",3798
Mödling,Niederösterreich,"24,3",29,"5463,80",6515
Murau,Steiermark,"3,6",1,"7268,00",1995
Murtal,Steiermark,"19,6",14,"7201,90",5139
Neunkirchen,Niederösterreich,"10,4",9,"6951,80",6001
Neusiedl am See,Burgenland,0,±0,"5440,70",3286
Oberpullendorf,Burgenland,"2,7",1,"5996,80",2246
Oberwart,Burgenland,24,13,"6829,10",3702
Perg,Oberösterreich,"17,3",12,"8541,20",5914
Reutte,Tirol,"30,3",10,"6268,50",2072
Ried im Innkreis,Oberösterreich,"16,2",10,"9734,80",6021
Rohrbach,Oberösterreich,"8,8",5,"9056,40",5128
Rust,Burgenland,0,±0,"3850,00",77
Salzburg,Salzburg,"53,4",83,"7627,90",11855
Salzburg-Umgebung,Salzburg,"25,2",39,"8080,90",12495
Sankt Johann im Pongau,Salzburg,"95,8",78,"11936,10",9715
Sankt Pölten,Niederösterreich,"12,5",7,"7076,10",3954
Sankt Pölten (Land),Niederösterreich,"15,1",20,"6098,60",8054
Sankt Veit an der Glan,Kärnten,"11,1",6,"7401,60",3988
Schärding,Oberösterreich,"5,2",3,"9293,50",5338
Scheibbs,Niederösterreich,12,5,"9141,90",3800
