Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;15374;8333;24;39
Rust(Stadt);102;2021;1032;4;10
Eisenstadt-Umgebung;103;44488;24056;72;129
Güssing;104;25809;13576;100;75
Jennersdorf;105;17216;8579;43;57
Mattersburg;106;40731;21733;83;171
Neusiedl am See;107;61358;33963;87;211
Oberpullendorf;108;37556;20086;63;192
Oberwart;109;54682;28017;145;204
Klagenfurt Stadt;201;103297;48870;284;363
Villach Stadt;202;64125;30126;174;178
Hermagor;203;18069;9246;62;55
Klagenfurt Land;204;61114;30232;128;223
Sankt Veit an der Glan;205;53953;27511;167;174
Spittal an der Drau;206;75725;38929;268;300
Villach Land;207;65635;32931;197;246
Völkermarkt;208;41947;22782;121;263
Wolfsberg;209;52352;26433;182;152
Feldkirchen;210;29949;15082;83;101
Krems an der Donau(Stadt);301;24930;12695;74;83
Sankt Pölten(Stadt);302;56697;30451;142;253
Waidhofen an der Ybbs(Stadt);303;11187;6914;41;52
Wiener Neustadt(Stadt);304;47407;25915;193;127
Amstetten;305;117442;76071;309;632
Baden;306;148765;80255;329;512
Bruck an der Leitha;307;107297;58238;215;433
Gänserndorf;308;107504;55432;181;361
Gmünd;309;36152;19011;151;104
Hollabrunn;310;51879;26089;97;145
Horn;311;30875;15646;60;69
Korneuburg;312;92442;48116;145;390
Krems(Land);313;56840;31631;102;195
Lilienfeld;314;25491;15046;113;113
Melk;315;78779;49776;309;422
Mistelbach;316;76641;39161;103;334
Mödling;317;120412;62637;269;396
Neunkirchen;318;87048;47434;248;343
Sankt Pölten(Land);319;133497;75617;318;620
Scheibbs;320;41711;27149;94;219
Tulln;321;107723;55919;208;460
Waidhofen an der Thaya;322;25644;13862;71;91
Wiener Neustadt(Land);323;80020;44698;199;247
Zwettl;325;41757;25322;84;159
Linz(Stadt);401;208445;104831;446;759
Steyr(Stadt);402;37915;19126;69;108
Wels(Stadt);403;63542;34200;156;227
Braunau am Inn;404;108388;66392;256;470
Eferding;405;33715;19298;75;167
Freistadt;406;67638;41364;187;310
Gmunden;407;102765;59353;237;381
Grieskirchen;408;65929;40049;146;312
Kirchdorf an der Krems;409;57882;32964;150;195
Linz-Land;410;154320;83800;284;606
Perg;411;69905;42611;150;314
Ried im Innkreis;412;62535;37977;168;255
Rohrbach;413;57034;34560;158;218
Schärding;414;57750;33925;155;232
Steyr-Land;415;61494;35917;148;288
Urfahr-Umgebung;416;87466;51628;156;421
Vöcklabruck;417;139989;84788;333;460
Wels-Land;418;75514;45218;116;355
Salzburg(Stadt);501;155743;87705;299;459
Hallein;502;61262;40005;143;238
Salzburg-Umgebung;503;155982;100638;306;638
Sankt Johann im Pongau;504;81962;51194;188;245
Tamsweg;505;20327;12286;67;62
Zell am See;506;89017;49592;188;179
Graz(Stadt);601;293929;143513;546;1198
Deutschlandsberg;603;61092;31298;179;186
Graz-Umgebung;606;161131;82178;417;603
Leibnitz;610;86399;44589;185;305
Leoben;611;59341;26632;187;287
Liezen;612;79739;40316;221;230
Murau;614;27343;13161;60;67
Voitsberg;616;51165;24369;183;163
Weiz;617;91844;49339;255;255
Murtal;620;71398;33968;274;205
Bruck-Mürzzuschlag;621;98394;44237;354;251
Hartberg-Fürstenfeld;622;91091;47060;306;215
Südoststeiermark;623;84024;43029;292;248
Innsbruck-Stadt;701;130599;72012;236;525
Imst;702;61843;37356;88;204
Innsbruck-Land;703;183827;105231;271;755
Kitzbühel;704;65482;36159;97;184
Kufstein;705;112301;65961;239;477
Landeck;706;44681;28309;87;119
Lienz;707;48854;29463;141;192
Reutte;708;33427;18862;28;95
Schwaz;709;85478;47362;213;259
Bludenz;801;64943;38349;93;169
Bregenz;802;136369;76188;230;251
Dornbirn;803;91344;52332;166;241
Feldkirch;804;110547;63841;172;305
Wien;900;1951354;1129825;4233;7684
