Bezirk,Bundesland,Δ 7 Tage / 100.000 EW,Δ 7 Tage,Gesamt pro 100.000 EW,Gesamt
Amstetten,Niederösterreich,"303,8",354,"7288,90",8493
Baden,Niederösterreich,"333,2",489,"5859,60",8599
Bludenz,Vorarlberg,"70,2",45,"5692,00",3649
Braunau am Inn,Oberösterreich,"415,9",439,"7115,90",7511
Bregenz,Vorarlberg,"144,5",195,"5769,40",7788
Bruck an der Leitha,Niederösterreich,241,250,"4900,90",5084
Bruck-Mürzzuschlag,Steiermark,"113,5",112,"5452,00",5381
Deutschlandsberg,Steiermark,"202,1",123,"5347,70",3255
Dornbirn,Vorarlberg,"155,7",140,"7123,60",6405
Eferding,Oberösterreich,"141,7",47,"7559,20",2508
Eisenstadt,Burgenland,"195,7",29,"5656,00",838
Eisenstadt-Umgebung,Burgenland,"256,7",111,"4831,60",2089
Feldkirch,Vorarlberg,"126,7",137,"6392,10",6912
Feldkirchen,Kärnten,"270,9",81,"6665,10",1993
Freistadt,Oberösterreich,"291,6",195,"7256,80",4852
Gänserndorf,Niederösterreich,"215,7",226,"4650,60",4873
Gmünd,Niederösterreich,"254,4",93,"6407,10",2342
Gmunden,Oberösterreich,"281,8",287,"6702,40",6827
Graz,Steiermark,"139,1",405,"4552,50",13251
Graz-Umgebung,Steiermark,"157,6",246,"4631,90",7229
Grieskirchen,Oberösterreich,"152,6",99,"7215,40",4681
Güssing,Burgenland,"245,1",63,"6486,60",1667
Hallein,Salzburg,"205,5",125,"9535,70",5800
Hartberg-Fürstenfeld,Steiermark,"209,7",190,"6802,00",6163
Hermagor,Kärnten,"204,9",37,"9947,90",1796
Hollabrunn,Niederösterreich,"201,8",103,"4350,10",2220
Horn,Niederösterreich,"216,6",67,"3988,90",1234
Imst,Tirol,"262,9",159,"7004,70",4236
Innsbruck-Land,Tirol,"259,3",468,"6378,40",11510
Innsbruck-Stadt,Tirol,"253,1",334,"6043,50",7975
Jennersdorf,Burgenland,"245,7",42,"6831,60",1168
Kirchdorf an der Krems,Oberösterreich,"278,6",159,"6465,60",3690
Kitzbühel,Tirol,"215,1",138,"6239,90",4004
Klagenfurt Land,Kärnten,165,99,"5978,60",3588
Klagenfurt Stadt,Kärnten,"203,4",206,"5388,00",5458
Korneuburg,Niederösterreich,"207,1",189,"4162,00",3798
Krems (Land),Niederösterreich,"148,7",84,"5057,80",2857
Krems an der Donau,Niederösterreich,"171,8",43,"4793,10",1200
Kufstein,Tirol,"241,2",266,"7413,40",8176
Landeck,Tirol,"256,8",114,"7434,80",3300
Leibnitz,Steiermark,"174,6",148,"5850,90",4959
Leoben,Steiermark,"150,8",90,"4901,20",2926
Lienz,Tirol,"424,7",207,"8984,80",4379
Liezen,Steiermark,167,133,"5900,70",4700
Lilienfeld,Niederösterreich,"253,4",65,"5324,50",1366
Linz,Oberösterreich,"157,3",325,"5466,30",11293
Linz-Land,Oberösterreich,"216,7",328,"5647,10",8548
Mattersburg,Burgenland,"267,2",107,"5069,70",2030
Melk,Niederösterreich,"396,5",310,"6091,50",4763
Mistelbach,Niederösterreich,197,149,"4325,30",3271
Mödling,Niederösterreich,"222,5",265,"4635,00",5521
Murau,Steiermark,"315,9",87,"5732,90",1579
Murtal,Steiermark,"143,7",103,"5531,50",3966
Neunkirchen,Niederösterreich,"288,4",249,"6022,50",5200
Neusiedl am See,Burgenland,245,147,"4810,80",2886
Oberpullendorf,Burgenland,"248,8",93,"5467,60",2044
Oberwart,Burgenland,"411,5",223,"5797,90",3142
Perg,Oberösterreich,"210,2",145,"7426,60",5122
