Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;15374;9560;25;57
Rust(Stadt);102;2021;1184;5;8
Eisenstadt-Umgebung;103;44488;27162;74;214
Güssing;104;25809;15367;101;81
Jennersdorf;105;17216;9489;44;30
Mattersburg;106;40731;24761;86;164
Neusiedl am See;107;61358;38161;85;325
Oberpullendorf;108;37556;22545;67;189
Oberwart;109;54682;31764;144;244
Klagenfurt Stadt;201;103297;56112;298;276
Villach Stadt;202;64125;34156;174;151
Hermagor;203;18069;10250;63;65
Klagenfurt Land;204;61114;34223;127;148
Sankt Veit an der Glan;205;53953;31614;167;116
Spittal an der Drau;206;75725;42798;275;113
Villach Land;207;65635;37015;205;132
Völkermarkt;208;41947;25318;121;83
Wolfsberg;209;52352;29141;196;134
Feldkirchen;210;29949;16739;83;45
Krems an der Donau(Stadt);301;24930;14470;74;83
Sankt Pölten(Stadt);302;56697;34685;145;274
Waidhofen an der Ybbs(Stadt);303;11187;7634;40;51
Wiener Neustadt(Stadt);304;47407;28855;206;208
Amstetten;305;117442;84106;309;391
Baden;306;148765;90506;343;614
Bruck an der Leitha;307;107297;65912;218;551
Gänserndorf;308;107504;63412;194;585
Gmünd;309;36152;21368;157;85
Hollabrunn;310;51879;29711;105;315
Horn;311;30875;17825;60;103
Korneuburg;312;92442;56183;145;559
Krems(Land);313;56840;35856;105;220
Lilienfeld;314;25491;16665;110;90
Melk;315;78779;55512;341;270
Mistelbach;316;76641;45078;106;400
Mödling;317;120412;71933;288;616
Neunkirchen;318;87048;53248;250;335
Sankt Pölten(Land);319;133497;86609;334;698
Scheibbs;320;41711;29741;95;154
Tulln;321;107723;64521;213;603
Waidhofen an der Thaya;322;25644;15762;77;91
Wiener Neustadt(Land);323;80020;50160;209;348
Zwettl;325;41757;28056;84;121
Linz(Stadt);401;208445;117780;459;552
Steyr(Stadt);402;37915;21715;72;111
Wels(Stadt);403;63542;37622;159;139
Braunau am Inn;404;108388;73353;265;147
Eferding;405;33715;21828;79;104
Freistadt;406;67638;45822;191;169
Gmunden;407;102765;66433;246;195
Grieskirchen;408;65929;44931;150;157
Kirchdorf an der Krems;409;57882;37089;158;100
Linz-Land;410;154320;94420;288;390
Perg;411;69905;47567;151;174
Ried im Innkreis;412;62535;42390;170;102
Rohrbach;413;57034;38474;164;105
Schärding;414;57750;38064;155;149
Steyr-Land;415;61494;40670;152;158
Urfahr-Umgebung;416;87466;58648;158;279
Vöcklabruck;417;139989;94465;336;314
Wels-Land;418;75514;50595;118;236
Salzburg(Stadt);501;155743;97183;312;408
Hallein;502;61262;43977;143;154
Salzburg-Umgebung;503;155982;111637;311;433
Sankt Johann im Pongau;504;81962;55291;184;164
Tamsweg;505;20327;13429;68;34
Zell am See;506;89017;54222;194;146
Graz(Stadt);601;293929;161059;564;871
Deutschlandsberg;603;61092;34727;179;104
Graz-Umgebung;606;161131;93053;425;481
Leibnitz;610;86399;50146;189;260
Leoben;611;59341;29903;190;145
Liezen;612;79739;44391;226;90
Murau;614;27343;14700;59;24
Voitsberg;616;51165;27048;186;105
Weiz;617;91844;54337;255;217
Murtal;620;71398;37475;288;135
Bruck-Mürzzuschlag;621;98394;49007;355;170
Hartberg-Fürstenfeld;622;91091;52214;298;251
Südoststeiermark;623;84024;47649;293;221
Innsbruck-Stadt;701;130599;80703;247;494
Imst;702;61843;41135;94;172
Innsbruck-Land;703;183827;118207;276;595
Kitzbühel;704;65482;39934;97;111
Kufstein;705;112301;72630;243;191
Landeck;706;44681;30775;90;155
Lienz;707;48854;32740;145;102
Reutte;708;33427;20843;29;46
Schwaz;709;85478;51755;216;177
Bludenz;801;64943;41788;95;134
Bregenz;802;136369;82751;236;313
Dornbirn;803;91344;56982;168;278
Feldkirch;804;110547;69930;176;309
Wien;900;1951354;1259757;4415;10107
