Bezirk,Bundesland,Δ 7 Tage / 100.000 EW,Δ 7 Tage,Gesamt pro 100.000 EW,Gesamt
Amstetten,Niederösterreich,12,14,"8629,20",10061
Baden,Niederösterreich,"19,7",29,"6806,30",10013
Bludenz,Vorarlberg,"4,7",3,"6613,50",4257
Braunau am Inn,Oberösterreich,15,16,"8719,90",9286
Bregenz,Vorarlberg,"34,7",47,"7380,10",9986
Bruck an der Leitha,Niederösterreich,19,20,"5866,00",6189
Bruck-Mürzzuschlag,Steiermark,"5,1",5,"6237,40",6116
Deutschlandsberg,Steiermark,23,14,"6722,40",4092
Dornbirn,Vorarlberg,21,19,"8582,10",7767
Eferding,Oberösterreich,18,6,"8433,20",2814
Eisenstadt,Burgenland,"6,7",1,"6653,20",991
Eisenstadt-Umgebung,Burgenland,"4,6",2,"5462,70",2396
Feldkirch,Vorarlberg,"21,1",23,"7661,10",8355
Feldkirchen,Kärnten,0,±0,"8101,90",2413
Freistadt,Oberösterreich,"10,5",7,"8291,70",5549
Gänserndorf,Niederösterreich,"28,3",30,"5734,00",6068
Gmünd,Niederösterreich,"13,8",5,"7586,50",2752
Gmunden,Oberösterreich,"8,8",9,"7696,20",7858
Graz,Steiermark,"36,8",107,"5655,80",16466
Graz-Umgebung,Steiermark,"53,8",85,"5638,80",8901
Grieskirchen,Oberösterreich,"27,6",18,"8056,90",5248
Güssing,Burgenland,"19,4",5,"7151,70",1843
Hallein,Salzburg,"14,8",9,"11016,20",6719
Hartberg-Fürstenfeld,Steiermark,"6,6",6,"8173,80",7407
Hermagor,Kärnten,"38,8",7,"10497,50",1895
Hollabrunn,Niederösterreich,"15,6",8,"5166,40",2652
Horn,Niederösterreich,13,4,"5000,30",1542
Imst,Tirol,"13,1",8,"9034,50",5504
Innsbruck-Land,Tirol,"17,1",31,"7700,10",13991
Innsbruck-Stadt,Tirol,"19,8",26,"7524,90",9862
Jennersdorf,Burgenland,"17,5",3,"7645,10",1308
Kirchdorf an der Krems,Oberösterreich,"47,2",27,"7483,90",4278
Kitzbühel,Tirol,"13,9",9,"6959,30",4501
Klagenfurt Land,Kärnten,"16,5",10,"6958,30",4210
Klagenfurt Stadt,Kärnten,"21,6",22,"6200,60",6310
Korneuburg,Niederösterreich,"17,4",16,"4799,70",4405
Krems (Land),Niederösterreich,"8,8",5,"5887,70",3330
Krems an der Donau,Niederösterreich,"8,1",2,"5669,00",1408
Kufstein,Tirol,18,20,"8488,50",9429
Landeck,Tirol,"6,8",3,"8352,50",3704
Leibnitz,Steiermark,"17,6",15,"6966,50",5942
Leoben,Steiermark,"5,1",3,"5693,90",3368
Lienz,Tirol,125,61,"11046,00",5392
Liezen,Steiermark,"11,3",9,"6865,00",5464
Lilienfeld,Niederösterreich,"11,8",3,"6673,50",1700
Linz,Oberösterreich,"33,4",69,"6757,60",13957
Linz-Land,Oberösterreich,"25,6",39,"6743,80",10277
Mattersburg,Burgenland,"7,4",3,"5732,20",2311
Melk,Niederösterreich,"12,8",10,"7419,40",5808
Mistelbach,Niederösterreich,"10,6",8,"5010,90",3791
Mödling,Niederösterreich,"22,6",27,"5441,10",6488
Murau,Steiermark,"3,6",1,"7268,00",1995
Murtal,Steiermark,"9,8",7,"7183,70",5126
Neunkirchen,Niederösterreich,"15,1",13,"6947,20",5997
Neusiedl am See,Burgenland,"8,3",5,"5444,00",3288
Oberpullendorf,Burgenland,0,±0,"5986,20",2242
Oberwart,Burgenland,"5,5",3,"6805,10",3689
Perg,Oberösterreich,13,9,"8528,20",5905
Reutte,Tirol,"57,5",19,"6307,90",2085
Ried im Innkreis,Oberösterreich,"14,6",9,"9721,90",6013
Rohrbach,Oberösterreich,0,±0,"9047,60",5123
Rust,Burgenland,0,±0,"3850,00",77
Salzburg,Salzburg,"21,2",33,"7571,90",11768
Salzburg-Umgebung,Salzburg,"20,7",32,"8051,10",12449
Sankt Johann im Pongau,Salzburg,"54,1",44,"11821,80",9622
Sankt Pölten,Niederösterreich,"26,8",15,"7063,60",3947
Sankt Pölten (Land),Niederösterreich,"14,4",19,"6088,00",8040
Sankt Veit an der Glan,Kärnten,"3,7",2,"7390,50",3982
Schärding,Oberösterreich,"5,2",3,"9288,30",5335
Scheibbs,Niederösterreich,"14,4",6,"9127,40",3794
Schwaz,Tirol,"5,9",5,"10677,70",9018
Spittal an der Drau,Kärnten,"13,2",10,"7741,80",5855
Steyr,Oberösterreich,"10,5",4,"6529,30",2478
Steyr-Land,Oberösterreich,"27,9",17,"7109,10",4332
Südoststeiermark,Steiermark,"2,4",2,"7204,10",6040
Tamsweg,Salzburg,5,1,"12391,90",2493
Tulln,Niederösterreich,"11,3",12,"5171,00",5469
Urfahr-Umgebung,Oberösterreich,"8,1",7,"7127,00",6146
Villach Land,Kärnten,"41,6",27,"6902,30",4481
Villach Stadt,Kärnten,"11,1",7,"6238,50",3945
Vöcklabruck,Oberösterreich,"10,9",15,"8380,10",11564
Voitsberg,Steiermark,"45,1",23,"6775,70",3452
Völkermarkt,Kärnten,"7,2",3,"8863,60",3708
Waidhofen an der Thaya,Niederösterreich,"3,9",1,"6599,80",1685
Waidhofen an der Ybbs,Niederösterreich,18,2,"8227,10",916
Weiz,Steiermark,"9,9",9,"6848,10",6226
Wels,Oberösterreich,"31,9",20,"9060,90",5677
Wels-Land,Oberösterreich,"24,1",18,"7682,30",5729
Wien,Wien,"37,8",727,"7293,60",140106
Wiener Neustadt,Niederösterreich,"25,8",12,"8429,50",3916
Wiener Neustadt (Land),Niederösterreich,"11,4",9,"6707,30",5301
Wolfsberg,Kärnten,"5,7",3,"6668,20",3500
Zell am See,Salzburg,"119,1",105,"8353,40",7365
Zwettl,Niederösterreich,"4,8",2,"8018,70",3354
