Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;15374;10290;25;74
Rust(Stadt);102;2021;1287;5;10
Eisenstadt-Umgebung;103;44488;29094;76;254
Güssing;104;25809;16469;101;166
Jennersdorf;105;17216;9936;44;35
Mattersburg;106;40731;26251;87;177
Neusiedl am See;107;61358;40957;85;388
Oberpullendorf;108;37556;24186;68;320
Oberwart;109;54682;33779;144;195
Klagenfurt Stadt;201;103297;58179;301;281
Villach Stadt;202;64125;35184;174;116
Hermagor;203;18069;10609;66;22
Klagenfurt Land;204;61114;35295;127;133
Sankt Veit an der Glan;205;53953;32492;167;157
Spittal an der Drau;206;75725;44101;276;168
Villach Land;207;65635;38030;205;109
Völkermarkt;208;41947;26055;121;121
Wolfsberg;209;52352;29969;201;76
Feldkirchen;210;29949;17124;83;70
Krems an der Donau(Stadt);301;24930;15319;75;92
Sankt Pölten(Stadt);302;56697;36891;146;272
Waidhofen an der Ybbs(Stadt);303;11187;7909;58;67
Wiener Neustadt(Stadt);304;47407;30396;217;174
Amstetten;305;117442;87782;309;658
Baden;306;148765;96575;358;665
Bruck an der Leitha;307;107297;71374;220;782
Gänserndorf;308;107504;68229;215;716
Gmünd;309;36152;22507;157;201
Hollabrunn;310;51879;31829;114;313
Horn;311;30875;18793;60;142
Korneuburg;312;92442;60899;145;650
Krems(Land);313;56840;37797;109;271
Lilienfeld;314;25491;17292;110;105
Melk;315;78779;58188;420;361
Mistelbach;316;76641;48503;107;466
Mödling;317;120412;77965;302;694
Neunkirchen;318;87048;56136;250;322
Sankt Pölten(Land);319;133497;92219;336;660
Scheibbs;320;41711;30784;97;139
Tulln;321;107723;69496;214;548
Waidhofen an der Thaya;322;25644;16641;80;176
Wiener Neustadt(Land);323;80020;52814;217;296
Zwettl;325;41757;29358;84;226
Linz(Stadt);401;208445;123810;467;891
Steyr(Stadt);402;37915;22638;77;154
Wels(Stadt);403;63542;39296;163;220
Braunau am Inn;404;108388;75956;266;412
Eferding;405;33715;22893;79;159
Freistadt;406;67638;47643;194;238
Gmunden;407;102765;69576;254;544
Grieskirchen;408;65929;47030;154;297
Kirchdorf an der Krems;409;57882;38634;160;234
Linz-Land;410;154320;98846;292;604
Perg;411;69905;49674;153;341
Ried im Innkreis;412;62535;44219;170;253
Rohrbach;413;57034;40070;165;305
Schärding;414;57750;39357;156;151
Steyr-Land;415;61494;42388;155;277
Urfahr-Umgebung;416;87466;61313;160;386
Vöcklabruck;417;139989;98215;339;527
Wels-Land;418;75514;53156;121;337
Salzburg(Stadt);501;155743;101664;328;548
Hallein;502;61262;45400;145;184
Salzburg-Umgebung;503;155982;115814;314;535
Sankt Johann im Pongau;504;81962;56915;184;191
Tamsweg;505;20327;13746;68;29
Zell am See;506;89017;56042;198;226
Graz(Stadt);601;293929;169845;587;947
Deutschlandsberg;603;61092;35885;182;109
Graz-Umgebung;606;161131;97791;433;511
Leibnitz;610;86399;52387;192;291
Leoben;611;59341;30967;195;188
Liezen;612;79739;45867;226;292
Murau;614;27343;14935;59;29
Voitsberg;616;51165;28016;190;80
Weiz;617;91844;56058;259;228
Murtal;620;71398;38639;294;153
Bruck-Mürzzuschlag;621;98394;50805;358;229
Hartberg-Fürstenfeld;622;91091;54358;304;241
Südoststeiermark;623;84024;49530;295;229
Innsbruck-Stadt;701;130599;84839;255;468
Imst;702;61843;42574;98;215
Innsbruck-Land;703;183827;123720;285;800
Kitzbühel;704;65482;41472;98;193
Kufstein;705;112301;74773;246;326
Landeck;706;44681;31940;93;129
Lienz;707;48854;33490;146;118
Reutte;708;33427;21381;29;62
Schwaz;709;85478;53596;218;254
Bludenz;801;64943;42908;96;146
Bregenz;802;136369;85195;238;304
Dornbirn;803;91344;58783;170;205
Feldkirch;804;110547;71992;179;201
Wien;900;1951354;1360270;4644;12482
