Bezirk,Bundesland,Δ 7 Tage / 100.000 EW,Δ 7 Tage,Gesamt pro 100.000 EW,Gesamt
Amstetten,Niederösterreich,"393,10",458,"4316,00",5029
Baden,Niederösterreich,"161,50",237,"2544,40",3734
Bludenz,Vorarlberg,"227,70",146,"4065,10",2606
Braunau am Inn,Oberösterreich,281,297,"3648,40",3851
Bregenz,Vorarlberg,"191,90",259,"4133,00",5579
Bruck an der Leitha,Niederösterreich,"180,30",187,"2419,60",2510
Bruck-Mürzzuschlag,Steiermark,"235,10",232,"3247,30",3205
Deutschlandsberg,Steiermark,"257,90",157,"2280,40",1388
Dornbirn,Vorarlberg,"251,40",226,"5028,20",4521
Eferding,Oberösterreich,"229,10",76,"5799,00",1924
Eisenstadt,Burgenland,"108,00",16,"2888,80",428
Eisenstadt-Umgebung,Burgenland,127,55,"2565,00",1109
Feldkirch,Vorarlberg,"273,70",296,"4365,90",4721
Feldkirchen,Kärnten,"354,50",106,"3357,60",1004
Freistadt,Oberösterreich,"218,40",146,"4869,80",3256
Gänserndorf,Niederösterreich,"101,20",106,"1791,30",1877
Gmünd,Niederösterreich,"281,80",103,"3600,30",1316
Gmunden,Oberösterreich,"321,00",327,"3763,00",3833
Graz,Steiermark,"170,10",495,"2749,80",8004
Graz-Umgebung,Steiermark,"177,50",277,"2641,80",4123
Grieskirchen,Oberösterreich,"242,00",157,"5310,20",3445
Güssing,Burgenland,"116,70",30,"3105,20",798
Hallein,Salzburg,"376,50",229,"5146,00",3130
Hartberg-Fürstenfeld,Steiermark,"218,50",198,"3496,50",3168
Hermagor,Kärnten,"387,70",70,"3589,20",648
Hollabrunn,Niederösterreich,"82,30",42,"2126,10",1085
Horn,Niederösterreich,184,57,"1803,70",558
Imst,Tirol,"228,20",138,"4330,80",2619
Innsbruck-Land,Tirol,"182,90",330,"4483,70",8091
Innsbruck-Stadt,Tirol,"134,90",178,"4481,60",5914
Jennersdorf,Burgenland,"134,5",23,"3322,20",568
Kirchdorf an der Krems,Oberösterreich,"268,1",153,"3520,20",2009
Kitzbühel,Tirol,"123,1",79,3675,2358
Klagenfurt Land,Kärnten,"216,6",130,"3149,30",1890
Klagenfurt Stadt,Kärnten,"259,6",263,3293,3336
Korneuburg,Niederösterreich,"98,6",90,2304,2102
Krems (Land),Niederösterreich,"157,6",89,"3144,10",1776
Krems an der Donau,Niederösterreich,"87,9",22,"3231,30",809
Kufstein,Tirol,"171,4",189,"5323,40",5871
Landeck,Tirol,"184,7",82,"5019,60",2228
Leibnitz,Steiermark,"180,5",153,3115,2640
Leoben,Steiermark,"239,5",143,"3063,70",1829
Lienz,Tirol,357,174,"4643,20",2263
Liezen,Steiermark,"145,6",116,"3103,50",2472
Lilienfeld,Niederösterreich,230,59,"3360,00",862
Linz,Oberösterreich,"202,30",418,"3838,90",7931
Linz-Land,Oberösterreich,"183,7",278,"3859,40",5842
Mattersburg,Burgenland,"157,3",63,"2707,20",1084
Melk,Niederösterreich,"285,2",223,"3485,10",2725
Mistelbach,Niederösterreich,"88,6",67,"1823,50",1379
Mödling,Niederösterreich,"169,60",202,"2468,20",2940
Murau,Steiermark,"312,2",86,"3158,70",870
Murtal,Steiermark,"316,6",227,3222,2310
Neunkirchen,Niederösterreich,"239,7",207,"2726,30",2354
Neusiedl am See,Burgenland,"135,00",81,"2342,10",1405
Oberpullendorf,Burgenland,"131,1",49,"3346,40",1251
Oberwart,Burgenland,"182,70",99,"3196,00",1732
Perg,Oberösterreich,203,140,"4700,70",3242
Reutte,Tirol,"158,40",52,"2542,80",835
Ried im Innkreis,Oberösterreich,"246,4",152,"5404,40",3334
Rohrbach,Oberösterreich,"219,30",124,"6318,90",3573
Rust,Burgenland,"50,5",1,"2525,30",50
Salzburg,Salzburg,"245,80",381,"3516,30",5451
Salzburg-Umgebung,Salzburg,"216,3",332,"3965,00",6086
Sankt Johann im Pongau,Salzburg,"325,1",264,"5818,20",4724
Sankt Pölten,Niederösterreich,"234,2",130,"3604,50",2001
