Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;15374;9655;25;79
Rust(Stadt);102;2021;1189;5;5
Eisenstadt-Umgebung;103;44488;27439;74;227
Güssing;104;25809;15481;101;90
Jennersdorf;105;17216;9556;44;56
Mattersburg;106;40731;24983;86;190
Neusiedl am See;107;61358;38566;85;360
Oberpullendorf;108;37556;22754;68;191
Oberwart;109;54682;32087;144;269
Klagenfurt Stadt;201;103297;56418;298;273
Villach Stadt;202;64125;34319;174;154
Hermagor;203;18069;10315;63;55
Klagenfurt Land;204;61114;34385;127;142
Sankt Veit an der Glan;205;53953;31752;167;123
Spittal an der Drau;206;75725;42960;275;143
Villach Land;207;65635;37197;205;165
Völkermarkt;208;41947;25423;121;97
Wolfsberg;209;52352;29278;198;118
Feldkirchen;210;29949;16786;83;43
Krems an der Donau(Stadt);301;24930;14585;74;105
Sankt Pölten(Stadt);302;56697;35063;145;330
Waidhofen an der Ybbs(Stadt);303;11187;7692;40;48
Wiener Neustadt(Stadt);304;47407;29092;208;202
Amstetten;305;117442;84545;309;384
Baden;306;148765;91378;343;796
Bruck an der Leitha;307;107297;66613;218;603
Gänserndorf;308;107504;64157;199;649
Gmünd;309;36152;21457;157;76
Hollabrunn;310;51879;30090;105;326
Horn;311;30875;17952;60;108
Korneuburg;312;92442;56817;145;559
Krems(Land);313;56840;36158;105;253
Lilienfeld;314;25491;16793;110;108
Melk;315;78779;55899;346;321
Mistelbach;316;76641;45577;106;427
Mödling;317;120412;72750;288;700
Neunkirchen;318;87048;53733;250;415
Sankt Pölten(Land);319;133497;87574;335;813
Scheibbs;320;41711;29913;95;158
Tulln;321;107723;65244;213;635
Waidhofen an der Thaya;322;25644;15850;77;75
Wiener Neustadt(Land);323;80020;50588;210;364
Zwettl;325;41757;28237;84;160
Linz(Stadt);401;208445;118534;459;646
Steyr(Stadt);402;37915;21820;72;82
Wels(Stadt);403;63542;37855;159;198
Braunau am Inn;404;108388;73536;265;167
Eferding;405;33715;21923;79;90
Freistadt;406;67638;46024;191;182
Gmunden;407;102765;66799;248;346
Grieskirchen;408;65929;45134;150;196
Kirchdorf an der Krems;409;57882;37247;158;136
Linz-Land;410;154320;95054;288;562
Perg;411;69905;47803;152;210
Ried im Innkreis;412;62535;42517;170;123
Rohrbach;413;57034;38620;164;125
Schärding;414;57750;38230;155;158
Steyr-Land;415;61494;40839;154;155
Urfahr-Umgebung;416;87466;58930;158;238
Vöcklabruck;417;139989;94918;336;413
Wels-Land;418;75514;50914;118;281
Salzburg(Stadt);501;155743;97661;313;421
Hallein;502;61262;44172;143;170
Salzburg-Umgebung;503;155982;112143;311;464
Sankt Johann im Pongau;504;81962;55471;184;159
Tamsweg;505;20327;13477;68;47
Zell am See;506;89017;54402;194;160
Graz(Stadt);601;293929;162105;567;941
Deutschlandsberg;603;61092;34926;180;181
Graz-Umgebung;606;161131;93712;425;571
Leibnitz;610;86399;50415;191;231
Leoben;611;59341;30041;191;125
Liezen;612;79739;44535;226;121
Murau;614;27343;14748;59;40
Voitsberg;616;51165;27174;186;112
Weiz;617;91844;54654;256;265
Murtal;620;71398;37643;292;129
Bruck-Mürzzuschlag;621;98394;49249;355;205
Hartberg-Fürstenfeld;622;91091;52550;298;284
Südoststeiermark;623;84024;47963;294;280
Innsbruck-Stadt;701;130599;81176;247;463
Imst;702;61843;41310;94;160
Innsbruck-Land;703;183827;118776;277;498
Kitzbühel;704;65482;40084;97;130
Kufstein;705;112301;72830;243;181
Landeck;706;44681;30933;90;142
Lienz;707;48854;32882;145;123
Reutte;708;33427;20906;29;53
Schwaz;709;85478;51936;216;167
Bludenz;801;64943;41981;95;173
Bregenz;802;136369;83191;237;391
Dornbirn;803;91344;57322;168;307
Feldkirch;804;110547;70332;176;347
Wien;900;1951354;1272929;4429;11340
