Bezirk,Bundesland,Δ 7 Tage / 100.000 EW,Δ 7 Tage,Gesamt pro 100.000 EW,Gesamt
Amstetten,Niederösterreich,12,14,"8632,70",10065
Baden,Niederösterreich,19,28,"6811,80",10021
Bludenz,Vorarlberg,14,9,"6624,40",4264
Braunau am Inn,Oberösterreich,15,16,"8722,70",9289
Bregenz,Vorarlberg,"48,8",66,"7400,00",10013
Bruck an der Leitha,Niederösterreich,"17,1",18,"5869,80",6193
Bruck-Mürzzuschlag,Steiermark,"7,1",7,"6240,40",6119
Deutschlandsberg,Steiermark,"19,7",12,"6725,70",4094
Dornbirn,Vorarlberg,"27,6",25,"8593,20",7777
Eferding,Oberösterreich,30,10,"8448,20",2819
Eisenstadt,Burgenland,"6,7",1,"6660,00",992
Eisenstadt-Umgebung,Burgenland,"6,8",3,"5465,00",2397
Feldkirch,Vorarlberg,"32,1",35,"7674,90",8370
Feldkirchen,Kärnten,"10,1",3,"8112,00",2416
Freistadt,Oberösterreich,"14,9",10,"8299,20",5554
Gänserndorf,Niederösterreich,"26,5",28,"5737,80",6072
Gmünd,Niederösterreich,"5,5",2,"7586,50",2752
Gmunden,Oberösterreich,"10,8",11,"7701,10",7863
Graz,Steiermark,"32,3",94,"5661,00",16481
Graz-Umgebung,Steiermark,"50,7",80,"5645,10",8911
Grieskirchen,Oberösterreich,"35,3",23,"8070,70",5257
Güssing,Burgenland,"23,3",6,"7159,50",1845
Hallein,Salzburg,"29,5",18,"11039,20",6733
Hartberg-Fürstenfeld,Steiermark,"5,5",5,"8173,80",7407
Hermagor,Kärnten,"77,6",14,"10541,80",1903
Hollabrunn,Niederösterreich,"7,8",4,"5170,30",2654
Horn,Niederösterreich,"6,5",2,"4997,10",1541
Imst,Tirol,"13,1",8,"9037,80",5506
Innsbruck-Land,Tirol,16,29,"7702,90",13996
Innsbruck-Stadt,Tirol,"24,4",32,"7536,30",9877
Jennersdorf,Burgenland,"23,4",4,"7650,90",1309
Kirchdorf an der Krems,Oberösterreich,"38,5",22,"7487,40",4280
Kitzbühel,Tirol,"13,9",9,"6965,50",4505
Klagenfurt Land,Kärnten,"14,9",9,"6958,30",4210
Klagenfurt Stadt,Kärnten,"18,7",19,"6208,40",6318
Korneuburg,Niederösterreich,"18,5",17,"4801,90",4407
Krems (Land),Niederösterreich,"8,8",5,"5889,40",3331
Krems an der Donau,Niederösterreich,"8,1",2,"5669,00",1408
Kufstein,Tirol,"23,4",26,"8499,30",9441
Landeck,Tirol,"6,8",3,"8352,50",3704
Leibnitz,Steiermark,"15,2",13,"6968,80",5944
Leoben,Steiermark,"5,1",3,"5693,90",3368
Lienz,Tirol,"129,1",63,"11078,80",5408
Liezen,Steiermark,"10,1",8,"6867,50",5466
Lilienfeld,Niederösterreich,"11,8",3,"6673,50",1700
Linz,Oberösterreich,45,93,"6776,00",13995
Linz-Land,Oberösterreich,"32,2",49,"6757,60",10298
Mattersburg,Burgenland,"12,4",5,"5737,20",2313
Melk,Niederösterreich,"16,6",13,"7423,30",5811
Mistelbach,Niederösterreich,"14,5",11,"5016,20",3795
Mödling,Niederösterreich,"20,1",24,"5446,20",6494
Murau,Steiermark,0,±0,"7268,00",1995
Murtal,Steiermark,7,5,"7185,10",5127
Neunkirchen,Niederösterreich,"17,4",15,"6948,30",5998
Neusiedl am See,Burgenland,"3,3",2,"5442,30",3287
Oberpullendorf,Burgenland,0,±0,"5986,20",2242
Oberwart,Burgenland,"18,4",10,"6818,10",3696
Perg,Oberösterreich,"10,1",7,"8529,60",5906
Reutte,Tirol,"42,4",14,"6259,50",2069
Ried im Innkreis,Oberösterreich,"19,4",12,"9728,40",6017
Rohrbach,Oberösterreich,0,±0,"9047,60",5123
Rust,Burgenland,0,±0,"3850,00",77
Salzburg,Salzburg,"31,5",49,"7586,70",11791
Salzburg-Umgebung,Salzburg,"24,6",38,"8063,40",12468
Sankt Johann im Pongau,Salzburg,"93,4",76,"11862,30",9655
Sankt Pölten,Niederösterreich,"17,9",10,"7067,20",3949
Sankt Pölten (Land),Niederösterreich,"12,9",17,"6091,70",8045
Sankt Veit an der Glan,Kärnten,"9,3",5,"7397,90",3986
Schärding,Oberösterreich,"5,2",3,"9288,30",5335
Scheibbs,Niederösterreich,"16,8",7,"9132,20",3796
Schwaz,Tirol,"5,9",5,"10678,90",9019
Spittal an der Drau,Kärnten,"18,5",14,"7745,80",5858
Steyr,Oberösterreich,"7,9",3,"6529,30",2478
Steyr-Land,Oberösterreich,"19,7",12,"7107,50",4331
Südoststeiermark,Steiermark,"2,4",2,"7205,30",6041
Tamsweg,Salzburg,"19,9",4,"12406,80",2496
Tulln,Niederösterreich,"8,5",9,"5172,00",5470
Urfahr-Umgebung,Oberösterreich,"11,6",10,"7130,50",6149
Villach Land,Kärnten,"46,2",30,"6913,10",4488
Villach Stadt,Kärnten,"12,7",8,"6243,30",3948
Vöcklabruck,Oberösterreich,"11,6",16,"8383,80",11569
Voitsberg,Steiermark,"29,4",15,"6779,60",3454
Völkermarkt,Kärnten,"9,6",4,"8870,80",3711
Waidhofen an der Thaya,Niederösterreich,"11,8",3,"6607,70",1687
Waidhofen an der Ybbs,Niederösterreich,9,1,"8227,10",916
Weiz,Steiermark,"6,6",6,"6848,10",6226
Wels,Oberösterreich,"44,7",28,"9081,60",5690
Wels-Land,Oberösterreich,"36,2",27,"7697,10",5740
Wien,Wien,"37,6",722,"7303,10",140289
Wiener Neustadt,Niederösterreich,"17,2",8,"8429,50",3916
