Bezirk,Bundesland,Δ 7 Tage / 100.000 EW,Δ 7 Tage,Gesamt pro 100.000 EW,Gesamt
Amstetten,Niederösterreich,230,268,"7997,80",9319
Baden,Niederösterreich,"164,2",241,"6358,40",9331
Bludenz,Vorarlberg,"76,4",49,"5963,50",3823
Braunau am Inn,Oberösterreich,"256,7",271,"7836,80",8272
Bregenz,Vorarlberg,"191,9",259,"6165,00",8322
Bruck an der Leitha,Niederösterreich,"211,1",219,"5431,10",5634
Bruck-Mürzzuschlag,Steiermark,"87,1",86,"5736,70",5662
Deutschlandsberg,Steiermark,"228,4",139,"5796,20",3528
Dornbirn,Vorarlberg,"147,9",133,"7510,70",6753
Eferding,Oberösterreich,"147,7",49,"7963,10",2642
Eisenstadt,Burgenland,"168,7",25,"6148,80",911
Eisenstadt-Umgebung,Burgenland,"108,7",47,"5146,20",2225
Feldkirch,Vorarlberg,"181,3",196,"6759,30",7309
Feldkirchen,Kärnten,"244,1",73,"7310,50",2186
Freistadt,Oberösterreich,178,119,"7656,20",5119
Gänserndorf,Niederösterreich,"171,8",180,"5115,40",5360
Gmünd,Niederösterreich,"240,7",88,"7044,60",2575
Gmunden,Oberösterreich,"165,9",169,"7229,60",7364
Graz,Steiermark,"179,3",522,"4929,70",14349
Graz-Umgebung,Steiermark,"151,9",237,"5004,80",7811
Grieskirchen,Oberösterreich,"146,4",95,"7525,20",4882
Güssing,Burgenland,"163,4",42,"6817,40",1752
Hallein,Salzburg,"190,7",116,"9979,60",6070
Hartberg-Fürstenfeld,Steiermark,"194,2",176,"7342,80",6653
Hermagor,Kärnten,"77,5",14,"10236,00",1848
Hollabrunn,Niederösterreich,"141,1",72,"4722,40",2410
Horn,Niederösterreich,"171,3",53,"4422,00",1368
Imst,Tirol,"193,5",117,"7383,30",4465
Innsbruck-Land,Tirol,"207,3",374,"6873,30",12403
Innsbruck-Stadt,Tirol,"230,4",304,"6570,90",8671
Jennersdorf,Burgenland,"152,1",26,"7246,90",1239
Kirchdorf an der Krems,Oberösterreich,"96,4",55,"6851,10",3910
Kitzbühel,Tirol,"127,8",82,"6559,30",4209
Klagenfurt Land,Kärnten,"198,3",119,"6391,80",3836
Klagenfurt Stadt,Kärnten,"175,7",178,"5776,90",5852
Korneuburg,Niederösterreich,"87,7",80,"4463,40",4073
Krems (Land),Niederösterreich,"129,2",73,"5401,20",3051
Krems an der Donau,Niederösterreich,"123,8",31,"5076,70",1271
Kufstein,Tirol,262,289,"7947,40",8765
Landeck,Tirol,"119,4",53,"7705,10",3420
Leibnitz,Steiermark,"172,3",146,"6307,50",5346
Leoben,Steiermark,"132,3",79,"5247,90",3133
Lienz,Tirol,396,193,"9951,20",4850
Liezen,Steiermark,"144,4",115,"6350,10",5058
Lilienfeld,Niederösterreich,"148,1",38,"5780,50",1483
Linz,Oberösterreich,"206,2",426,"5929,50",12250
Linz-Land,Oberösterreich,"196,2",297,"6107,50",9245
Mattersburg,Burgenland,"89,9",36,"5349,40",2142
Melk,Niederösterreich,"237,9",186,"6843,50",5351
Mistelbach,Niederösterreich,119,90,"4661,20",3525
Mödling,Niederösterreich,136,162,"5080,80",6052
Murau,Steiermark,"203,3",56,"6288,30",1732
Murtal,Steiermark,"170,2",122,"6065,70",4349
Neunkirchen,Niederösterreich,"143,6",124,"6570,30",5673
Neusiedl am See,Burgenland,"118,4",71,"5155,90",3093
Oberpullendorf,Burgenland,"93,6",35,"5788,60",2164
Oberwart,Burgenland,"191,9",104,"6451,10",3496
Perg,Oberösterreich,"204,4",141,"7909,50",5455
Reutte,Tirol,"316,7",104,"5301,80",1741
Ried im Innkreis,Oberösterreich,"299,9",185,"8863,70",5468
Rohrbach,Oberösterreich,"104,3",59,"8752,30",4949
Rust,Burgenland,0,±0,"3636,40",72
Salzburg,Salzburg,"169,7",263,"7020,30",10883
Salzburg-Umgebung,Salzburg,"188,9",290,"7608,20",11678
Sankt Johann im Pongau,Salzburg,"167,5",136,"11213,90",9105
Sankt Pölten,Niederösterreich,"178,3",99,"6209,20",3447
Sankt Pölten (Land),Niederösterreich,"154,1",203,"5448,30",7177
Sankt Veit an der Glan,Kärnten,"215,9",117,"6785,90",3677
Schärding,Oberösterreich,"256,1",147,"8703,50",4995
Scheibbs,Niederösterreich,"287,3",119,"8562,30",3546
Schwaz,Tirol,"78,3",66,"10508,80",8862
Spittal an der Drau,Kärnten,"267,6",203,"6806,60",5164
Steyr,Oberösterreich,"194,5",74,"5752,00",2189
Steyr-Land,Oberösterreich,"171,3",104,"6541,80",3972
Südoststeiermark,Steiermark,"160,6",135,"6516,30",5476
Tamsweg,Salzburg,"187,6",38,"11673,50",2364
Tulln,Niederösterreich,"117,6",123,"4847,40",5070
Urfahr-Umgebung,Oberösterreich,"132,6",114,"6746,10",5802
Villach Land,Kärnten,"193,4",125,"6391,40",4130
Villach Stadt,Kärnten,"197,2",124,"5497,60",3457
Vöcklabruck,Oberösterreich,"275,3",378,"7614,20",10454
Voitsberg,Steiermark,"180,2",92,"5845,90",2984
Völkermarkt,Kärnten,"265,2",111,"8179,30",3424
Waidhofen an der Thaya,Niederösterreich,"128,5",33,"6354,60",1632
Waidhofen an der Ybbs,Niederösterreich,"178,2",20,"7458,60",837
Weiz,Steiermark,"168,8",153,"5920,30",5367
Wels,Oberösterreich,"291,3",182,"7986,20",4989
Wels-Land,Oberösterreich,"216,9",160,"6908,70",5097
Wien,Wien,"248,2",#ERROR!,"6649,90",127092
Wiener Neustadt,Niederösterreich,"170,2",78,"8098,60",3711
Wiener Neustadt (Land),Niederösterreich,"178,8",140,"6394,10",5007
Wolfsberg,Kärnten,"231,9",122,"6371,80",3352
Zell am See,Salzburg,"232,8",204,"7859,40",6887
Zwettl,Niederösterreich,"309,6",130,"7533,30",3163
