Bezirk,Bundesland,Δ 7 Tage / 100.000 EW,Δ 7 Tage,Gesamt pro 100.000 EW,Gesamt
Amstetten,Niederösterreich,"342,40",399,"4940,80",5757
Baden,Niederösterreich,"181,30",266,"2778,20",4077
Bludenz,Vorarlberg,"157,50",101,"4271,00",2738
Braunau am Inn,Oberösterreich,"150,60",159,"3920,30",4138
Bregenz,Vorarlberg,"154,80",209,"4366,30",5894
Bruck an der Leitha,Niederösterreich,"109,90",114,"2592,20",2689
Bruck-Mürzzuschlag,Steiermark,162,160,"3531,00",3485
Deutschlandsberg,Steiermark,"300,70",183,"2740,40",1668
Dornbirn,Vorarlberg,"181,30",163,"5316,30",4780
Eferding,Oberösterreich,"150,70",50,"6004,00",1992
Eisenstadt,Burgenland,"155,2",23,"3084,50",457
Eisenstadt-Umgebung,Burgenland,"87,9",38,"2736,10",1183
Feldkirch,Vorarlberg,"206,2",223,4650,5028
Feldkirchen,Kärnten,398,119,"3906,10",1168
Freistadt,Oberösterreich,181,121,5163,3452
Gänserndorf,Niederösterreich,"144,1",151,2000,2096
Gmünd,Niederösterreich,"166,9",61,"3876,60",1417
Gmunden,Oberösterreich,"283,7",289,"4175,40",4253
Graz,Steiermark,"135,4",394,"2957,30",8608
Graz-Umgebung,Steiermark,"144,2",225,"2873,10",4484
Grieskirchen,Oberösterreich,"138,7",90,"5549,10",3600
Güssing,Burgenland,"264,6",68,3463,890
Hallein,Salzburg,"287,7",175,"5665,50",3446
Hartberg-Fürstenfeld,Steiermark,"197,6",179,"3852,90",3491
Hermagor,Kärnten,"576,00",104,"4469,90",807
Hollabrunn,Niederösterreich,"62,7",32,"2214,30",1130
Horn,Niederösterreich,"48,5",15,"1903,90",589
Imst,Tirol,"190,2",115,"4689,60",2836
Innsbruck-Land,Tirol,"150,7",272,"4799,00",8660
Innsbruck-Stadt,Tirol,"95,50",126,"4724,10",6234
Jennersdorf,Burgenland,"175,5",30,"3556,20",608
Kirchdorf an der Krems,Oberösterreich,"222,5",127,3860,2203
Kitzbühel,Tirol,"151,2",97,"3949,00",2534
Klagenfurt Land,Kärnten,"251,60",151,"3540,80",2125
Klagenfurt Stadt,Kärnten,"167,8",170,"3557,70",3604
Korneuburg,Niederösterreich,"98,6",90,"2426,20",2214
Krems (Land),Niederösterreich,"76,1",43,"3282,20",1854
Krems an der Donau,Niederösterreich,"71,90",18,"3343,20",837
Kufstein,Tirol,"113,30",125,"5490,20",6055
Landeck,Tirol,"229,8",102,"5431,90",2411
Leibnitz,Steiermark,"190,00",161,"3409,80",2890
