Bezirk,Bundesland,Δ 7 Tage / 100.000 EW,Δ 7 Tage,Gesamt pro 100.000 EW,Gesamt
Amstetten,Niederöstereich,"680,6",793,"1967,90",2293
Baden,Niederöstereich,"344,1",505,"1546,80",2270
Bludenz,Vorarlberg,"592,8",380,"2363,20",1515
Braunau am Inn,Oberösterreich,"539,10",569,"1633,30",1724
Bregenz,Vorarlberg,"760,1",#ERROR!,"2507,60",3385
Bruck an der Leitha,Niederöstereich,"271,80",282,"1417,10",1470
Bruck-Mürzzuschlag,Steiermark,"582,6",575,"1492,40",1473
Deutschlandsberg,Steiermark,365,222,"1143,50",696
Dornbirn,Vorarlberg,"894,2",804,"3246,50",2919
Eferding,Oberösterreich,1073,356,"3173,80",1053
Eisenstadt,Burgenland,"472,5",70,"1748,10",259
Eisenstadt-Umgebung,Burgenland,"372,4",161,"1508,00",652
Feldkirch,Vorarlberg,"682,5",738,"2486,80",2689
Feldkirchen,Kärnten,"531,7",159,"1230,70",368
Freistadt,Oberösterreich,"1036,50",693,2780,1859
Gänserndorf,Niederöstereich,"234,8",246,"1193,00",1250
Gmünd,Niederöstereich,"555,4",203,"2002,60",732
Gmunden,Oberösterreich,"603,8",615,"2156,90",2197
Graz,Steiermark,"499,9",#ERROR!,"1646,00",4791
Graz-Umgebung,Steiermark,"376,8",588,"1307,70",2041
Grieskirchen,Oberösterreich,"898,7",583,"2854,70",1852
Güssing,Burgenland,"739,3",190,"1875,60",482
Hallein,Salzburg,"585,3",356,"2862,40",1741
Hartberg-Fürstenfeld,Steiermark,"644,5",584,"1814,40",1644
Hermagor,Kärnten,"570,5",103,"1650,60",298
Hollabrunn,Niederöstereich,"446,8",228,"1277,60",652
Horn,Niederöstereich,"265,1",82,"1044,10",323
Imst,Tirol,"666,4",403,"2513,50",1520
Innsbruck-Land,Tirol,660,#ERROR!,"2620,10",4728
Innsbruck-Stadt,Tirol,579,764,"3212,30",4239
Jennersdorf,Burgenland,"970,9",166,"1947,70",333
Kirchdorf an der Krems,Oberösterreich,"692,1",395,"1633,10",932
Kitzbühel,Tirol,"565,7",363,"2144,40",1376
Klagenfurt Land,Kärnten,"459,9",276,"1201,40",721
Klagenfurt Stadt,Kärnten,"473,8",480,1417,1435
Korneuburg,Niederöstereich,"340,8",311,1603,1463
Krems (Land),Niederöstereich,"529,3",299,"1975,70",1116
Krems an der Donau,Niederöstereich,"547,2",137,"1865,30",467
Kufstein,Tirol,"775,3",855,"2935,10",3237
Landeck,Tirol,"468,6",208,"3931,40",1745
Leibnitz,Steiermark,577,489,"1732,00",1468
Leoben,Steiermark,"522,6",312,"1534,30",916
Lienz,Tirol,"650,4",317,"1690,70",824
Liezen,Steiermark,"566,2",451,"1704,90",1358
Lilienfeld,Niederöstereich,"530,1",136,"1968,40",505
Linz,Oberösterreich,"611,8",#ERROR!,2227,4601
Linz-Land,Oberösterreich,"638,2",966,"2149,00",3253
Mattersburg,Burgenland,"354,6",142,"1418,50",568
Melk,Niederöstereich,"459,1",359,"1518,10",1187
Mistelbach,Niederöstereich,"268,4",203,"1104,10",835
Mödling,Niederöstereich,"332,5",396,"1656,40",1973
Murau,Steiermark,"428,40",118,"918,60",253
Murtal,Steiermark,477,342,"1272,00",912
Neunkirchen,Niederöstereich,"317,3",274,"1504,50",1299
Neusiedl am See,Burgenland,"255,00",153,"1355,20",813
Oberpullendorf,Burgenland,"609,9",228,"1891,20",707
Oberwart,Burgenland,476,258,"2048,30",1110
Perg,Oberösterreich,"978,70",675,"2580,90",1780
Reutte,Tirol,"301,50",99,"1312,50",431
Ried im Innkreis,Oberösterreich,"980,70",605,"3229,00",1992
Rohrbach,Oberösterreich,"1533,30",867,"3713,90",2100
Rust,Burgenland,"252,5",5,"1111,10",22
Salzburg,Salzburg,"499,90",775,"1691,40",2622
Salzburg-Umgebung,Salzburg,"633,30",972,"2157,80",3312
Sankt Johann im Pongau,Salzburg,"950,8",772,"3378,30",2743
