Bezirk,Bundesland,Δ 7 Tage / 100.000 EW,Δ 7 Tage,Gesamt pro 100.000 EW,Gesamt
Amstetten,Niederösterreich,"103,8",121,"6102,00",7110
Baden,Niederösterreich,"106,3",156,"3679,70",5400
Bludenz,Vorarlberg,103,66,"5057,20",3242
Braunau am Inn,Oberösterreich,"142,1",150,"4912,20",5185
Bregenz,Vorarlberg,"79,3",107,"5193,10",7010
Bruck an der Leitha,Niederösterreich,"81,9",85,"3180,20",3299
Bruck-Mürzzuschlag,Steiermark,"112,5",111,"4228,10",4173
Deutschlandsberg,Steiermark,"225,1",137,"3925,00",2389
Dornbirn,Vorarlberg,"161,3",145,"6427,40",5779
Eferding,Oberösterreich,"81,4",27,"6579,70",2183
Eisenstadt,Burgenland,"20,2",3,"3833,70",568
Eisenstadt-Umgebung,Burgenland,"53,2",23,"3242,70",1402
Feldkirch,Vorarlberg,86,93,"5603,30",6059
Feldkirchen,Kärnten,"137,1",41,"5277,20",1578
Freistadt,Oberösterreich,"74,8",50,"5991,50",4006
Gänserndorf,Niederösterreich,168,176,"2893,60",3032
Gmünd,Niederösterreich,"71,1",26,"4650,80",1700
Gmunden,Oberösterreich,"144,3",147,"5387,80",5488
Graz,Steiermark,"76,3",222,"3506,70",10207
Graz-Umgebung,Steiermark,91,142,"3524,10",5500
Grieskirchen,Oberösterreich,"92,5",60,"6403,10",4154
Güssing,Burgenland,"202,3",52,"4661,70",1198
Hallein,Salzburg,"284,4",173,"7858,70",4780
Hartberg-Fürstenfeld,Steiermark,"140,2",127,"4688,40",4248
Hermagor,Kärnten,"243,7",44,"6740,90",1217
Hollabrunn,Niederösterreich,"88,2",45,"2619,90",1337
Horn,Niederösterreich,"126,1",39,"2414,70",747
Imst,Tirol,48,29,"5443,70",3292
Innsbruck-Land,Tirol,"75,9",137,"5431,90",9802
Innsbruck-Stadt,Tirol,"58,4",77,"5164,40",6815
Jennersdorf,Burgenland,"239,8",41,"4521,30",773
Kirchdorf an der Krems,Oberösterreich,"50,8",29,"4872,90",2781
Kitzbühel,Tirol,106,68,"5127,20",3290
Klagenfurt Land,Kärnten,"153,3",92,"4702,20",2822
Klagenfurt Stadt,Kärnten,"89,8",91,"4275,40",4331
Korneuburg,Niederösterreich,"64,7",59,"2864,50",2614
Krems (Land),Niederösterreich,"132,8",75,"4015,10",2268
Krems an der Donau,Niederösterreich,"47,9",12,"3798,50",951
Kufstein,Tirol,"81,6",90,"6239,20",6881
Landeck,Tirol,"60,8",27,"6432,20",2855
Leibnitz,Steiermark,"96,7",82,"4195,60",3556
Leoben,Steiermark,"58,6",35,"3800,70",2269
Lienz,Tirol,"287,3",140,"6512,40",3174
Liezen,Steiermark,"149,4",119,"4739,40",3775
Lilienfeld,Niederösterreich,"31,2",8,"4077,20",1046
Linz,Oberösterreich,"54,7",113,"4559,60",9420
Linz-Land,Oberösterreich,68,103,"4627,00",7004
Mattersburg,Burgenland,"74,9",30,"3501,30",1402
Melk,Niederösterreich,"66,5",52,"4527,40",3540
Mistelbach,Niederösterreich,"116,4",88,"2488,60",1882
Mödling,Niederösterreich,"75,6",90,"3224,60",3841
Murau,Steiermark,"130,7",36,"4433,10",1221
Murtal,Steiermark,"57,2",41,"4544,10",3258
Neunkirchen,Niederösterreich,"78,8",68,"3878,70",3349
Neusiedl am See,Burgenland,"88,3",53,"3307,20",1984
Oberpullendorf,Burgenland,"48,1",18,"4068,60",1521
Oberwart,Burgenland,"88,6",48,"3843,70",2083
Perg,Oberösterreich,100,69,"5780,90",3987
Reutte,Tirol,"194,9",64,"3736,50",1227
Ried im Innkreis,Oberösterreich,"118,3",73,"6670,40",4115
Rohrbach,Oberösterreich,"70,7",40,"7452,50",4214
Rust,Burgenland,101,2,"3434,30",68
Salzburg,Salzburg,158,245,"5072,90",7864
Salzburg-Umgebung,Salzburg,"164,2",252,"5571,60",8552
Sankt Johann im Pongau,Salzburg,"251,3",204,"8043,70",6531
Sankt Pölten,Niederösterreich,"59,4",33,"4348,50",2414
Sankt Pölten (Land),Niederösterreich,"79,7",105,"3624,90",4775
Sankt Veit an der Glan,Kärnten,"64,6",35,"5163,70",2798
Schärding,Oberösterreich,"94,1",54,"6968,00",3999
Scheibbs,Niederösterreich,"106,2",44,"5848,30",2422
Schwaz,Tirol,"173,1",146,"8846,30",7460
Spittal an der Drau,Kärnten,"271,5",206,"4154,60",3152
Steyr,Oberösterreich,"36,8",14,"4411,90",1679
Steyr-Land,Oberösterreich,"41,2",25,"5387,30",3271
Südoststeiermark,Steiermark,"214,2",180,"4485,00",3769
Tamsweg,Salzburg,"370,4",75,"9555,10",1935
Tulln,Niederösterreich,"72,7",76,"3402,70",3559
Urfahr-Umgebung,Oberösterreich,"67,4",58,"5681,10",4886
Villach Land,Kärnten,"114,5",74,"4348,60",2810
Villach Stadt,Kärnten,"116,1",73,"3749,90",2358
Vöcklabruck,Oberösterreich,"107,8",148,"5452,40",7486
Voitsberg,Steiermark,"82,3",42,"4257,10",2173
Völkermarkt,Kärnten,"117,1",49,"6194,20",2593
Waidhofen an der Thaya,Niederösterreich,"58,4",15,"3753,60",964
Waidhofen an der Ybbs,Niederösterreich,"35,6",4,"5489,20",616
Weiz,Steiermark,"145,6",132,"3568,50",3235
Wels,Oberösterreich,"94,4",59,"5530,70",3455
Wels-Land,Oberösterreich,"109,8",81,"4684,40",3456
Wien,Wien,"96,7",#ERROR!,"4282,60",81848
Wiener Neustadt,Niederösterreich,"187,7",86,"4325,30",1982
Wiener Neustadt (Land),Niederösterreich,"95,8",75,"3416,00",2675
Wolfsberg,Kärnten,"58,9",31,"4896,70",2576
Zell am See,Salzburg,"82,2",72,"5973,00",5234
Zwettl,Niederösterreich,162,68,"5204,00",2185
