Bezirk,Bundesland,Δ 7 Tage / 100.000 EW,Δ 7 Tage,Gesamt pro 100.000 EW,Gesamt
Amstetten,Niederösterreich,18,21,"8598,50",10019
Baden,Niederösterreich,"23,2",34,"6761,10",9922
Bludenz,Vorarlberg,"15,6",10,"6620,20",4244
Braunau am Inn,Oberösterreich,"49,3",52,"8726,40",9211
Bregenz,Vorarlberg,"27,4",37,"7351,10",9923
Bruck an der Leitha,Niederösterreich,"16,4",17,"5885,20",6105
Bruck-Mürzzuschlag,Steiermark,"12,2",12,"6180,50",6100
Deutschlandsberg,Steiermark,"13,1",8,"6676,90",4064
Dornbirn,Vorarlberg,"34,5",31,"8616,20",7747
Eferding,Oberösterreich,0,±0,"8451,40",2804
Eisenstadt,Burgenland,0,±0,"6661,70",987
Eisenstadt-Umgebung,Burgenland,"9,3",4,"5483,90",2371
Feldkirch,Vorarlberg,"14,8",16,"7689,60",8315
Feldkirchen,Kärnten,"6,7",2,"8046,30",2406
Freistadt,Oberösterreich,"10,5",7,"8287,30",5541
Gänserndorf,Niederösterreich,20,21,"5720,40",5994
Gmünd,Niederösterreich,"16,4",6,"7487,80",2737
Gmunden,Oberösterreich,"2,9",3,"7695,00",7838
Graz,Steiermark,"16,1",47,"5607,20",16321
Graz-Umgebung,Steiermark,9,14,"5623,10",8776
Grieskirchen,Oberösterreich,"4,6",3,"8050,90",5223
Güssing,Burgenland,"3,9",1,"7113,10",1828
Hallein,Salzburg,"9,9",6,"11002,20",6692
Hartberg-Fürstenfeld,Steiermark,"9,9",9,"8159,50",7393
Hermagor,Kärnten,"11,1",2,"10446,40",1886
Hollabrunn,Niederösterreich,"7,8",4,"5143,70",2625
Horn,Niederösterreich,"9,7",3,"4971,60",1538
Imst,Tirol,"64,5",39,"9061,70",5480
Innsbruck-Land,Tirol,"40,5",73,"7713,90",13920
Innsbruck-Stadt,Tirol,"47,7",63,"7434,00",9810
Jennersdorf,Burgenland,"5,8",1,"7597,80",1299
