Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14895;1250;11;67
Rust(Stadt);102;2000;124;0;19
Eisenstadt-Umgebung;103;43861;3521;26;254
Güssing;104;25770;2492;62;152
Jennersdorf;105;17109;1720;27;85
Mattersburg;106;40316;3439;36;242
Neusiedl am See;107;60397;4689;48;356
Oberpullendorf;108;37453;3221;42;303
Oberwart;109;54209;4848;95;355
Klagenfurt Stadt;201;101765;9582;165;809
Villach Stadt;202;63236;6299;75;706
Hermagor;203;18052;2477;31;156
Klagenfurt Land;204;60503;5944;69;497
Sankt Veit an der Glan;205;53880;5115;105;266
Spittal an der Drau;206;75628;8867;135;845
Villach Land;207;64920;7016;96;746
Völkermarkt;208;41834;4850;66;421
Wolfsberg;209;52488;5304;81;600
Feldkirchen;210;29783;3177;53;178
Krems an der Donau(Stadt);301;24837;2234;31;185
Sankt Pölten(Stadt);302;55878;5923;69;576
Waidhofen an der Ybbs(Stadt);303;11134;1621;16;253
Wiener Neustadt(Stadt);304;46456;5552;102;393
Amstetten;305;116592;16651;133;1758
Baden;306;147113;14405;154;1042
Bruck an der Leitha;307;105507;9180;96;611
Gänserndorf;308;105824;8456;75;490
Gmünd;309;36275;3706;50;321
Hollabrunn;310;51332;3520;56;278
Horn;311;30838;2321;27;173
Korneuburg;312;91777;6521;56;452
Krems(Land);313;56559;5206;44;604
Lilienfeld;314;25474;3221;50;401
Melk;315;78281;10808;111;1045
Mistelbach;316;75655;5578;34;383
Mödling;317;119240;9171;130;602
Neunkirchen;318;86323;9614;109;1146
Sankt Pölten(Land);319;132064;13072;152;1400
Scheibbs;320;41567;6230;53;588
Tulln;321;105762;7907;101;604
Waidhofen an der Thaya;322;25531;2848;15;298
Wiener Neustadt(Land);323;79033;8357;104;914
Zwettl;325;41827;4585;40;401
Linz(Stadt);401;206537;21989;258;1577
Steyr(Stadt);402;37952;4381;30;439
Wels(Stadt);403;62654;8570;100;595
Braunau am Inn;404;106492;17573;129;2250
Eferding;405;33368;4341;43;399
Freistadt;406;66922;8713;100;933
Gmunden;407;102102;13528;126;1492
Grieskirchen;408;65137;8604;84;971
Kirchdorf an der Krems;409;57163;7040;92;609
Linz-Land;410;152391;17379;111;1502
Perg;411;69241;9461;83;1054
Ried im Innkreis;412;61850;9781;106;1029
Rohrbach;413;56623;7866;108;1121
Schärding;414;57438;8630;77;1268
Steyr-Land;415;60936;7465;81;768
Urfahr-Umgebung;416;86235;10006;82;1348
Vöcklabruck;417;137993;20485;178;2991
Wels-Land;418;74574;9372;69;925
Salzburg(Stadt);501;155416;19182;160;1990
Hallein;502;60992;10514;74;1025
Salzburg-Umgebung;503;154624;22918;146;3326
Sankt Johann im Pongau;504;81392;13324;117;971
Tamsweg;505;20118;3584;46;459
Zell am See;506;88168;10088;114;750
Graz(Stadt);601;291134;25620;338;1443
Deutschlandsberg;603;60871;5669;115;393
Graz-Umgebung;606;157853;13129;269;913
Leibnitz;610;85294;8326;117;570
Leoben;611;59151;4899;119;519
Liezen;612;79592;8553;126;679
Murau;614;27449;2492;31;170
Voitsberg;616;50947;4505;123;254
Weiz;617;90916;9588;156;787
Murtal;620;71356;7119;191;554
Bruck-Mürzzuschlag;621;98054;8205;260;432
Hartberg-Fürstenfeld;622;90619;9903;202;569
Südoststeiermark;623;83841;8811;187;767
Innsbruck-Stadt;701;131059;13695;115;1004
Imst;702;60922;7427;43;548
Innsbruck-Land;703;181698;18967;145;1386
Kitzbühel;704;64676;6476;45;586
Kufstein;705;111080;13456;151;1262
Landeck;706;44346;5335;49;363
Lienz;707;48814;7647;46;775
Reutte;708;33054;3586;6;453
Schwaz;709;84456;10939;133;724
Bludenz;801;64368;6289;53;583
Bregenz;802;135310;14455;116;1375
Dornbirn;803;90502;10253;81;633
Feldkirch;804;109057;11945;86;896
Wien;900;1920949;196702;2560;9477
