Bezirk,Bundesland,Δ 7 Tage / 100.000 EW,Δ 7 Tage,Gesamt pro 100.000 EW,Gesamt
Amstetten,Niederösterreich,"40,3",47,"8565,10",9980
Baden,Niederösterreich,"20,4",30,"6723,60",9867
Bludenz,Vorarlberg,"74,9",48,"6581,20",4219
Braunau am Inn,Oberösterreich,"66,3",70,"8639,30",9119
Bregenz,Vorarlberg,"94,8",128,"7300,70",9855
Bruck an der Leitha,Niederösterreich,"28,9",30,"5851,40",6070
Bruck-Mürzzuschlag,Steiermark,"40,5",40,"6158,20",6078
Deutschlandsberg,Steiermark,"13,1",8,"6647,30",4046
Dornbirn,Vorarlberg,"103,4",93,"8568,40",7704
Eferding,Oberösterreich,"27,1",9,"8442,30",2801
Eisenstadt,Burgenland,"6,7",1,"6668,50",988
Eisenstadt-Umgebung,Burgenland,"18,5",8,"5463,00",2362
Feldkirch,Vorarlberg,"52,7",57,"7660,90",8284
Feldkirchen,Kärnten,"20,1",6,"8036,30",2403
Freistadt,Oberösterreich,"26,9",18,"8272,40",5531
Gänserndorf,Niederösterreich,"52,5",55,"5668,00",5939
Gmünd,Niederösterreich,"27,4",10,"7460,40",2727
Gmunden,Oberösterreich,"27,5",28,"7685,10",7828
Graz,Steiermark,"35,7",104,"5588,70",16267
Graz-Umgebung,Steiermark,25,39,"5602,60",8744
Grieskirchen,Oberösterreich,"27,7",18,"8046,20",5220
Güssing,Burgenland,"15,6",4,"7113,10",1828
Hallein,Salzburg,"29,6",18,"10972,60",6674
Hartberg-Fürstenfeld,Steiermark,"40,8",37,"8140,70",7376
Hermagor,Kärnten,"16,6",3,"10435,40",1884
Hollabrunn,Niederösterreich,"27,4",14,"5133,90",2620
Horn,Niederösterreich,"19,4",6,"4955,40",1533
Imst,Tirol,"243,1",147,"8931,10",5401
Innsbruck-Land,Tirol,"53,2",96,"7645,80",13797
Innsbruck-Stadt,Tirol,"59,1",78,"7341,60",9688
Jennersdorf,Burgenland,"11,7",2,"7597,80",1299
Kirchdorf an der Krems,Oberösterreich,"26,3",15,"7436,40",4244
Kitzbühel,Tirol,14,9,"6994,10",4488
Klagenfurt Land,Kärnten,"23,3",14,"6963,40",4179
Klagenfurt Stadt,Kärnten,"24,7",25,"6152,00",6232
Korneuburg,Niederösterreich,"9,9",9,"4751,60",4336
Krems (Land),Niederösterreich,"15,9",9,"5847,40",3303
Krems an der Donau,Niederösterreich,32,8,"5520,10",1382
Kufstein,Tirol,29,32,"8495,10",9369
Landeck,Tirol,"29,3",13,"8281,90",3676
Leibnitz,Steiermark,"16,5",14,"6965,90",5904
Leoben,Steiermark,"8,4",5,"5623,10",3357
Lienz,Tirol,"24,6",12,"10895,00",5310
Liezen,Steiermark,10,8,"6838,50",5447
Lilienfeld,Niederösterreich,"46,8",12,"6525,00",1674
Linz,Oberösterreich,"33,4",69,"6634,70",13707
Linz-Land,Oberösterreich,"11,2",17,"6704,10",10148
Mattersburg,Burgenland,25,10,"5719,00",2290
Melk,Niederösterreich,"34,5",27,"7366,60",5760
