Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14895;6432;21;134
Rust(Stadt);102;2000;812;2;49
Eisenstadt-Umgebung;103;43861;18162;66;419
Güssing;104;25770;10953;91;225
Jennersdorf;105;17109;7358;41;48
Mattersburg;106;40316;16731;79;317
Neusiedl am See;107;60397;25123;82;701
Oberpullendorf;108;37453;15140;63;381
Oberwart;109;54209;22686;144;297
Klagenfurt Stadt;201;101765;40110;269;448
Villach Stadt;202;63236;25443;164;246
Hermagor;203;18052;7936;58;92
Klagenfurt Land;204;60503;25329;124;258
Sankt Veit an der Glan;205;53880;23091;162;276
Spittal an der Drau;206;75628;33949;259;377
Villach Land;207;64920;28030;188;302
Völkermarkt;208;41834;19221;116;202
Wolfsberg;209;52488;22876;175;208
Feldkirchen;210;29783;13190;82;115
Krems an der Donau(Stadt);301;24837;10296;68;170
Sankt Pölten(Stadt);302;55878;25092;127;408
Waidhofen an der Ybbs(Stadt);303;11134;5955;36;63
Wiener Neustadt(Stadt);304;46456;21160;170;242
Amstetten;305;116592;66161;280;944
Baden;306;147113;64193;299;1118
Bruck an der Leitha;307;105507;44787;199;989
Gänserndorf;308;105824;42596;155;1002
Gmünd;309;36275;16062;123;290
Hollabrunn;310;51332;20444;88;481
Horn;311;30838;13117;60;247
Korneuburg;312;91777;36353;128;905
Krems(Land);313;56559;26219;93;479
Lilienfeld;314;25474;13059;97;224
Melk;315;78281;42538;223;500
Mistelbach;316;75655;30519;88;693
Mödling;317;119240;47769;242;1166
Neunkirchen;318;86323;39368;234;595
Sankt Pölten(Land);319;132064;61124;270;943
Scheibbs;320;41567;23741;93;256
Tulln;321;105762;43231;184;1073
Waidhofen an der Thaya;322;25531;11592;59;154
Wiener Neustadt(Land);323;79033;37104;186;569
Zwettl;325;41827;21477;79;399
Linz(Stadt);401;206537;87445;420;1008
Steyr(Stadt);402;37952;16296;64;212
Wels(Stadt);403;62654;29715;153;261
Braunau am Inn;404;106492;58010;252;636
Eferding;405;33368;16254;72;175
Freistadt;406;66922;35533;175;381
Gmunden;407;102102;51352;220;526
Grieskirchen;408;65137;34325;142;394
Kirchdorf an der Krems;409;57163;28193;146;302
Linz-Land;410;152391;70640;271;754
Perg;411;69241;36675;144;403
Ried im Innkreis;412;61850;32907;166;379
Rohrbach;413;56623;29663;156;276
Schärding;414;57438;29603;151;374
Steyr-Land;415;60936;30444;144;407
Urfahr-Umgebung;416;86235;42813;149;561
Vöcklabruck;417;137993;73026;322;840
Wels-Land;418;74574;38882;112;437
Salzburg(Stadt);501;155416;71851;277;805
Hallein;502;60992;35108;134;296
Salzburg-Umgebung;503;154624;86373;290;1046
Sankt Johann im Pongau;504;81392;45467;185;206
Tamsweg;505;20118;10675;63;68
Zell am See;506;88168;43706;181;327
Graz(Stadt);601;291134;116179;521;1425
Deutschlandsberg;603;60871;27284;172;265
Graz-Umgebung;606;157853;69076;407;834
Leibnitz;610;85294;38831;175;397
Leoben;611;59151;22454;181;256
Liezen;612;79592;35225;213;345
Murau;614;27449;11449;59;107
Voitsberg;616;50947;21489;177;199
Weiz;617;90916;43348;249;334
Murtal;620;71356;29644;263;265
Bruck-Mürzzuschlag;621;98054;37592;342;455
Hartberg-Fürstenfeld;622;90619;41244;298;305
Südoststeiermark;623;83841;37783;280;394
Innsbruck-Stadt;701;131059;59179;215;731
Imst;702;60922;32821;85;227
Innsbruck-Land;703;181698;88325;259;914
Kitzbühel;704;64676;31556;94;200
Kufstein;705;111080;57247;233;440
Landeck;706;44346;24991;84;197
Lienz;707;48814;25520;130;214
Reutte;708;33054;15418;23;190
Schwaz;709;84456;41470;199;372
Bludenz;801;64368;33569;87;359
Bregenz;802;135310;65583;221;840
Dornbirn;803;90502;45384;154;414
Feldkirch;804;109057;54889;164;701
Wien;900;1920949;852741;3912;15646
