Bezirk,Bundesland,Δ 7 Tage / 100.000 EW,Δ 7 Tage,Gesamt pro 100.000 EW,Gesamt
Amstetten,Niederöstereich,"217,9",253,"687,30",798
Baden,Niederöstereich,"172,4",252,"787,3",1.151
Bludenz,Vorarlberg,"199,3",127,"1.109,60",707
Braunau am Inn,Oberösterreich,"122,6",128,"560,3",585
Bregenz,Vorarlberg,"243,3",327,"946,50",1.272
Bruck an der Leitha,Niederöstereich,"153,9",157,"805,8",822
Bruck-Mürzzuschlag,Steiermark,"136,4",135,"397,00",393
Deutschlandsberg,Steiermark,"123,3",75,"360,1",219
Dornbirn,Vorarlberg,"386,3",344,"1.171,40",1.043
Eferding,Oberösterreich,"392,1",130,"925,90",307
Eisenstadt,Burgenland,"143,5",21,"491,90",72
Eisenstadt-Umgebung,Burgenland,"186,4",80,"575,40",247
Feldkirch,Vorarlberg,"277,2",297,1.081,1.158
Feldkirchen,Kärnten,"73,5",22,"240,50",72
Freistadt,Oberösterreich,"303,2",202,"903,60",602
Gänserndorf,Niederöstereich,"128,3",133,"737,80",765
Gmünd,Niederöstereich,"252,9",93,"739,70",272
Gmunden,Oberösterreich,"271,6",276,"788,10",801
Graz,Steiermark,"164,8",476,725,2.093
Graz-Umgebung,Steiermark,"153,6",237,"551,00",850
Grieskirchen,Oberösterreich,"412,5",267,"967,20",626
Güssing,Burgenland,"104,7",27,"550,50",142
Hallein,Salzburg,"425,7",257,"1.570,20",948
Hartberg-Fürstenfeld,Steiermark,"114,8",104,"658,80",597
Hermagor,Kärnten,"109,7",20,"466,40",85
Hollabrunn,Niederöstereich,"94,4",48,"369,70",188
Horn,Niederöstereich,"61,1",19,"501,80",156
Imst,Tirol,"241,4",145,"1.275,50",766
Innsbruck-Land,Tirol,"275,5",494,"1.165,00",2.089
Innsbruck-Stadt,Tirol,"420,9",556,"1.851,50",2.446
Jennersdorf,Burgenland,"117,2",20,"287,10",49
Kirchdorf an der Krems,Oberösterreich,"117,8",67,"436,10",248
Kitzbühel,Tirol,"123,7",79,938,599
Klagenfurt Land,Kärnten,87,52,"329,40",197
Klagenfurt Stadt,Kärnten,"146,8",148,"495,00",499
Korneuburg,Niederöstereich,"225,5",205,"905,50",823
Krems (Land),Niederöstereich,"169,6",96,"878,20",497
Krems an der Donau,Niederöstereich,"176,9",44,"844,20",210
Kufstein,Tirol,"267,1",293,"1.303,80",1.430
Landeck,Tirol,"220,9",98,"3.153,60",1.399
Leibnitz,Steiermark,"167,3",138,"600,1",495
Leoben,Steiermark,"208,1",125,"549,50",330
Lienz,Tirol,"155,9",76,"607,1",296
Liezen,Steiermark,209,167,"551,90",441
Lilienfeld,Niederöstereich,"317,7",82,"844,6",218
Linz,Oberösterreich,"216,8",446,"1.076,70",2.215
Linz-Land,Oberösterreich,"185,7",279,"952,9",1.432
Mattersburg,Burgenland,"162,8",65,"596,1",238
Melk,Niederöstereich,118,92,"695,2",542
Mistelbach,Niederöstereich,"67,6",51,"642,5",485
Mödling,Niederöstereich,"185,7",221,"893,3",1.063
Murau,Steiermark,"28,9",8,"188,00",52
Murtal,Steiermark,"112,5",81,"405,50",292
Neunkirchen,Niederöstereich,"115,9",100,"804,30",694
Neusiedl am See,Burgenland,"85,6",51,"708,60",422
Oberpullendorf,Burgenland,"215,9",81,"549,10",206
Oberwart,Burgenland,"183,1",99,"776,70",420
Perg,Oberösterreich,"181,1",124,"914,40",626
Reutte,Tirol,"91,8",30,"563,20",184
Ried im Innkreis,Oberösterreich,433,265,"1.138,80",697
Rohrbach,Oberösterreich,"399,8",226,"1.105,70",625
Rust,Burgenland,"51,5",1,"206,20",4
Salzburg,Salzburg,"220,5",340,"727,60",1.122
Salzburg-Umgebung,Salzburg,"313,2",477,"893,10",1.360
Sankt Johann im Pongau,Salzburg,453,365,"1.504,20",1.212
Sankt Pölten,Niederöstereich,"161,7",89,"901,10",496
Sankt Pölten (Land),Niederöstereich,"168,6",221,"754,7",989
Sankt Veit an der Glan,Kärnten,"73,3",40,"394,10",215
Schärding,Oberösterreich,"317,6",182,"872,50",500
Scheibbs,Niederöstereich,"103,9",43,558,231
Schwaz,Tirol,"504,3",423,1.743,1.462
Spittal an der Drau,Kärnten,"34,2",26,"178,70",136
Steyr,Oberösterreich,"230,4",88,"837,80",320
Steyr-Land,Oberösterreich,"231,7",140,"844,00",510
Südoststeiermark,Steiermark,121,104,"292,00",251
Tamsweg,Salzburg,"231,3",47,"620,10",126
Tulln,Niederöstereich,"222,6",231,"771,90",801
Urfahr-Umgebung,Oberösterreich,"187,1",160,"873,60",747
Villach Land,Kärnten,"54,1",35,"307,70",199
Villach Stadt,Kärnten,"78,7",49,326,203
Vöcklabruck,Oberösterreich,"253,2",345,"841,10",1.146
Voitsberg,Steiermark,"183,7",94,"666,5",341
Völkermarkt,Kärnten,"109,8",46,"506,20",212
Waidhofen an der Thaya,Niederöstereich,224,58,"973,4",252
Waidhofen an der Ybbs,Niederöstereich,"186,5",21,"568,30",64
Weiz,Steiermark,"96,3",87,"534,6",483
Wels,Oberösterreich,"353,2",218,"1.323,60",817
Wels-Land,Oberösterreich,"225,7",165,"767,50",561
Wien,Wien,"234,8",#ERROR!,"1.468,70",27.869
Wiener Neustadt,Niederöstereich,"309,2",140,"1.044,70",473
Wiener Neustadt (Land),Niederöstereich,"161,6",126,"623,1",486
Wolfsberg,Kärnten,"100,5",53,311,164
Zell am See,Salzburg,"228,7",200,"890,7",779
Zwettl,Niederöstereich,"151,6",64,"760,3",321
