Bezirk,Bundesland,Δ 7 Tage / 100.000 EW,Δ 7 Tage,Gesamt pro 100.000 EW,Gesamt
Amstetten,Niederösterreich,345,402,"5404,20",6297
Baden,Niederösterreich,"164,2",241,3003,4407
Bludenz,Vorarlberg,"121,7",78,"4430,10",2840
Braunau am Inn,Oberösterreich,127,134,"4152,40",4383
Bregenz,Vorarlberg,"162,20",219,"4590,80",6197
Bruck an der Leitha,Niederösterreich,"99,3",103,"2731,00",2833
Bruck-Mürzzuschlag,Steiermark,"122,6",121,"3714,40",3666
Deutschlandsberg,Steiermark,"264,5",161,"3082,10",1876
Dornbirn,Vorarlberg,"275,8",248,"5673,30",5101
Eferding,Oberösterreich,"78,40",26,"6109,50",2027
Eisenstadt,Burgenland,"249,7",37,"3462,50",513
Eisenstadt-Umgebung,Burgenland,"136,5",59,2900,1254
Feldkirch,Vorarlberg,"189,6",205,"4925,40",5326
Feldkirchen,Kärnten,"267,50",80,"4280,70",1280
Freistadt,Oberösterreich,"200,4",134,"5438,10",3636
Gänserndorf,Niederösterreich,"169,9",178,"2234,20",2341
Gmünd,Niederösterreich,"147,7",54,"4133,70",1511
Gmunden,Oberösterreich,"240,50",245,"4550,40",4635
Graz,Steiermark,"109,9",320,"3108,20",9047
Graz-Umgebung,Steiermark,"141,00",220,"3067,90",4788
Grieskirchen,Oberösterreich,"183,4",119,"5815,80",3773
Güssing,Burgenland,"186,80",48,"3696,60",950
Hallein,Salzburg,508,309,"6364,30",3871
Hartberg-Fürstenfeld,Steiermark,"146,80",133,"4069,30",3687
Hermagor,Kärnten,504,91,"5223,20",943
Hollabrunn,Niederösterreich,47,24,"2296,60",1172
Horn,Niederösterreich,84,26,"2010,60",622
Imst,Tirol,"158,7",96,"4990,60",3018
Innsbruck-Land,Tirol,"134,7",243,"5035,70",9087
Innsbruck-Stadt,Tirol,"75,8",100,"4842,30",6390
Jennersdorf,Burgenland,"99,4",17,"3702,40",633
