Bezirk,Bundesland,Δ 7 Tage / 100.000 EW,Δ 7 Tage,Gesamt pro 100.000 EW,Gesamt
Amstetten,Niederösterreich,"134,7",157,"8281,00",9649
Baden,Niederösterreich,"111,1",163,"6563,50",9632
Bludenz,Vorarlberg,"137,3",88,"6220,80",3988
Braunau am Inn,Oberösterreich,"213,2",225,"8289,70",8750
Bregenz,Vorarlberg,306,413,"6701,40",9046
Bruck an der Leitha,Niederösterreich,"130,1",135,"5684,70",5897
Bruck-Mürzzuschlag,Steiermark,"101,3",100,"5935,30",5858
Deutschlandsberg,Steiermark,"248,1",151,"6243,10",3800
Dornbirn,Vorarlberg,258,232,"7981,10",7176
Eferding,Oberösterreich,"144,7",48,"8198,20",2720
Eisenstadt,Burgenland,"67,5",10,"6304,00",934
Eisenstadt-Umgebung,Burgenland,"78,6",34,"5324,30",2302
Feldkirch,Vorarlberg,"241,4",261,"7181,00",7765
Feldkirchen,Kärnten,"200,7",60,"7655,00",2289
Freistadt,Oberösterreich,"170,5",114,"7962,80",5324
Gänserndorf,Niederösterreich,"126,9",133,"5370,20",5627
Gmünd,Niederösterreich,"90,3",33,"7227,90",2642
Gmunden,Oberösterreich,"83,4",85,"7414,20",7552
Graz,Steiermark,"163,9",477,"5268,50",15335
Graz-Umgebung,Steiermark,"141,6",221,"5292,50",8260
Grieskirchen,Oberösterreich,"140,3",91,"7801,20",5061
Güssing,Burgenland,"128,4",33,"7039,20",1809
Hallein,Salzburg,"317,3",193,"10527,10",6403
Hartberg-Fürstenfeld,Steiermark,"226,3",205,"7728,00",7002
Hermagor,Kärnten,"33,2",6,"10302,40",1860
Hollabrunn,Niederösterreich,98,50,"4930,10",2516
Horn,Niederösterreich,"142,2",44,"4742,00",1467
Imst,Tirol,296,179,"7877,80",4764
Innsbruck-Land,Tirol,"190,1",343,"7245,70",13075
Innsbruck-Stadt,Tirol,"213,7",282,"6968,70",9196
Jennersdorf,Burgenland,"122,8",21,"7492,50",1281
Kirchdorf an der Krems,Oberösterreich,"127,9",73,"7071,90",4036
Kitzbühel,Tirol,"85,7",55,"6751,00",4332
Klagenfurt Land,Kärnten,"161,6",97,"6755,10",4054
Klagenfurt Stadt,Kärnten,"125,4",127,"5950,60",6028
Korneuburg,Niederösterreich,"65,8",60,"4583,90",4183
Krems (Land),Niederösterreich,"104,4",59,"5599,50",3163
Krems an der Donau,Niederösterreich,"123,8",31,"5336,30",1336
Kufstein,Tirol,"149,6",165,"8316,50",9172
Landeck,Tirol,"87,9",39,"7896,60",3505
Leibnitz,Steiermark,"148,7",126,"6643,80",5631
Leoben,Steiermark,"87,1",52,"5437,20",3246
Lienz,Tirol,"313,9",153,"10550,30",5142
Liezen,Steiermark,118,94,"6623,80",5276
Lilienfeld,Niederösterreich,191,49,"6053,40",1553
Linz,Oberösterreich,"177,6",367,"6292,00",12999
Linz-Land,Oberösterreich,"146,7",222,"6408,80",9701
Mattersburg,Burgenland,"92,4",37,"5566,70",2229
Melk,Niederösterreich,165,129,"7161,90",5600
Mistelbach,Niederösterreich,"72,7",55,"4809,30",3637
Mödling,Niederösterreich,"77,2",92,"5245,40",6248
Murau,Steiermark,"286,8",79,"6756,70",1861
Murtal,Steiermark,"256,6",184,"6492,50",4655
Neunkirchen,Niederösterreich,"82,2",71,"6725,50",5807
Neusiedl am See,Burgenland,"78,3",47,"5350,90",3210
Oberpullendorf,Burgenland,"72,2",27,"5938,40",2220
Oberwart,Burgenland,"112,6",61,"6632,00",3594
Perg,Oberösterreich,"121,8",84,"8167,60",5633
Reutte,Tirol,"219,3",72,"5813,40",1909
Ried im Innkreis,Oberösterreich,"210,7",130,"9301,30",5738
Rohrbach,Oberösterreich,"88,4",50,"8907,90",5037
Rust,Burgenland,0,±0,"3686,90",73
Salzburg,Salzburg,"163,2",253,"7326,10",11357
Salzburg-Umgebung,Salzburg,"164,8",253,"7920,90",12158
Sankt Johann im Pongau,Salzburg,"171,2",139,"11532,90",9364
Sankt Pölten,Niederösterreich,"178,3",99,"6549,70",3636
Sankt Pölten (Land),Niederösterreich,"101,7",134,"5665,40",7463
Sankt Veit an der Glan,Kärnten,"123,6",67,"7062,70",3827
Schärding,Oberösterreich,"198,6",114,"9123,40",5236
Scheibbs,Niederösterreich,"178,7",74,"8905,20",3688
Schwaz,Tirol,"41,5",35,"10608,50",8946
Spittal an der Drau,Kärnten,"247,8",188,"7258,70",5507
Steyr,Oberösterreich,"178,7",68,"6038,50",2298
Steyr-Land,Oberösterreich,"113,6",69,"6742,80",4094
Südoststeiermark,Steiermark,"189,2",159,"6842,30",5750
Tamsweg,Salzburg,"172,8",35,"12053,70",2441
Tulln,Niederösterreich,"89,9",94,"5011,80",5242
Urfahr-Umgebung,Oberösterreich,"67,4",58,"6899,60",5934
Villach Land,Kärnten,"122,3",79,"6665,30",4307
Villach Stadt,Kärnten,"195,6",123,"5855,40",3682
Vöcklabruck,Oberösterreich,"253,5",348,"8082,50",11097
Voitsberg,Steiermark,"258,6",132,"6306,30",3219
Völkermarkt,Kärnten,172,72,"8523,20",3568
Waidhofen an der Thaya,Niederösterreich,"46,7",12,"6487,00",1666
Waidhofen an der Ybbs,Niederösterreich,"160,4",18,"7779,40",873
Weiz,Steiermark,"244,9",222,"6345,00",5752
Wels,Oberösterreich,"232,1",145,"8500,10",5310
Wels-Land,Oberösterreich,"210,1",155,"7304,40",5389
Wien,Wien,"157,1",#ERROR!,"6925,20",132353
Wiener Neustadt,Niederösterreich,"124,4",57,"8286,20",3797
Wiener Neustadt (Land),Niederösterreich,"61,3",48,"6529,40",5113
Wolfsberg,Kärnten,"81,7",43,"6421,20",3378
Zell am See,Salzburg,"118,7",104,"8133,20",7127
Zwettl,Niederösterreich,"85,7",36,"7750,00",3254
