Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;15374;10671;25;15
Rust(Stadt);102;2021;1323;5;2
Eisenstadt-Umgebung;103;44488;30148;78;35
Güssing;104;25809;16907;101;7
Jennersdorf;105;17216;10079;44;4
Mattersburg;106;40731;26943;88;25
Neusiedl am See;107;61358;42665;85;47
Oberpullendorf;108;37556;25123;68;20
Oberwart;109;54682;34704;145;34
Klagenfurt Stadt;201;103297;59414;303;32
Villach Stadt;202;64125;35760;174;36
Hermagor;203;18069;10709;66;7
Klagenfurt Land;204;61114;36012;127;13
Sankt Veit an der Glan;205;53953;33064;167;12
Spittal an der Drau;206;75725;44614;275;21
Villach Land;207;65635;38614;204;15
Völkermarkt;208;41947;26640;121;16
Wolfsberg;209;52352;30363;203;8
Feldkirchen;210;29949;17375;83;9
Krems an der Donau(Stadt);301;24930;15866;75;10
Sankt Pölten(Stadt);302;56697;37940;146;42
Waidhofen an der Ybbs(Stadt);303;11187;8132;59;6
Wiener Neustadt(Stadt);304;47407;31115;223;33
Amstetten;305;117442;90111;309;46
Baden;306;148765;99761;364;145
Bruck an der Leitha;307;107297;74033;220;102
Gänserndorf;308;107504;70870;248;107
Gmünd;309;36152;23147;158;23
Hollabrunn;310;51879;32868;116;26
Horn;311;30875;19202;60;13
Korneuburg;312;92442;63333;145;95
Krems(Land);313;56840;38832;153;21
Lilienfeld;314;25491;17766;111;13
Melk;315;78779;59519;478;42
Mistelbach;316;76641;50134;107;66
Mödling;317;120412;81511;308;127
Neunkirchen;318;87048;57631;251;72
Sankt Pölten(Land);319;133497;95079;336;111
Scheibbs;320;41711;31526;98;17
Tulln;321;107723;71828;214;104
Waidhofen an der Thaya;322;25644;17081;80;9
Wiener Neustadt(Land);323;80020;54114;218;50
Zwettl;325;41757;30203;84;36
Linz(Stadt);401;208445;127103;474;114
Steyr(Stadt);402;37915;23368;84;26
Wels(Stadt);403;63542;40363;165;56
Braunau am Inn;404;108388;77143;269;27
Eferding;405;33715;23381;81;15
Freistadt;406;67638;48520;202;20
Gmunden;407;102765;71092;256;47
Grieskirchen;408;65929;47876;158;18
Kirchdorf an der Krems;409;57882;39524;167;36
Linz-Land;410;154320;101146;295;69
Perg;411;69905;50751;155;16
Ried im Innkreis;412;62535;44948;170;15
Rohrbach;413;57034;40774;165;9
Schärding;414;57750;39920;156;13
Steyr-Land;415;61494;43464;158;28
Urfahr-Umgebung;416;87466;62716;161;26
Vöcklabruck;417;139989;100250;340;45
Wels-Land;418;75514;54484;123;36
Salzburg(Stadt);501;155743;103519;341;72
Hallein;502;61262;45956;148;26
Salzburg-Umgebung;503;155982;117561;318;45
Sankt Johann im Pongau;504;81962;57522;184;13
Tamsweg;505;20327;13940;68;4
Zell am See;506;89017;56659;201;18
Graz(Stadt);601;293929;173536;608;103
Deutschlandsberg;603;61092;36395;184;20
Graz-Umgebung;606;161131;99821;441;62
Leibnitz;610;86399;53418;194;29
Leoben;611;59341;31733;197;11
Liezen;612;79739;46792;229;20
Murau;614;27343;15153;60;7
Voitsberg;616;51165;28360;191;4
Weiz;617;91844;56806;259;28
Murtal;620;71398;39298;294;24
Bruck-Mürzzuschlag;621;98394;51802;359;28
Hartberg-Fürstenfeld;622;91091;55136;311;20
Südoststeiermark;623;84024;50403;295;26
Innsbruck-Stadt;701;130599;86454;261;60
Imst;702;61843;43161;103;26
Innsbruck-Land;703;183827;126015;293;92
Kitzbühel;704;65482;42009;102;13
Kufstein;705;112301;75584;256;17
Landeck;706;44681;32275;93;9
Lienz;707;48854;33964;148;10
Reutte;708;33427;21688;34;22
Schwaz;709;85478;54213;222;17
Bludenz;801;64943;43353;98;3
Bregenz;802;136369;86041;242;8
Dornbirn;803;91344;59494;171;3
Feldkirch;804;110547;72691;179;8
Wien;900;1951354;1414365;4786;2254
