Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14895;1063;11;9
Rust(Stadt);102;2000;83;0;2
Eisenstadt-Umgebung;103;43861;2650;26;48
Güssing;104;25770;1994;58;28
Jennersdorf;105;17109;1340;26;2
Mattersburg;106;40316;2670;34;67
Neusiedl am See;107;60397;3503;44;20
Oberpullendorf;108;37453;2501;41;36
Oberwart;109;54209;3911;95;28
Klagenfurt Stadt;201;101765;6971;162;102
Villach Stadt;202;63236;4340;69;78
Hermagor;203;18052;2005;30;32
Klagenfurt Land;204;60503;4438;68;49
Sankt Veit an der Glan;205;53880;4301;102;83
Spittal an der Drau;206;75628;6499;124;112
Villach Land;207;64920;4811;89;53
Völkermarkt;208;41834;3836;64;14
Wolfsberg;209;52488;3677;73;21
Feldkirchen;210;29783;2638;53;26
Krems an der Donau(Stadt);301;24837;1676;31;55
Sankt Pölten(Stadt);302;55878;4464;63;91
Waidhofen an der Ybbs(Stadt);303;11134;979;15;22
Wiener Neustadt(Stadt);304;46456;4386;88;88
Amstetten;305;116592;10940;133;209
Baden;306;147113;11314;138;228
Bruck an der Leitha;307;105507;6937;94;149
Gänserndorf;308;105824;6733;72;103
Gmünd;309;36275;2859;44;28
Hollabrunn;310;51332;2841;55;16
Horn;311;30838;1748;27;40
Korneuburg;312;91777;4960;52;73
Krems(Land);313;56559;3734;41;95
Lilienfeld;314;25474;1935;50;72
Melk;315;78281;6377;105;118
Mistelbach;316;75655;4098;34;61
Mödling;317;119240;7282;126;106
Neunkirchen;318;86323;6656;104;93
Sankt Pölten(Land);319;132064;8934;141;220
Scheibbs;320;41567;4203;46;109
Tulln;321;105762;6099;97;106
Waidhofen an der Thaya;322;25531;1786;14;32
Wiener Neustadt(Land);323;79033;5902;96;98
Zwettl;325;41827;3521;39;36
Linz(Stadt);401;206537;16588;238;392
Steyr(Stadt);402;37952;2867;21;89
Wels(Stadt);403;62654;6725;86;170
Braunau am Inn;404;106492;10814;114;357
Eferding;405;33368;3219;37;41
Freistadt;406;66922;5872;94;89
Gmunden;407;102102;8687;115;146
Grieskirchen;408;65137;5776;74;70
Kirchdorf an der Krems;409;57163;4873;86;112
Linz-Land;410;152391;12090;94;352
Perg;411;69241;6494;77;102
Ried im Innkreis;412;61850;6726;103;187
Rohrbach;413;56623;5443;97;64
Schärding;414;57438;5738;72;94
Steyr-Land;415;60936;4798;71;96
Urfahr-Umgebung;416;86235;6699;76;103
Vöcklabruck;417;137993;12839;165;223
Wels-Land;418;74574;6594;65;162
Salzburg(Stadt);501;155416;13857;146;347
Hallein;502;60992;7269;67;83
Salzburg-Umgebung;503;154624;13902;130;212
Sankt Johann im Pongau;504;81392;10419;114;120
Tamsweg;505;20118;2560;43;28
Zell am See;506;88168;8256;109;78
Graz(Stadt);601;291134;19447;323;478
Deutschlandsberg;603;60871;4379;112;54
Graz-Umgebung;606;157853;9861;255;173
Leibnitz;610;85294;6274;112;63
Leoben;611;59151;3583;113;24
Liezen;612;79592;6078;116;70
Murau;614;27449;2104;30;16
Voitsberg;616;50947;3716;120;52
Weiz;617;90916;6678;149;93
Murtal;620;71356;5462;173;58
Bruck-Mürzzuschlag;621;98054;6568;252;68
Hartberg-Fürstenfeld;622;90619;7808;192;72
Südoststeiermark;623;83841;6338;174;86
Innsbruck-Stadt;701;131059;10819;107;102
Imst;702;60922;5829;40;50
Innsbruck-Land;703;181698;15046;138;133
Kitzbühel;704;64676;4939;43;52
Kufstein;705;111080;10315;138;161
Landeck;706;44346;3903;49;19
Lienz;707;48814;6198;43;27
Reutte;708;33054;2313;6;40
Schwaz;709;84456;9346;132;24
Bludenz;801;64368;4744;49;49
Bregenz;802;135310;11160;110;180
Dornbirn;803;90502;8543;79;112
Feldkirch;804;109057;9214;78;97
Wien;900;1920949;161798;2406;3735
