Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14895;3355;13;332
Rust(Stadt);102;2000;343;1;36
Eisenstadt-Umgebung;103;43861;9407;39;874
Güssing;104;25770;6154;72;424
Jennersdorf;105;17109;3776;30;263
Mattersburg;106;40316;9468;58;697
Neusiedl am See;107;60397;13625;58;1213
Oberpullendorf;108;37453;7980;50;646
Oberwart;109;54209;12794;103;1317
Klagenfurt Stadt;201;101765;27071;199;1957
Villach Stadt;202;63236;17512;120;1104
Hermagor;203;18052;5516;38;425
Klagenfurt Land;204;60503;16928;86;1443
Sankt Veit an der Glan;205;53880;14138;126;1247
Spittal an der Drau;206;75628;23874;173;1361
Villach Land;207;64920;19214;136;1460
Völkermarkt;208;41834;13306;84;986
Wolfsberg;209;52488;14528;131;1138
Feldkirchen;210;29783;9018;68;487
Krems an der Donau(Stadt);301;24837;5736;38;459
Sankt Pölten(Stadt);302;55878;14569;86;1000
Waidhofen an der Ybbs(Stadt);303;11134;3618;23;253
Wiener Neustadt(Stadt);304;46456;13286;118;1036
Amstetten;305;116592;40339;154;3361
Baden;306;147113;38102;206;3128
Bruck an der Leitha;307;105507;25386;107;2269
Gänserndorf;308;105824;22785;89;1894
Gmünd;309;36275;8845;72;949
Hollabrunn;310;51332;10330;67;993
Horn;311;30838;6454;33;690
Korneuburg;312;91777;19850;72;1888
Krems(Land);313;56559;14150;48;1197
Lilienfeld;314;25474;7199;56;582
Melk;315;78281;25952;140;2167
Mistelbach;316;75655;15476;43;1715
Mödling;317;119240;26269;149;2394
Neunkirchen;318;86323;23744;129;2004
Sankt Pölten(Land);319;132064;35425;185;2882
Scheibbs;320;41567;14699;71;1255
Tulln;321;105762;22324;111;2017
Waidhofen an der Thaya;322;25531;6489;28;605
Wiener Neustadt(Land);323;79033;21690;131;1887
Zwettl;325;41827;12548;55;942
Linz(Stadt);401;206537;56242;326;3443
Steyr(Stadt);402;37952;10729;49;706
Wels(Stadt);403;62654;20110;123;1221
Braunau am Inn;404;106492;39184;193;1963
Eferding;405;33368;10040;57;699
Freistadt;406;66922;22659;118;1900
Gmunden;407;102102;33506;168;2324
Grieskirchen;408;65137;22082;112;1583
Kirchdorf an der Krems;409;57163;17550;111;1259
Linz-Land;410;152391;46106;190;2637
Perg;411;69241;22695;115;1725
Ried im Innkreis;412;61850;21421;126;1338
Rohrbach;413;56623;20035;123;1193
Schärding;414;57438;18773;113;1066
Steyr-Land;415;60936;18761;114;1357
Urfahr-Umgebung;416;86235;26517;97;1699
Vöcklabruck;417;137993;47981;250;3090
Wels-Land;418;74574;25230;94;1770
Salzburg(Stadt);501;155416;46972;220;2935
Hallein;502;60992;25508;93;1431
Salzburg-Umgebung;503;154624;55302;208;3594
Sankt Johann im Pongau;504;81392;34604;136;1615
Tamsweg;505;20118;7976;52;369
Zell am See;506;88168;31859;138;2237
Graz(Stadt);601;291134;68519;412;5192
Deutschlandsberg;603;60871;15095;135;1481
Graz-Umgebung;606;157853;38976;314;3021
Leibnitz;610;85294;22930;144;1950
Leoben;611;59151;12982;141;1206
Liezen;612;79592;22602;157;1252
Murau;614;27449;6542;39;521
Voitsberg;616;50947;13091;145;1148
Weiz;617;90916;26357;189;1913
Murtal;620;71356;19232;222;1680
Bruck-Mürzzuschlag;621;98054;23153;283;1633
Hartberg-Fürstenfeld;622;90619;25760;221;2163
Südoststeiermark;623;83841;21260;214;1783
Innsbruck-Stadt;701;131059;39380;142;2822
Imst;702;60922;23824;53;1521
Innsbruck-Land;703;181698;58848;176;4640
Kitzbühel;704;64676;23209;53;1241
Kufstein;705;111080;42260;170;2416
Landeck;706;44346;18633;59;1079
Lienz;707;48814;18393;71;1143
Reutte;708;33054;9883;13;702
Schwaz;709;84456;30085;142;2046
Bludenz;801;64368;21502;73;1563
Bregenz;802;135310;41591;172;3116
Dornbirn;803;90502;29747;114;2169
Feldkirch;804;109057;34462;123;2371
Wien;900;1920949;543289;3023;37802
