Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;15374;10237;25;66
Rust(Stadt);102;2021;1278;5;5
Eisenstadt-Umgebung;103;44488;28896;76;204
Güssing;104;25809;16345;101;131
Jennersdorf;105;17216;9913;44;28
Mattersburg;106;40731;26107;87;135
Neusiedl am See;107;61358;40660;85;262
Oberpullendorf;108;37556;23936;68;176
Oberwart;109;54682;33637;144;193
Klagenfurt Stadt;201;103297;57985;301;242
Villach Stadt;202;64125;35103;174;115
Hermagor;203;18069;10592;66;21
Klagenfurt Land;204;61114;35205;127;112
Sankt Veit an der Glan;205;53953;32397;167;149
Spittal an der Drau;206;75725;43995;276;156
Villach Land;207;65635;37960;205;103
Völkermarkt;208;41947;25963;121;78
Wolfsberg;209;52352;29918;201;72
Feldkirchen;210;29949;17075;83;55
Krems an der Donau(Stadt);301;24930;15244;75;85
Sankt Pölten(Stadt);302;56697;36676;146;226
Waidhofen an der Ybbs(Stadt);303;11187;7861;58;39
Wiener Neustadt(Stadt);304;47407;30255;217;128
Amstetten;305;117442;87288;309;517
Baden;306;148765;96059;358;529
Bruck an der Leitha;307;107297;70825;220;681
Gänserndorf;308;107504;67697;215;507
Gmünd;309;36152;22366;157;191
Hollabrunn;310;51879;31618;113;243
Horn;311;30875;18699;60;141
Korneuburg;312;92442;60431;145;533
Krems(Land);313;56840;37575;107;202
Lilienfeld;314;25491;17221;110;104
Melk;315;78779;57910;420;333
Mistelbach;316;76641;48170;107;404
Mödling;317;120412;77477;299;637
Neunkirchen;318;87048;55900;250;237
Sankt Pölten(Land);319;133497;91756;336;565
Scheibbs;320;41711;30685;97;123
Tulln;321;107723;69110;214;484
Waidhofen an der Thaya;322;25644;16520;80;135
Wiener Neustadt(Land);323;80020;52575;217;250
Zwettl;325;41757;29179;84;168
Linz(Stadt);401;208445;123253;466;774
Steyr(Stadt);402;37915;22540;77;135
Wels(Stadt);403;63542;39159;163;216
Braunau am Inn;404;108388;75708;266;410
Eferding;405;33715;22795;79;173
Freistadt;406;67638;47484;194;237
Gmunden;407;102765;69200;252;379
Grieskirchen;408;65929;46844;154;281
Kirchdorf an der Krems;409;57882;38479;160;218
Linz-Land;410;154320;98490;291;580
Perg;411;69905;49457;153;297
Ried im Innkreis;412;62535;44041;170;246
Rohrbach;413;57034;39871;165;266
Schärding;414;57750;39254;156;170
Steyr-Land;415;61494;42211;155;272
Urfahr-Umgebung;416;87466;61055;160;382
Vöcklabruck;417;139989;97851;339;455
Wels-Land;418;75514;52933;121;262
Salzburg(Stadt);501;155743;101318;327;570
Hallein;502;61262;45281;145;169
Salzburg-Umgebung;503;155982;115454;314;567
Sankt Johann im Pongau;504;81962;56802;184;230
Tamsweg;505;20327;13731;68;30
Zell am See;506;89017;55888;198;191
Graz(Stadt);601;293929;169200;586;877
Deutschlandsberg;603;61092;35809;181;98
Graz-Umgebung;606;161131;97440;433;489
Leibnitz;610;86399;52169;192;230
Leoben;611;59341;30825;193;128
Liezen;612;79739;45646;226;162
Murau;614;27343;14916;59;25
Voitsberg;616;51165;27962;190;68
Weiz;617;91844;55902;259;201
Murtal;620;71398;38521;294;121
Bruck-Mürzzuschlag;621;98394;50643;358;192
Hartberg-Fürstenfeld;622;91091;54211;303;224
Südoststeiermark;623;84024;49392;295;239
Innsbruck-Stadt;701;130599;84554;255;506
Imst;702;61843;42445;97;215
Innsbruck-Land;703;183827;123181;285;762
Kitzbühel;704;65482;41338;98;196
Kufstein;705;112301;74559;245;294
Landeck;706;44681;31860;92;123
Lienz;707;48854;33402;146;87
Reutte;708;33427;21343;29;67
Schwaz;709;85478;53434;218;251
Bludenz;801;64943;42818;96;143
Bregenz;802;136369;85008;238;246
Dornbirn;803;91344;58645;170;175
Feldkirch;804;110547;71866;179;190
Wien;900;1951354;1352204;4629;11546
