Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;15374;10602;25;38
Rust(Stadt);102;2021;1316;5;2
Eisenstadt-Umgebung;103;44488;29940;77;95
Güssing;104;25809;16864;101;41
Jennersdorf;105;17216;10069;44;6
Mattersburg;106;40731;26827;88;52
Neusiedl am See;107;61358;42329;85;151
Oberpullendorf;108;37556;24963;68;72
Oberwart;109;54682;34553;145;84
Klagenfurt Stadt;201;103297;59222;303;92
Villach Stadt;202;64125;35613;174;45
Hermagor;203;18069;10689;66;5
Klagenfurt Land;204;61114;35931;127;54
Sankt Veit an der Glan;205;53953;32981;167;52
Spittal an der Drau;206;75725;44470;276;42
Villach Land;207;65635;38501;205;43
Völkermarkt;208;41947;26566;121;44
Wolfsberg;209;52352;30311;203;46
Feldkirchen;210;29949;17333;83;20
Krems an der Donau(Stadt);301;24930;15783;75;40
Sankt Pölten(Stadt);302;56697;37780;146;99
Waidhofen an der Ybbs(Stadt);303;11187;8104;59;21
Wiener Neustadt(Stadt);304;47407;30957;221;54
Amstetten;305;117442;89810;309;237
Baden;306;148765;99107;363;283
Bruck an der Leitha;307;107297;73493;220;213
Gänserndorf;308;107504;70421;222;222
Gmünd;309;36152;23012;158;38
Hollabrunn;310;51879;32702;116;74
Horn;311;30875;19150;60;19
Korneuburg;312;92442;62831;145;220
Krems(Land);313;56840;38665;111;80
Lilienfeld;314;25491;17695;110;37
Melk;315;78779;59328;448;119
Mistelbach;316;76641;49822;107;120
Mödling;317;120412;80888;307;288
Neunkirchen;318;87048;57272;250;130
Sankt Pölten(Land);319;133497;94608;336;255
Scheibbs;320;41711;31424;98;79
Tulln;321;107723;71393;214;236
Waidhofen an der Thaya;322;25644;17012;80;26
Wiener Neustadt(Land);323;80020;53839;217;103
Zwettl;325;41757;30080;84;61
Linz(Stadt);401;208445;126551;474;235
Steyr(Stadt);402;37915;23255;80;53
Wels(Stadt);403;63542;40130;164;94
Braunau am Inn;404;108388;76990;269;100
Eferding;405;33715;23320;80;35
Freistadt;406;67638;48393;200;61
Gmunden;407;102765;70912;256;82
Grieskirchen;408;65929;47749;157;57
Kirchdorf an der Krems;409;57882;39368;164;63
Linz-Land;410;154320;100803;295;193
Perg;411;69905;50645;155;86
Ried im Innkreis;412;62535;44847;170;64
Rohrbach;413;57034;40705;165;44
Schärding;414;57750;39831;156;37
Steyr-Land;415;61494;43295;158;105
Urfahr-Umgebung;416;87466;62529;160;96
Vöcklabruck;417;139989;99981;340;140
Wels-Land;418;75514;54282;122;132
Salzburg(Stadt);501;155743;103150;339;138
Hallein;502;61262;45850;146;46
Salzburg-Umgebung;503;155982;117284;316;136
Sankt Johann im Pongau;504;81962;57435;184;46
Tamsweg;505;20327;13914;68;15
Zell am See;506;89017;56574;200;55
Graz(Stadt);601;293929;172814;601;334
Deutschlandsberg;603;61092;36295;183;37
Graz-Umgebung;606;161131;99478;439;208
Leibnitz;610;86399;53257;192;95
Leoben;611;59341;31604;196;59
Liezen;612;79739;46709;229;34
Murau;614;27343;15125;60;15
Voitsberg;616;51165;28308;191;40
Weiz;617;91844;56674;259;50
Murtal;620;71398;39185;294;42
Bruck-Mürzzuschlag;621;98394;51662;359;70
Hartberg-Fürstenfeld;622;91091;54994;308;68
Südoststeiermark;623;84024;50271;295;68
Innsbruck-Stadt;701;130599;86119;256;134
Imst;702;61843;43052;102;34
Innsbruck-Land;703;183827;125659;288;204
Kitzbühel;704;65482;41935;100;47
Kufstein;705;112301;75477;250;60
Landeck;706;44681;32210;93;31
Lienz;707;48854;33914;146;36
Reutte;708;33427;21632;29;18
Schwaz;709;85478;54136;219;44
Bludenz;801;64943;43319;97;42
Bregenz;802;136369;85973;241;62
Dornbirn;803;91344;59427;171;61
Feldkirch;804;110547;72614;179;46
Wien;900;1951354;1403430;4725;5459
