Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;15374;10510;25;81
Rust(Stadt);102;2021;1314;5;7
Eisenstadt-Umgebung;103;44488;29688;77;183
Güssing;104;25809;16774;101;86
Jennersdorf;105;17216;10028;44;25
Mattersburg;106;40731;26676;87;109
Neusiedl am See;107;61358;41943;85;265
Oberpullendorf;108;37556;24780;68;163
Oberwart;109;54682;34299;145;163
Klagenfurt Stadt;201;103297;58985;303;258
Villach Stadt;202;64125;35481;174;99
Hermagor;203;18069;10669;66;20
Klagenfurt Land;204;61114;35804;127;152
Sankt Veit an der Glan;205;53953;32857;167;128
Spittal an der Drau;206;75725;44361;276;72
Villach Land;207;65635;38377;205;128
Völkermarkt;208;41947;26462;121;80
Wolfsberg;209;52352;30210;202;79
Feldkirchen;210;29949;17291;83;52
Krems an der Donau(Stadt);301;24930;15662;75;114
Sankt Pölten(Stadt);302;56697;37476;146;211
Waidhofen an der Ybbs(Stadt);303;11187;8048;58;38
Wiener Neustadt(Stadt);304;47407;30801;219;130
Amstetten;305;117442;89258;309;423
Baden;306;148765;98383;362;583
Bruck an der Leitha;307;107297;72884;220;445
Gänserndorf;308;107504;69878;217;526
Gmünd;309;36152;22905;158;108
Hollabrunn;310;51879;32505;115;161
Horn;311;30875;19082;60;75
Korneuburg;312;92442;62284;145;455
Krems(Land);313;56840;38455;110;185
Lilienfeld;314;25491;17574;110;94
Melk;315;78779;59005;440;255
Mistelbach;316;76641;49506;107;290
Mödling;317;120412;80067;305;665
Neunkirchen;318;87048;56979;250;231
Sankt Pölten(Land);319;133497;93915;336;530
Scheibbs;320;41711;31240;98;152
Tulln;321;107723;70780;214;388
Waidhofen an der Thaya;322;25644;16938;80;67
Wiener Neustadt(Land);323;80020;53550;217;203
Zwettl;325;41757;29902;84;137
Linz(Stadt);401;208445;125809;471;583
Steyr(Stadt);402;37915;23096;77;161
Wels(Stadt);403;63542;39872;164;198
Braunau am Inn;404;108388;76738;269;209
Eferding;405;33715;23221;79;122
Freistadt;406;67638;48211;195;153
Gmunden;407;102765;70663;256;232
Grieskirchen;408;65929;47586;156;190
Kirchdorf an der Krems;409;57882;39192;162;152
Linz-Land;410;154320;100273;294;428
Perg;411;69905;50399;153;215
Ried im Innkreis;412;62535;44672;170;137
Rohrbach;413;57034;40576;165;125
Schärding;414;57750;39729;156;96
Steyr-Land;415;61494;43027;156;193
Urfahr-Umgebung;416;87466;62225;160;257
Vöcklabruck;417;139989;99586;340;347
Wels-Land;418;75514;53924;122;284
Salzburg(Stadt);501;155743;102747;334;316
Hallein;502;61262;45734;146;87
Salzburg-Umgebung;503;155982;116925;315;310
Sankt Johann im Pongau;504;81962;57313;184;108
Tamsweg;505;20327;13874;68;55
Zell am See;506;89017;56458;199;110
Graz(Stadt);601;293929;171901;599;660
Deutschlandsberg;603;61092;36188;182;82
Graz-Umgebung;606;161131;98948;437;362
Leibnitz;610;86399;53015;192;175
Leoben;611;59341;31460;195;132
Liezen;612;79739;46597;229;138
Murau;614;27343;15089;60;61
Voitsberg;616;51165;28211;190;50
Weiz;617;91844;56531;259;148
Murtal;620;71398;39061;294;111
Bruck-Mürzzuschlag;621;98394;51465;359;169
Hartberg-Fürstenfeld;622;91091;54835;307;141
Südoststeiermark;623;84024;50075;295;161
Innsbruck-Stadt;701;130599;85760;255;238
Imst;702;61843;42960;102;100
Innsbruck-Land;703;183827;125188;288;362
Kitzbühel;704;65482;41826;100;86
Kufstein;705;112301;75321;250;132
Landeck;706;44681;32127;93;41
Lienz;707;48854;33822;146;96
Reutte;708;33427;21570;29;47
Schwaz;709;85478;53996;219;111
Bludenz;801;64943;43212;96;58
Bregenz;802;136369;85779;241;111
Dornbirn;803;91344;59232;171;120
Feldkirch;804;110547;72468;179;123
Wien;900;1951354;1389598;4689;9387
