Bezirk,Bundesland,Δ 7 Tage / 100.000 EW,Δ 7 Tage,Gesamt pro 100.000 EW,Gesamt
Amstetten,Niederösterreich,"7,7",9,"8620,70",10051
Baden,Niederösterreich,"13,6",20,"6795,50",9997
Bludenz,Vorarlberg,"7,8",5,"6610,40",4255
Braunau am Inn,Oberösterreich,"11,3",12,"8708,60",9274
Bregenz,Vorarlberg,"8,1",11,"7349,80",9945
Bruck an der Leitha,Niederösterreich,"16,1",17,"5850,80",6173
Bruck-Mürzzuschlag,Steiermark,"3,1",3,"6234,30",6113
Deutschlandsberg,Steiermark,"13,1",8,"6704,30",4081
Dornbirn,Vorarlberg,"9,9",9,"8565,60",7752
Eferding,Oberösterreich,0,±0,"8415,20",2808
Eisenstadt,Burgenland,"13,4",2,"6639,80",989
Eisenstadt-Umgebung,Burgenland,"6,8",3,"5460,40",2395
Feldkirch,Vorarlberg,"9,2",10,"7642,80",8335
Feldkirchen,Kärnten,0,±0,"8101,90",2413
Freistadt,Oberösterreich,3,2,"8284,30",5544
Gänserndorf,Niederösterreich,"12,3",13,"5716,10",6049
Gmünd,Niederösterreich,"16,5",6,"7581,00",2750
Gmunden,Oberösterreich,"11,8",12,"7690,30",7852
Graz,Steiermark,"19,2",56,"5628,00",16385
Graz-Umgebung,Steiermark,26,41,"5595,10",8832
Grieskirchen,Oberösterreich,"13,8",9,"8038,40",5236
Güssing,Burgenland,0,±0,"7132,30",1838
Hallein,Salzburg,"9,8",6,"11006,40",6713
Hartberg-Fürstenfeld,Steiermark,"2,2",2,"8168,30",7402
Hermagor,Kärnten,"11,1",2,"10464,20",1889
Hollabrunn,Niederösterreich,"13,6",7,"5166,40",2652
Horn,Niederösterreich,"3,2",1,"4990,60",1539
Imst,Tirol,"9,8",6,"9026,30",5499
Innsbruck-Land,Tirol,"11,6",21,"7686,90",13967
Innsbruck-Stadt,Tirol,"8,4",11,"7510,40",9843
Jennersdorf,Burgenland,"5,8",1,"7627,60",1305
Kirchdorf an der Krems,Oberösterreich,21,12,"7450,60",4259
Kitzbühel,Tirol,"7,7",5,"6948,50",4494
Klagenfurt Land,Kärnten,"8,3",5,"6943,50",4201
Klagenfurt Stadt,Kärnten,"30,5",31,"6188,80",6298
Korneuburg,Niederösterreich,"6,5",6,"4785,50",4392
Krems (Land),Niederösterreich,"5,3",3,"5882,40",3327
Krems an der Donau,Niederösterreich,"8,1",2,"5660,90",1406
Kufstein,Tirol,"12,6",14,"8476,80",9416
Landeck,Tirol,"15,8",7,"8348,00",3702
Leibnitz,Steiermark,"12,9",11,"6953,60",5931
Leoben,Steiermark,"1,7",1,"5688,80",3365
Lienz,Tirol,"49,2",24,"10949,70",5345
Liezen,Steiermark,"3,8",3,"6855,00",5456
Lilienfeld,Niederösterreich,"11,8",3,"6657,80",1696
Linz,Oberösterreich,"15,5",32,"6729,50",13899
Linz-Land,Oberösterreich,19,29,"6724,80",10248
Mattersburg,Burgenland,"2,5",1,"5727,30",2309
Melk,Niederösterreich,"2,6",2,"7407,90",5799
Mistelbach,Niederösterreich,"2,6",2,"5004,30",3786
Mödling,Niederösterreich,"13,4",16,"5424,40",6468
Murau,Steiermark,"3,6",1,"7268,00",1995
Murtal,Steiermark,"8,4",6,"7178,10",5122
Neunkirchen,Niederösterreich,"4,6",4,"6934,40",5986
Neusiedl am See,Burgenland,"6,6",4,"5440,70",3286
Oberpullendorf,Burgenland,"2,7",1,"5986,20",2242
Oberwart,Burgenland,0,±0,"6801,50",3687
Perg,Oberösterreich,"5,8",4,"8519,50",5899
Reutte,Tirol,"99,8",33,"6223,10",2057
Ried im Innkreis,Oberösterreich,"4,9",3,"9707,40",6004
Rohrbach,Oberösterreich,"1,8",1,"9047,60",5123
Rust,Burgenland,50,1,"3850,00",77
Salzburg,Salzburg,"10,9",17,"7557,80",11746
Salzburg-Umgebung,Salzburg,"13,6",21,"8036,30",12426
