Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;15374;10331;25;87
Rust(Stadt);102;2021;1293;5;13
Eisenstadt-Umgebung;103;44488;29202;76;273
Güssing;104;25809;16533;101;166
Jennersdorf;105;17216;9951;44;38
Mattersburg;106;40731;26360;87;229
Neusiedl am See;107;61358;41183;85;458
Oberpullendorf;108;37556;24320;68;330
Oberwart;109;54682;33878;144;208
Klagenfurt Stadt;201;103297;58351;301;322
Villach Stadt;202;64125;35253;174;122
Hermagor;203;18069;10625;66;27
Klagenfurt Land;204;61114;35448;127;227
Sankt Veit an der Glan;205;53953;32571;167;153
Spittal an der Drau;206;75725;44167;276;139
Villach Land;207;65635;38095;205;121
Völkermarkt;208;41947;26174;121;185
Wolfsberg;209;52352;30020;201;88
Feldkirchen;210;29949;17160;83;72
Krems an der Donau(Stadt);301;24930;15388;75;124
Sankt Pölten(Stadt);302;56697;37025;146;282
Waidhofen an der Ybbs(Stadt);303;11187;7934;58;65
Wiener Neustadt(Stadt);304;47407;30488;218;195
Amstetten;305;117442;88094;309;684
Baden;306;148765;96927;359;736
Bruck an der Leitha;307;107297;71724;220;747
Gänserndorf;308;107504;68623;216;788
Gmünd;309;36152;22587;158;187
Hollabrunn;310;51879;32006;115;333
Horn;311;30875;18868;60;144
Korneuburg;312;92442;61178;145;631
Krems(Land);313;56840;37935;109;317
Lilienfeld;314;25491;17364;110;123
Melk;315;78779;58350;420;376
Mistelbach;316;76641;48744;107;496
Mödling;317;120412;78339;302;749
Neunkirchen;318;87048;56306;250;354
Sankt Pölten(Land);319;133497;92536;336;656
Scheibbs;320;41711;30863;97;163
Tulln;321;107723;69765;214;551
Waidhofen an der Thaya;322;25644;16715;80;160
Wiener Neustadt(Land);323;80020;52986;217;349
Zwettl;325;41757;29504;84;282
Linz(Stadt);401;208445;124310;468;908
Steyr(Stadt);402;37915;22728;77;153
Wels(Stadt);403;63542;39414;163;219
Braunau am Inn;404;108388;76175;267;400
Eferding;405;33715;22966;79;147
Freistadt;406;67638;47785;194;254
Gmunden;407;102765;69949;254;662
Grieskirchen;408;65929;47151;154;253
Kirchdorf an der Krems;409;57882;38765;161;253
Linz-Land;410;154320;99219;293;653
Perg;411;69905;49831;153;319
Ried im Innkreis;412;62535;44317;170;231
Rohrbach;413;57034;40224;165;311
Schärding;414;57750;39440;156;163
Steyr-Land;415;61494;42536;155;290
Urfahr-Umgebung;416;87466;61541;160;415
Vöcklabruck;417;139989;98607;339;664
Wels-Land;418;75514;53335;121;341
Salzburg(Stadt);501;155743;101873;328;469
Hallein;502;61262;45501;145;197
Salzburg-Umgebung;503;155982;116072;314;536
Sankt Johann im Pongau;504;81962;57012;184;183
Tamsweg;505;20327;13766;68;34
Zell am See;506;89017;56157;198;240
Graz(Stadt);601;293929;170250;587;910
Deutschlandsberg;603;61092;35966;182;140
Graz-Umgebung;606;161131;98016;433;513
Leibnitz;610;86399;52534;192;296
Leoben;611;59341;31090;195;239
Liezen;612;79739;46090;226;397
Murau;614;27343;14959;59;40
Voitsberg;616;51165;28062;190;87
Weiz;617;91844;56153;259;217
Murtal;620;71398;38734;294;183
Bruck-Mürzzuschlag;621;98394;50976;359;299
Hartberg-Fürstenfeld;622;91091;54480;305;232
Südoststeiermark;623;84024;49637;295;219
Innsbruck-Stadt;701;130599;85053;255;427
Imst;702;61843;42675;98;193
Innsbruck-Land;703;183827;124065;285;706
Kitzbühel;704;65482;41553;98;180
Kufstein;705;112301;74921;246;306
Landeck;706;44681;31985;93;102
Lienz;707;48854;33565;146;142
Reutte;708;33427;21441;29;85
Schwaz;709;85478;53692;219;209
Bludenz;801;64943;42998;96;162
Bregenz;802;136369;85403;239;346
Dornbirn;803;91344;58897;170;226
Feldkirch;804;110547;72120;179;216
Wien;900;1951354;1366094;4651;11896
