Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14895;1539;13;18
Rust(Stadt);102;2000;169;0;1
Eisenstadt-Umgebung;103;43861;4440;37;66
Güssing;104;25770;3026;67;56
Jennersdorf;105;17109;2012;30;31
Mattersburg;106;40316;4357;48;89
Neusiedl am See;107;60397;5732;51;57
Oberpullendorf;108;37453;3998;46;48
Oberwart;109;54209;6007;98;78
Klagenfurt Stadt;201;101765;12971;183;250
Villach Stadt;202;63236;8887;106;211
Hermagor;203;18052;3067;36;70
Klagenfurt Land;204;60503;8227;80;176
Sankt Veit an der Glan;205;53880;6875;115;97
Spittal an der Drau;206;75628;12686;163;261
Villach Land;207;64920;10021;125;238
Völkermarkt;208;41834;6920;78;142
Wolfsberg;209;52488;8482;121;197
Feldkirchen;210;29783;4103;60;103
Krems an der Donau(Stadt);301;24837;2792;35;47
Sankt Pölten(Stadt);302;55878;7404;82;141
Waidhofen an der Ybbs(Stadt);303;11134;2076;24;34
Wiener Neustadt(Stadt);304;46456;6986;115;126
Amstetten;305;116592;21262;139;377
Baden;306;147113;18324;191;337
Bruck an der Leitha;307;105507;11011;102;156
Gänserndorf;308;105824;9937;80;182
Gmünd;309;36275;4940;64;85
Hollabrunn;310;51332;4755;64;115
Horn;311;30838;2956;28;63
Korneuburg;312;91777;8013;68;117
Krems(Land);313;56559;6651;46;123
Lilienfeld;314;25474;4120;55;95
Melk;315;78281;13561;131;254
Mistelbach;316;75655;6860;42;140
Mödling;317;119240;11261;145;162
Neunkirchen;318;86323;12710;125;274
Sankt Pölten(Land);319;132064;16898;172;331
Scheibbs;320;41567;7808;65;171
Tulln;321;105762;9771;102;192
Waidhofen an der Thaya;322;25531;3678;21;64
Wiener Neustadt(Land);323;79033;10846;122;213
Zwettl;325;41827;6586;50;174
Linz(Stadt);401;206537;28150;298;505
Steyr(Stadt);402;37952;5602;44;92
Wels(Stadt);403;62654;10810;112;172
Braunau am Inn;404;106492;23325;172;418
Eferding;405;33368;5546;56;100
Freistadt;406;66922;11577;112;190
Gmunden;407;102102;17296;154;250
Grieskirchen;408;65137;11154;105;171
Kirchdorf an der Krems;409;57163;9286;105;227
Linz-Land;410;152391;23288;173;531
Perg;411;69241;12169;108;218
Ried im Innkreis;412;61850;12916;122;198
Rohrbach;413;56623;10304;116;216
Schärding;414;57438;11450;106;192
Steyr-Land;415;60936;9983;103;226
Urfahr-Umgebung;416;86235;13565;94;248
Vöcklabruck;417;137993;26937;233;464
Wels-Land;418;74574;12763;92;298
Salzburg(Stadt);501;155416;25037;197;402
Hallein;502;60992;13708;88;216
Salzburg-Umgebung;503;154624;30247;189;505
Sankt Johann im Pongau;504;81392;16506;128;192
Tamsweg;505;20118;4316;51;20
Zell am See;506;88168;13011;125;214
Graz(Stadt);601;291134;31917;372;589
Deutschlandsberg;603;60871;7698;126;190
Graz-Umgebung;606;157853;17355;288;423
Leibnitz;610;85294;10599;129;204
Leoben;611;59151;6437;134;128
Liezen;612;79592;11266;142;236
Murau;614;27449;3124;36;57
Voitsberg;616;50947;5754;132;171
Weiz;617;90916;12339;180;225
Murtal;620;71356;9221;212;129
Bruck-Mürzzuschlag;621;98054;10438;271;244
Hartberg-Fürstenfeld;622;90619;12374;211;213
Südoststeiermark;623;83841;10769;201;172
Innsbruck-Stadt;701;131059;17428;132;293
Imst;702;60922;9840;50;276
Innsbruck-Land;703;181698;25610;164;509
Kitzbühel;704;64676;8855;53;263
Kufstein;705;111080;18224;165;488
Landeck;706;44346;6720;56;112
Lienz;707;48814;10597;64;257
Reutte;708;33054;4939;12;54
Schwaz;709;84456;14528;139;352
Bludenz;801;64368;9396;67;397
Bregenz;802;135310;20374;149;544
Dornbirn;803;90502;14453;98;456
Feldkirch;804;109057;16656;100;600
Wien;900;1920949;230852;2747;4202
