Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14895;7453;23;168
Rust(Stadt);102;2000;923;2;8
Eisenstadt-Umgebung;103;43861;21352;69;447
Güssing;104;25770;12319;96;338
Jennersdorf;105;17109;7898;42;103
Mattersburg;106;40316;19205;82;333
Neusiedl am See;107;60397;29516;83;735
Oberpullendorf;108;37453;17595;63;389
Oberwart;109;54209;25358;145;502
Klagenfurt Stadt;201;101765;43802;276;668
Villach Stadt;202;63236;27256;172;325
Hermagor;203;18052;8571;61;106
Klagenfurt Land;204;60503;27513;126;366
Sankt Veit an der Glan;205;53880;25119;164;369
Spittal an der Drau;206;75628;36119;263;373
Villach Land;207;64920;30122;194;362
Völkermarkt;208;41834;20836;119;209
Wolfsberg;209;52488;24536;178;222
Feldkirchen;210;29783;13939;82;131
Krems an der Donau(Stadt);301;24837;11578;72;189
Sankt Pölten(Stadt);302;55878;27628;137;438
Waidhofen an der Ybbs(Stadt);303;11134;6383;40;95
Wiener Neustadt(Stadt);304;46456;23440;180;382
Amstetten;305;116592;70441;305;901
Baden;306;147113;72448;318;1428
Bruck an der Leitha;307;105507;51575;216;1126
Gänserndorf;308;105824;49417;169;1078
Gmünd;309;36275;17590;152;223
Hollabrunn;310;51332;23209;92;461
Horn;311;30838;14548;60;285
Korneuburg;312;91777;42349;141;1066
Krems(Land);313;56559;29171;97;460
Lilienfeld;314;25474;13954;113;129
Melk;315;78281;45353;295;542
Mistelbach;316;75655;35039;101;806
Mödling;317;119240;55649;269;1298
Neunkirchen;318;86323;42971;248;641
Sankt Pölten(Land);319;132064;68409;296;1091
Scheibbs;320;41567;25114;95;321
Tulln;321;105762;49743;206;961
Waidhofen an der Thaya;322;25531;12598;67;163
Wiener Neustadt(Land);323;79033;40665;196;638
Zwettl;325;41827;23423;84;268
Linz(Stadt);401;206537;95163;426;1501
Steyr(Stadt);402;37952;17726;66;205
Wels(Stadt);403;62654;31713;155;386
Braunau am Inn;404;106492;62396;252;669
Eferding;405;33368;17627;73;242
Freistadt;406;66922;37955;183;523
Gmunden;407;102102;55186;231;588
Grieskirchen;408;65137;37208;144;516
Kirchdorf an der Krems;409;57163;30554;147;437
Linz-Land;410;152391;77021;276;1140
Perg;411;69241;39642;150;439
Ried im Innkreis;412;61850;35389;166;592
Rohrbach;413;56623;32102;158;446
Schärding;414;57438;31644;153;394
Steyr-Land;415;60936;33102;146;384
Urfahr-Umgebung;416;86235;47154;154;829
Vöcklabruck;417;137993;78876;326;899
Wels-Land;418;74574;41760;116;530
Salzburg(Stadt);501;155416;80293;289;1339
Hallein;502;60992;37582;139;344
Salzburg-Umgebung;503;154624;93831;299;1211
Sankt Johann im Pongau;504;81392;48015;186;490
Tamsweg;505;20118;11284;64;98
Zell am See;506;88168;46492;185;490
Graz(Stadt);601;291134;129115;535;2533
Deutschlandsberg;603;60871;29315;177;310
Graz-Umgebung;606;157853;75479;415;1175
Leibnitz;610;85294;41418;182;454
Leoben;611;59151;24427;184;361
Liezen;612;79592;37786;217;369
Murau;614;27449;12154;60;127
Voitsberg;616;50947;22888;178;216
Weiz;617;90916;46286;252;599
Murtal;620;71356;31719;270;296
Bruck-Mürzzuschlag;621;98054;40962;353;627
Hartberg-Fürstenfeld;622;90619;43771;302;512
Südoststeiermark;623;83841;40284;287;477
Innsbruck-Stadt;701;131059;65643;225;1233
Imst;702;60922;34974;86;445
Innsbruck-Land;703;181698;96704;264;1492
Kitzbühel;704;64676;33581;98;380
Kufstein;705;111080;61361;238;770
Landeck;706;44346;26485;84;313
Lienz;707;48814;27114;134;271
Reutte;708;33054;17256;25;206
Schwaz;709;84456;44144;204;497
Bludenz;801;64368;36098;87;499
Bregenz;802;135310;71910;226;836
Dornbirn;803;90502;49167;162;710
Feldkirch;804;109057;59860;166;911
Wien;900;1920949;992638;4034;22518
