Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;15374;10678;25;3
Rust(Stadt);102;2021;1329;5;2
Eisenstadt-Umgebung;103;44488;30185;78;12
Güssing;104;25809;16921;101;5
Jennersdorf;105;17216;10097;44;4
Mattersburg;106;40731;26988;88;14
Neusiedl am See;107;61358;42727;85;18
Oberpullendorf;108;37556;25176;68;17
Oberwart;109;54682;34733;145;9
Klagenfurt Stadt;201;103297;59473;304;25
Villach Stadt;202;64125;35806;174;16
Hermagor;203;18069;10712;66;2
Klagenfurt Land;204;61114;36048;127;13
Sankt Veit an der Glan;205;53953;33102;167;10
Spittal an der Drau;206;75725;44649;275;2
Villach Land;207;65635;38651;204;6
Völkermarkt;208;41947;26655;121;7
Wolfsberg;209;52352;30381;203;10
Feldkirchen;210;29949;17389;83;4
Krems an der Donau(Stadt);301;24930;15881;75;4
Sankt Pölten(Stadt);302;56697;38008;146;16
Waidhofen an der Ybbs(Stadt);303;11187;8135;59;0
Wiener Neustadt(Stadt);304;47407;31170;223;23
Amstetten;305;117442;90181;309;10
Baden;306;148765;99973;364;79
Bruck an der Leitha;307;107297;74213;220;59
Gänserndorf;308;107504;71017;305;51
Gmünd;309;36152;23178;158;5
Hollabrunn;310;51879;32895;116;8
Horn;311;30875;19213;60;2
Korneuburg;312;92442;63478;145;41
Krems(Land);313;56840;38879;163;16
Lilienfeld;314;25491;17785;111;2
Melk;315;78779;59553;497;10
Mistelbach;316;76641;50214;107;30
Mödling;317;120412;81722;308;70
Neunkirchen;318;87048;57746;251;37
Sankt Pölten(Land);319;133497;95234;336;59
Scheibbs;320;41711;31543;98;7
Tulln;321;107723;71987;214;48
Waidhofen an der Thaya;322;25644;17104;80;8
Wiener Neustadt(Land);323;80020;54183;218;20
Zwettl;325;41757;30255;84;17
Linz(Stadt);401;208445;127248;474;47
Steyr(Stadt);402;37915;23387;84;2
Wels(Stadt);403;63542;40417;165;12
Braunau am Inn;404;108388;77179;270;15
Eferding;405;33715;23390;81;2
Freistadt;406;67638;48550;202;7
Gmunden;407;102765;71142;256;8
Grieskirchen;408;65929;47897;159;10
Kirchdorf an der Krems;409;57882;39562;167;7
Linz-Land;410;154320;101235;296;32
Perg;411;69905;50788;155;11
Ried im Innkreis;412;62535;44969;170;3
Rohrbach;413;57034;40790;165;6
Schärding;414;57750;39930;156;4
Steyr-Land;415;61494;43483;158;1
Urfahr-Umgebung;416;87466;62749;161;11
Vöcklabruck;417;139989;100308;340;18
Wels-Land;418;75514;54531;123;12
Salzburg(Stadt);501;155743;103625;342;29
Hallein;502;61262;45988;148;8
Salzburg-Umgebung;503;155982;117633;318;24
Sankt Johann im Pongau;504;81962;57546;184;5
Tamsweg;505;20327;13946;68;1
Zell am See;506;89017;56697;201;7
Graz(Stadt);601;293929;173771;609;66
Deutschlandsberg;603;61092;36412;184;7
Graz-Umgebung;606;161131;99942;441;42
Leibnitz;610;86399;53473;195;25
Leoben;611;59341;31752;197;6
Liezen;612;79739;46813;229;6
Murau;614;27343;15165;60;3
Voitsberg;616;51165;28376;191;7
Weiz;617;91844;56843;259;12
Murtal;620;71398;39323;294;15
Bruck-Mürzzuschlag;621;98394;51834;359;9
Hartberg-Fürstenfeld;622;91091;55180;311;15
Südoststeiermark;623;84024;50464;296;18
Innsbruck-Stadt;701;130599;86546;261;24
Imst;702;61843;43189;103;7
Innsbruck-Land;703;183827;126109;292;31
Kitzbühel;704;65482;42023;102;4
Kufstein;705;112301;75599;256;0
Landeck;706;44681;32288;93;4
Lienz;707;48854;33976;148;5
Reutte;708;33427;21705;34;7
Schwaz;709;85478;54228;222;6
Bludenz;801;64943;43372;99;7
Bregenz;802;136369;86122;242;6
Dornbirn;803;91344;59542;171;7
Feldkirch;804;110547;72737;179;5
Wien;900;1951354;1418111;4806;1112
