Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14895;1597;13;39
Rust(Stadt);102;2000;175;1;3
Eisenstadt-Umgebung;103;43861;4535;38;80
Güssing;104;25770;3127;69;33
Jennersdorf;105;17109;2068;30;28
Mattersburg;106;40316;4592;52;64
Neusiedl am See;107;60397;5922;53;110
Oberpullendorf;108;37453;4107;47;65
Oberwart;109;54209;6202;98;122
Klagenfurt Stadt;201;101765;13389;190;218
Villach Stadt;202;63236;9108;108;84
Hermagor;203;18052;3141;36;41
Klagenfurt Land;204;60503;8480;83;136
Sankt Veit an der Glan;205;53880;7062;118;74
Spittal an der Drau;206;75628;13051;168;116
Villach Land;207;64920;10323;129;101
Völkermarkt;208;41834;7103;79;64
Wolfsberg;209;52488;8645;123;62
Feldkirchen;210;29783;4297;61;97
Krems an der Donau(Stadt);301;24837;2887;35;45
Sankt Pölten(Stadt);302;55878;7608;83;112
Waidhofen an der Ybbs(Stadt);303;11134;2147;23;39
Wiener Neustadt(Stadt);304;46456;7181;116;101
Amstetten;305;116592;21950;152;260
Baden;306;147113;18931;197;312
Bruck an der Leitha;307;105507;11379;106;227
Gänserndorf;308;105824;10296;83;200
Gmünd;309;36275;5003;68;30
Hollabrunn;310;51332;4888;64;66
Horn;311;30838;3093;28;84
Korneuburg;312;91777;8279;70;140
Krems(Land);313;56559;6816;48;82
Lilienfeld;314;25474;4257;55;59
Melk;315;78281;13934;133;189
Mistelbach;316;75655;7057;43;126
Mödling;317;119240;11769;147;266
Neunkirchen;318;86323;13085;126;205
Sankt Pölten(Land);319;132064;17547;182;305
Scheibbs;320;41567;8062;65;111
Tulln;321;105762;10245;107;272
Waidhofen an der Thaya;322;25531;3738;25;31
Wiener Neustadt(Land);323;79033;11320;123;242
Zwettl;325;41827;6684;52;62
Linz(Stadt);401;206537;28882;305;379
Steyr(Stadt);402;37952;5724;46;57
Wels(Stadt);403;62654;11015;116;114
Braunau am Inn;404;106492;23833;180;195
Eferding;405;33368;5627;57;55
Freistadt;406;66922;11859;114;157
Gmunden;407;102102;17653;157;149
Grieskirchen;408;65137;11288;108;106
Kirchdorf an der Krems;409;57163;9545;108;115
Linz-Land;410;152391;23881;176;311
Perg;411;69241;12394;109;117
Ried im Innkreis;412;61850;13078;123;89
Rohrbach;413;56623;10481;117;87
Schärding;414;57438;11611;108;61
Steyr-Land;415;60936;10287;106;136
Urfahr-Umgebung;416;86235;13908;95;200
Vöcklabruck;417;137993;27443;236;270
Wels-Land;418;74574;13111;93;180
Salzburg(Stadt);501;155416;25675;204;410
Hallein;502;60992;14087;90;243
Salzburg-Umgebung;503;154624;31125;193;466
Sankt Johann im Pongau;504;81392;17375;131;723
Tamsweg;505;20118;4530;51;160
Zell am See;506;88168;13460;127;261
Graz(Stadt);601;291134;32980;380;522
Deutschlandsberg;603;60871;7959;130;91
Graz-Umgebung;606;157853;17992;299;285
Leibnitz;610;85294;10905;136;136
Leoben;611;59151;6646;135;70
Liezen;612;79592;11657;146;173
Murau;614;27449;3192;38;42
Voitsberg;616;50947;6022;134;108
Weiz;617;90916;12620;181;130
Murtal;620;71356;9372;217;69
Bruck-Mürzzuschlag;621;98054;10744;273;130
Hartberg-Fürstenfeld;622;90619;12652;212;109
Südoststeiermark;623;83841;10990;204;80
Innsbruck-Stadt;701;131059;18261;137;483
Imst;702;60922;10381;51;307
Innsbruck-Land;703;181698;26914;167;685
Kitzbühel;704;64676;9869;53;642
Kufstein;705;111080;19373;166;541
Landeck;706;44346;7259;57;365
Lienz;707;48814;10908;64;113
Reutte;708;33054;5112;13;93
Schwaz;709;84456;15145;140;352
Bludenz;801;64368;9881;68;246
Bregenz;802;135310;21181;152;342
Dornbirn;803;90502;15014;101;197
Feldkirch;804;109057;17463;105;340
Wien;900;1920949;241856;2803;6519
