Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14895;7246;22;165
Rust(Stadt);102;2000;913;2;21
Eisenstadt-Umgebung;103;43861;20749;69;451
Güssing;104;25770;11919;95;216
Jennersdorf;105;17109;7761;42;73
Mattersburg;106;40316;18832;82;373
Neusiedl am See;107;60397;28558;83;633
Oberpullendorf;108;37453;17149;63;396
Oberwart;109;54209;24719;145;408
Klagenfurt Stadt;201;101765;42967;276;487
Villach Stadt;202;63236;26823;172;250
Hermagor;203;18052;8440;61;60
Klagenfurt Land;204;60503;27028;126;238
Sankt Veit an der Glan;205;53880;24659;164;219
Spittal an der Drau;206;75628;35634;262;303
Villach Land;207;64920;29670;193;254
Völkermarkt;208;41834;20551;117;157
Wolfsberg;209;52488;24237;178;212
Feldkirchen;210;29783;13772;82;96
Krems an der Donau(Stadt);301;24837;11324;72;233
Sankt Pölten(Stadt);302;55878;27083;136;315
Waidhofen an der Ybbs(Stadt);303;11134;6264;39;65
Wiener Neustadt(Stadt);304;46456;23007;178;343
Amstetten;305;116592;69244;304;714
Baden;306;147113;70594;315;1205
Bruck an der Leitha;307;105507;50141;216;1011
Gänserndorf;308;105824;47970;169;1082
Gmünd;309;36275;17303;152;201
Hollabrunn;310;51332;22597;92;374
Horn;311;30838;14191;60;211
Korneuburg;312;91777;40994;141;897
Krems(Land);313;56559;28573;97;429
Lilienfeld;314;25474;13791;113;86
Melk;315;78281;44668;293;381
Mistelbach;316;75655;33992;100;642
Mödling;317;119240;53939;267;1206
Neunkirchen;318;86323;42098;246;608
Sankt Pölten(Land);319;132064;67050;296;985
Scheibbs;320;41567;24742;95;179
Tulln;321;105762;48597;206;995
Waidhofen an der Thaya;322;25531;12410;67;152
Wiener Neustadt(Land);323;79033;39793;196;571
Zwettl;325;41827;23085;84;245
Linz(Stadt);401;206537;93194;426;1192
Steyr(Stadt);402;37952;17447;66;148
Wels(Stadt);403;62654;31242;155;275
Braunau am Inn;404;106492;61517;252;421
Eferding;405;33368;17319;73;235
Freistadt;406;66922;37290;182;322
Gmunden;407;102102;54450;230;526
Grieskirchen;408;65137;36549;142;475
Kirchdorf an der Krems;409;57163;30013;147;324
Linz-Land;410;152391;75520;275;788
Perg;411;69241;39065;149;395
Ried im Innkreis;412;61850;34651;166;278
Rohrbach;413;56623;31553;158;349
Schärding;414;57438;31170;153;196
Steyr-Land;415;60936;32627;146;356
Urfahr-Umgebung;416;86235;46035;154;611
Vöcklabruck;417;137993;77639;326;846
Wels-Land;418;74574;41056;115;456
Salzburg(Stadt);501;155416;78548;288;1152
Hallein;502;60992;37158;138;319
Salzburg-Umgebung;503;154624;92301;299;958
Sankt Johann im Pongau;504;81392;47417;184;384
Tamsweg;505;20118;11157;64;105
Zell am See;506;88168;45916;185;387
Graz(Stadt);601;291134;125952;534;2063
Deutschlandsberg;603;60871;28897;177;315
Graz-Umgebung;606;157853;73991;415;914
Leibnitz;610;85294;40839;182;373
Leoben;611;59151;23998;184;289
Liezen;612;79592;37303;217;393
Murau;614;27449;12005;60;93
Voitsberg;616;50947;22610;178;182
Weiz;617;90916;45466;251;427
Murtal;620;71356;31365;270;281
Bruck-Mürzzuschlag;621;98054;40214;352;483
Hartberg-Fürstenfeld;622;90619;43096;300;381
Südoststeiermark;623;83841;39667;287;392
Innsbruck-Stadt;701;131059;64078;223;955
Imst;702;60922;34428;86;333
Innsbruck-Land;703;181698;94795;263;1204
Kitzbühel;704;64676;33097;97;272
Kufstein;705;111080;60410;236;569
Landeck;706;44346;26082;84;249
Lienz;707;48814;26754;133;199
Reutte;708;33054;17006;25;203
Schwaz;709;84456;43533;203;388
Bludenz;801;64368;35478;87;340
Bregenz;802;135310;70806;226;812
Dornbirn;803;90502;48255;160;523
Feldkirch;804;109057;58720;166;761
Wien;900;1920949;966396;4020;22565
