Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;15374;10710;25;3
Rust(Stadt);102;2021;1329;5;0
Eisenstadt-Umgebung;103;44488;30232;78;10
Güssing;104;25809;16947;101;4
Jennersdorf;105;17216;10101;44;0
Mattersburg;106;40731;27013;88;5
Neusiedl am See;107;61358;42786;85;14
Oberpullendorf;108;37556;25180;68;4
Oberwart;109;54682;34752;145;3
Klagenfurt Stadt;201;103297;59506;304;11
Villach Stadt;202;64125;35833;174;10
Hermagor;203;18069;10716;66;1
Klagenfurt Land;204;61114;36068;127;10
Sankt Veit an der Glan;205;53953;33115;167;8
Spittal an der Drau;206;75725;44661;275;3
Villach Land;207;65635;38656;204;2
Völkermarkt;208;41947;26661;121;2
Wolfsberg;209;52352;30389;203;2
Feldkirchen;210;29949;17390;83;1
Krems an der Donau(Stadt);301;24930;15890;75;1
Sankt Pölten(Stadt);302;56697;38049;146;25
Waidhofen an der Ybbs(Stadt);303;11187;8140;59;2
Wiener Neustadt(Stadt);304;47407;31183;224;6
Amstetten;305;117442;90212;309;14
Baden;306;148765;100066;364;28
Bruck an der Leitha;307;107297;74299;220;31
Gänserndorf;308;107504;71079;305;24
Gmünd;309;36152;23181;158;2
Hollabrunn;310;51879;32918;116;6
Horn;311;30875;19223;60;4
Korneuburg;312;92442;63547;146;24
Krems(Land);313;56840;38903;163;11
Lilienfeld;314;25491;17788;111;2
Melk;315;78779;59577;510;12
Mistelbach;316;76641;50258;107;16
Mödling;317;120412;81830;308;36
Neunkirchen;318;87048;57804;251;26
Sankt Pölten(Land);319;133497;95305;336;27
Scheibbs;320;41711;31560;98;11
Tulln;321;107723;72070;214;29
Waidhofen an der Thaya;322;25644;17109;80;3
Wiener Neustadt(Land);323;80020;54202;218;7
Zwettl;325;41757;30280;84;8
Linz(Stadt);401;208445;127318;474;20
Steyr(Stadt);402;37915;23396;84;5
Wels(Stadt);403;63542;40429;165;7
Braunau am Inn;404;108388;77202;270;7
Eferding;405;33715;23392;81;0
Freistadt;406;67638;48563;202;5
Gmunden;407;102765;71162;256;5
Grieskirchen;408;65929;47910;159;6
Kirchdorf an der Krems;409;57882;39570;167;5
Linz-Land;410;154320;101292;296;15
Perg;411;69905;50796;155;4
Ried im Innkreis;412;62535;44980;170;2
Rohrbach;413;57034;40798;165;2
Schärding;414;57750;39937;156;4
Steyr-Land;415;61494;43493;158;2
Urfahr-Umgebung;416;87466;62770;161;4
Vöcklabruck;417;139989;100342;340;7
Wels-Land;418;75514;54551;123;6
Salzburg(Stadt);501;155743;103682;342;18
Hallein;502;61262;45997;148;1
Salzburg-Umgebung;503;155982;117682;318;27
Sankt Johann im Pongau;504;81962;57551;184;0
Tamsweg;505;20327;13948;68;1
Zell am See;506;89017;56709;202;7
Graz(Stadt);601;293929;173931;609;69
Deutschlandsberg;603;61092;36435;184;8
Graz-Umgebung;606;161131;100015;441;21
Leibnitz;610;86399;53508;195;11
Leoben;611;59341;31784;197;5
Liezen;612;79739;46833;229;7
Murau;614;27343;15170;60;2
Voitsberg;616;51165;28382;191;4
Weiz;617;91844;56865;259;6
Murtal;620;71398;39332;294;0
Bruck-Mürzzuschlag;621;98394;51862;359;10
Hartberg-Fürstenfeld;622;91091;55189;311;4
Südoststeiermark;623;84024;50497;296;14
Innsbruck-Stadt;701;130599;86592;261;17
Imst;702;61843;43193;103;3
Innsbruck-Land;703;183827;126151;292;10
Kitzbühel;704;65482;42040;102;7
Kufstein;705;112301;75616;256;7
Landeck;706;44681;32292;93;1
Lienz;707;48854;33987;148;5
Reutte;708;33427;21717;34;1
Schwaz;709;85478;54239;222;4
Bludenz;801;64943;43380;99;4
Bregenz;802;136369;86146;243;11
Dornbirn;803;91344;59562;171;8
Feldkirch;804;110547;72759;179;7
Wien;900;1951354;1419978;4810;751
