Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14895;6959;22;85
Rust(Stadt);102;2000;881;2;6
Eisenstadt-Umgebung;103;43861;19882;69;292
Güssing;104;25770;11518;95;58
Jennersdorf;105;17109;7624;41;10
Mattersburg;106;40316;18045;82;150
Neusiedl am See;107;60397;27342;83;215
Oberpullendorf;108;37453;16395;63;152
Oberwart;109;54209;24013;145;94
Klagenfurt Stadt;201;101765;42045;276;226
Villach Stadt;202;63236;26372;172;89
Hermagor;203;18052;8345;61;25
Klagenfurt Land;204;60503;26571;126;122
Sankt Veit an der Glan;205;53880;24213;164;144
Spittal an der Drau;206;75628;35075;262;116
Villach Land;207;64920;29229;191;108
Völkermarkt;208;41834;20238;117;84
Wolfsberg;209;52488;23861;178;65
Feldkirchen;210;29783;13604;82;32
Krems an der Donau(Stadt);301;24837;10882;72;83
Sankt Pölten(Stadt);302;55878;26421;135;157
Waidhofen an der Ybbs(Stadt);303;11134;6155;39;25
Wiener Neustadt(Stadt);304;46456;22304;178;169
Amstetten;305;116592;67924;302;293
Baden;306;147113;68186;314;528
Bruck an der Leitha;307;105507;48097;216;535
Gänserndorf;308;105824;45888;168;490
Gmünd;309;36275;16896;152;183
Hollabrunn;310;51332;21837;91;200
Horn;311;30838;13719;60;102
Korneuburg;312;91777;39220;141;416
Krems(Land);313;56559;27670;97;203
Lilienfeld;314;25474;13637;113;52
Melk;315;78281;43933;285;207
Mistelbach;316;75655;32758;100;268
Mödling;317;119240;51554;267;578
Neunkirchen;318;86323;40958;246;242
Sankt Pölten(Land);319;132064;64921;293;512
Scheibbs;320;41567;24386;94;91
Tulln;321;105762;46481;206;457
Waidhofen an der Thaya;322;25531;12125;67;68
Wiener Neustadt(Land);323;79033;38697;195;257
Zwettl;325;41827;22551;84;174
Linz(Stadt);401;206537;91043;426;482
Steyr(Stadt);402;37952;17164;65;102
Wels(Stadt);403;62654;30739;155;134
Braunau am Inn;404;106492;60628;252;324
Eferding;405;33368;16928;73;63
Freistadt;406;66922;36722;182;115
Gmunden;407;102102;53450;228;326
Grieskirchen;408;65137;35727;142;172
Kirchdorf an der Krems;409;57163;29438;147;130
Linz-Land;410;152391;74035;275;311
Perg;411;69241;38277;149;182
Ried im Innkreis;412;61850;34144;166;95
Rohrbach;413;56623;30838;156;289
Schärding;414;57438;30825;153;86
Steyr-Land;415;60936;31981;145;136
Urfahr-Umgebung;416;86235;44960;153;191
Vöcklabruck;417;137993;76094;327;445
Wels-Land;418;74574;40257;114;224
Salzburg(Stadt);501;155416;76151;287;684
Hallein;502;60992;36472;137;216
Salzburg-Umgebung;503;154624;90289;299;639
Sankt Johann im Pongau;504;81392;46623;184;192
Tamsweg;505;20118;10973;64;20
Zell am See;506;88168;45181;183;239
Graz(Stadt);601;291134;121938;534;829
Deutschlandsberg;603;60871;28330;177;145
Graz-Umgebung;606;157853;72313;415;364
Leibnitz;610;85294;40168;182;120
Leoben;611;59151;23474;184;120
Liezen;612;79592;36566;215;146
Murau;614;27449;11833;59;47
Voitsberg;616;50947;22272;178;72
Weiz;617;90916;44772;251;127
Murtal;620;71356;30888;270;111
Bruck-Mürzzuschlag;621;98054;39380;350;215
Hartberg-Fürstenfeld;622;90619;42403;300;132
Südoststeiermark;623;83841;38964;286;126
Innsbruck-Stadt;701;131059;62158;220;547
Imst;702;60922;33757;87;151
Innsbruck-Land;703;181698;92474;261;607
Kitzbühel;704;64676;32583;95;127
Kufstein;705;111080;59271;236;246
Landeck;706;44346;25612;84;82
Lienz;707;48814;26359;132;82
Reutte;708;33054;16540;24;147
Schwaz;709;84456;42811;201;181
Bludenz;801;64368;34715;87;224
Bregenz;802;135310;69154;225;623
Dornbirn;803;90502;47184;160;280
Feldkirch;804;109057;57223;166;370
Wien;900;1920949;920818;3996;10706
