Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;15374;8864;24;177
Rust(Stadt);102;2021;1074;4;14
Eisenstadt-Umgebung;103;44488;25310;72;420
Güssing;104;25809;14388;100;314
Jennersdorf;105;17216;9078;43;182
Mattersburg;106;40731;23167;83;452
Neusiedl am See;107;61358;35526;87;578
Oberpullendorf;108;37556;21318;63;304
Oberwart;109;54682;29836;145;666
Klagenfurt Stadt;201;103297;52572;292;1354
Villach Stadt;202;64125;32290;174;616
Hermagor;203;18069;9837;62;166
Klagenfurt Land;204;61114;32424;127;712
Sankt Veit an der Glan;205;53953;30056;167;933
Spittal an der Drau;206;75725;41252;273;753
Villach Land;207;65635;35142;198;634
Völkermarkt;208;41947;24311;122;384
Wolfsberg;209;52352;27956;190;447
Feldkirchen;210;29949;16137;83;334
Krems an der Donau(Stadt);301;24930;13490;74;265
Sankt Pölten(Stadt);302;56697;32370;144;639
Waidhofen an der Ybbs(Stadt);303;11187;7309;41;77
Wiener Neustadt(Stadt);304;47407;27080;197;381
Amstetten;305;117442;80406;311;1148
Baden;306;148765;84806;331;1406
Bruck an der Leitha;307;107297;61597;216;1069
Gänserndorf;308;107504;58591;184;1040
Gmünd;309;36152;20221;157;429
Hollabrunn;310;51879;27535;101;472
Horn;311;30875;16664;60;416
Korneuburg;312;92442;51398;145;1167
Krems(Land);313;56840;33709;105;697
Lilienfeld;314;25491;15854;113;284
Melk;315;78779;52551;327;840
Mistelbach;316;76641;41472;103;653
Mödling;317;120412;66725;272;1321
Neunkirchen;318;87048;50291;248;977
Sankt Pölten(Land);319;133497;80518;324;1491
Scheibbs;320;41711;28439;94;424
Tulln;321;107723;59663;209;1173
Waidhofen an der Thaya;322;25644;14751;73;276
Wiener Neustadt(Land);323;80020;47163;203;818
Zwettl;325;41757;26743;85;432
Linz(Stadt);401;208445;111709;454;2349
Steyr(Stadt);402;37915;20325;71;404
Wels(Stadt);403;63542;36139;157;599
Braunau am Inn;404;108388;70826;259;1230
Eferding;405;33715;20812;77;390
Freistadt;406;67638;43828;189;818
Gmunden;407;102765;63517;239;1196
Grieskirchen;408;65929;43158;146;794
Kirchdorf an der Krems;409;57882;35312;153;735
Linz-Land;410;154320;89842;290;1703
Perg;411;69905;45570;151;858
Ried im Innkreis;412;62535;40722;169;840
Rohrbach;413;57034;36657;160;696
Schärding;414;57750;36724;155;634
Steyr-Land;415;61494;38456;151;745
Urfahr-Umgebung;416;87466;55612;157;1248
Vöcklabruck;417;139989;90528;335;1834
Wels-Land;418;75514;48247;117;936
Salzburg(Stadt);501;155743;93119;303;1721
Hallein;502;61262;42417;143;725
Salzburg-Umgebung;503;155982;107444;307;2037
Sankt Johann im Pongau;504;81962;53759;188;677
Tamsweg;505;20327;12973;67;195
Zell am See;506;89017;52381;188;785
Graz(Stadt);601;293929;153180;557;3143
Deutschlandsberg;603;61092;33227;179;585
Graz-Umgebung;606;161131;88236;422;1933
Leibnitz;610;86399;47626;186;870
Leoben;611;59341;28518;189;583
Liezen;612;79739;42697;224;889
Murau;614;27343;13931;60;286
Voitsberg;616;51165;25885;185;491
Weiz;617;91844;51894;255;863
Murtal;620;71398;35795;276;605
Bruck-Mürzzuschlag;621;98394;46658;354;835
Hartberg-Fürstenfeld;622;91091;49580;308;863
Südoststeiermark;623;84024;45424;293;707
Innsbruck-Stadt;701;130599;76885;239;1484
Imst;702;61843;39476;89;647
Innsbruck-Land;703;183827;112766;273;2275
Kitzbühel;704;65482;38760;99;732
Kufstein;705;112301;70347;242;1184
Landeck;706;44681;29647;89;463
Lienz;707;48854;31612;143;564
Reutte;708;33427;19931;28;318
Schwaz;709;85478;50015;213;725
Bludenz;801;64943;40452;95;598
Bregenz;802;136369;79474;231;1093
Dornbirn;803;91344;54460;168;702
Feldkirch;804;110547;67430;173;940
Wien;900;1951354;1185607;4290;17038
