Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;15374;7895;23;139
Rust(Stadt);102;2021;962;2;21
Eisenstadt-Umgebung;103;44488;22728;72;406
Güssing;104;25809;13067;99;138
Jennersdorf;105;17216;8269;42;121
Mattersburg;106;40731;20364;82;374
Neusiedl am See;107;61358;31548;86;545
Oberpullendorf;108;37556;18817;63;339
Oberwart;109;54682;26739;145;405
Klagenfurt Stadt;201;103297;45974;277;603
Villach Stadt;202;64125;28479;172;370
Hermagor;203;18069;8906;62;99
Klagenfurt Land;204;61114;28701;126;322
Sankt Veit an der Glan;205;53953;26094;166;279
Spittal an der Drau;206;75725;37239;266;315
Villach Land;207;65635;31296;195;360
Völkermarkt;208;41947;21648;121;283
Wolfsberg;209;52352;25405;182;251
Feldkirchen;210;29949;14435;83;128
Krems an der Donau(Stadt);301;24930;12106;73;169
Sankt Pölten(Stadt);302;56697;28996;139;411
Waidhofen an der Ybbs(Stadt);303;11187;6604;40;66
Wiener Neustadt(Stadt);304;47407;24648;185;324
Amstetten;305;117442;72965;307;791
Baden;306;148765;76654;322;1132
Bruck an der Leitha;307;107297;54773;216;909
Gänserndorf;308;107504;52535;173;962
Gmünd;309;36152;18380;152;229
Hollabrunn;310;51879;24598;93;398
Horn;311;30875;15147;60;171
Korneuburg;312;92442;45246;142;876
Krems(Land);313;56840;30455;100;339
Lilienfeld;314;25491;14465;113;148
Melk;315;78779;46991;298;479
Mistelbach;316;76641;37223;101;547
Mödling;317;120412;59089;269;1014
Neunkirchen;318;87048;45188;248;642
Sankt Pölten(Land);319;133497;71548;306;932
Scheibbs;320;41711;25931;95;233
Tulln;321;107723;52657;207;797
Waidhofen an der Thaya;322;25644;13247;69;190
Wiener Neustadt(Land);323;80020;42742;198;543
Zwettl;325;41757;24385;84;294
Linz(Stadt);401;208445;100171;433;1353
Steyr(Stadt);402;37915;18403;67;179
Wels(Stadt);403;63542;32897;155;372
Braunau am Inn;404;108388;64458;254;580
Eferding;405;33715;18505;73;254
Freistadt;406;67638;39535;185;452
Gmunden;407;102765;57291;234;538
Grieskirchen;408;65929;38561;145;389
Kirchdorf an der Krems;409;57882;31680;147;305
Linz-Land;410;154320;80680;280;968
Perg;411;69905;40975;152;366
Ried im Innkreis;412;62535;36904;166;325
Rohrbach;413;57034;33454;158;277
Schärding;414;57750;32913;155;356
Steyr-Land;415;61494;34443;146;351
Urfahr-Umgebung;416;87466;49441;155;509
Vöcklabruck;417;139989;81769;330;753
Wels-Land;418;75514;43501;116;518
Salzburg(Stadt);501;155743;84313;293;875
Hallein;502;61262;38724;140;331
Salzburg-Umgebung;503;155982;97439;301;863
Sankt Johann im Pongau;504;81962;49680;187;450
Tamsweg;505;20327;11785;66;128
Zell am See;506;89017;48208;187;427
Graz(Stadt);601;293929;136118;537;1766
Deutschlandsberg;603;61092;30303;178;331
Graz-Umgebung;606;161131;78866;416;934
Leibnitz;610;86399;42847;184;409
Leoben;611;59341;25460;186;291
Liezen;612;79739;38967;219;262
Murau;614;27343;12658;60;158
Voitsberg;616;51165;23635;179;228
Weiz;617;91844;47754;254;385
Murtal;620;71398;32920;271;275
Bruck-Mürzzuschlag;621;98394;42593;354;472
Hartberg-Fürstenfeld;622;91091;45534;306;477
Südoststeiermark;623;84024;41730;289;399
Innsbruck-Stadt;701;130599;68879;226;795
Imst;702;61843;36188;86;308
Innsbruck-Land;703;183827;101114;265;1046
Kitzbühel;704;65482;34768;98;304
Kufstein;705;112301;63507;238;514
Landeck;706;44681;27431;86;215
Lienz;707;48854;28217;138;244
Reutte;708;33427;18105;27;240
Schwaz;709;85478;45715;209;362
Bludenz;801;64943;37498;89;284
Bregenz;802;136369;74459;227;463
Dornbirn;803;91344;50932;163;380
Feldkirch;804;110547;62132;170;416
Wien;900;1951354;1059487;4108;19168
