Bezirk,Bundesland,Δ 7 Tage / 100.000 EW,Δ 7 Tage,Gesamt pro 100.000 EW,Gesamt
Amstetten,Niederösterreich,"42,1",49,"8484,40",9886
Baden,Niederösterreich,"46,3",68,"6691,60",9820
Bludenz,Vorarlberg,"56,2",36,"6462,60",4143
Braunau am Inn,Oberösterreich,"51,2",54,"8558,70",9034
Bregenz,Vorarlberg,"106,7",144,"7136,20",9633
Bruck an der Leitha,Niederösterreich,"44,3",46,"5816,70",6034
Bruck-Mürzzuschlag,Steiermark,"40,5",40,"6104,50",6025
Deutschlandsberg,Steiermark,"62,4",38,"6622,60",4031
Dornbirn,Vorarlberg,"73,4",66,"8382,60",7537
Eferding,Oberösterreich,"78,4",26,"8403,20",2788
Eisenstadt,Burgenland,"20,2",3,"6634,70",983
Eisenstadt-Umgebung,Burgenland,"30,1",13,"5426,00",2346
Feldkirch,Vorarlberg,74,80,"7555,50",8170
Feldkirchen,Kärnten,"46,8",14,"7992,80",2390
Freistadt,Oberösterreich,"61,3",41,"8209,60",5489
Gänserndorf,Niederösterreich,"78,3",82,"5557,30",5823
Gmünd,Niederösterreich,"76,6",28,"7400,20",2705
Gmunden,Oberösterreich,"59,9",61,"7626,20",7768
Graz,Steiermark,"55,3",161,"5533,70",16107
Graz-Umgebung,Steiermark,"35,2",55,"5555,20",8670
Grieskirchen,Oberösterreich,"40,1",26,"8001,50",5191
Güssing,Burgenland,"19,5",5,"7082,00",1820
Hallein,Salzburg,"64,1",39,"10918,40",6641
Hartberg-Fürstenfeld,Steiermark,"81,7",74,"8043,60",7288
Hermagor,Kärnten,"33,2",6,"10413,20",1880
Hollabrunn,Niederösterreich,"29,4",15,"5083,00",2594
Horn,Niederösterreich,"22,6",7,"4910,10",1519
Imst,Tirol,"198,4",120,"8613,60",5209
Innsbruck-Land,Tirol,"94,2",170,"7551,00",13626
Innsbruck-Stadt,Tirol,"68,2",90,"7254,40",9573
Jennersdorf,Burgenland,"29,2",5,"7592,00",1298
Kirchdorf an der Krems,Oberösterreich,"66,6",38,"7382,00",4213
Kitzbühel,Tirol,"84,2",54,"6959,90",4466
Klagenfurt Land,Kärnten,"28,3",17,"6933,40",4161
Klagenfurt Stadt,Kärnten,"40,5",41,"6113,50",6193
Korneuburg,Niederösterreich,"37,3",34,"4732,90",4319
Krems (Land),Niederösterreich,"33,6",19,"5813,70",3284
Krems an der Donau,Niederösterreich,28,7,"5476,10",1371
Kufstein,Tirol,"38,1",42,"8452,50",9322
Landeck,Tirol,"83,4",37,"8225,60",3651
Leibnitz,Steiermark,"60,2",51,"6930,50",5874
Leoben,Steiermark,"50,3",30,"5609,70",3349
Lienz,Tirol,"53,3",26,"10837,50",5282
Liezen,Steiermark,"40,2",32,"6819,70",5432
Lilienfeld,Niederösterreich,"81,9",21,"6431,50",1650
Linz,Oberösterreich,"63,9",132,"6574,70",13583
Linz-Land,Oberösterreich,"49,5",75,"6678,30",10109
Mattersburg,Burgenland,"42,5",17,"5661,60",2267
Melk,Niederösterreich,"37,1",29,"7320,50",5724
Mistelbach,Niederösterreich,"25,1",19,"4926,90",3726
Mödling,Niederösterreich,"22,7",27,"5341,90",6363
Murau,Steiermark,69,19,"7167,00",1974
Murtal,Steiermark,"89,3",64,"7004,40",5022
Neunkirchen,Niederösterreich,"13,9",12,"6843,60",5909
Neusiedl am See,Burgenland,"38,3",23,"5414,20",3248
Oberpullendorf,Burgenland,"13,4",5,"5935,70",2219
Oberwart,Burgenland,"31,4",17,"6674,40",3617
Perg,Oberösterreich,"60,9",42,"8424,20",5810
Reutte,Tirol,"39,6",13,"6121,00",2010
Ried im Innkreis,Oberösterreich,"68,1",42,"9528,30",5878
Rohrbach,Oberösterreich,"19,5",11,"9012,30",5096
Rust,Burgenland,0,±0,"3787,90",75
Salzburg,Salzburg,"28,4",44,"7500,30",11627
Salzburg-Umgebung,Salzburg,"37,8",58,"8045,40",12349
Sankt Johann im Pongau,Salzburg,"59,1",48,"11774,30",9560
Sankt Pölten,Niederösterreich,"81,1",45,"6911,80",3837
Sankt Pölten (Land),Niederösterreich,"42,5",56,"5899,20",7771
Sankt Veit an der Glan,Kärnten,"36,9",20,"7234,30",3920
Schärding,Oberösterreich,"31,4",18,"9254,10",5311
Scheibbs,Niederösterreich,"24,1",10,"9059,70",3752
Schwaz,Tirol,"16,6",14,"10679,60",9006
Spittal an der Drau,Kärnten,54,41,"7610,60",5774
Steyr,Oberösterreich,113,43,"6351,20",2417
Steyr-Land,Oberösterreich,"75,8",46,"6999,70",4250
Südoststeiermark,Steiermark,"41,6",35,"7102,90",5969
Tamsweg,Salzburg,"59,3",12,"12266,10",2484
Tulln,Niederösterreich,"30,6",32,"5114,10",5349
Urfahr-Umgebung,Oberösterreich,43,37,"7055,40",6068
Villach Land,Kärnten,"60,4",39,"6900,60",4459
Villach Stadt,Kärnten,"109,7",69,"6268,90",3942
Vöcklabruck,Oberösterreich,"48,1",66,"8344,70",11457
Voitsberg,Steiermark,"68,6",35,"6615,90",3377
Völkermarkt,Kärnten,"28,7",12,"8771,70",3672
Waidhofen an der Thaya,Niederösterreich,"7,8",2,"6518,20",1674
Waidhofen an der Ybbs,Niederösterreich,"35,6",4,"7948,70",892
Weiz,Steiermark,"82,7",75,"6765,30",6133
Wels,Oberösterreich,"102,4",64,"8908,30",5565
Wels-Land,Oberösterreich,"77,3",57,"7623,00",5624
Wien,Wien,"50,6",968,"7132,40",136314
Wiener Neustadt,Niederösterreich,"28,4",13,"8463,00",3878
