Bezirk,Bundesland,Δ 7 Tage / 100.000 EW,Δ 7 Tage,Gesamt pro 100.000 EW,Gesamt
Amstetten,Niederöstereich,"137,8",160,"545,2",633
Baden,Niederöstereich,"99,2",145,"680,6",995
Bludenz,Vorarlberg,"166,4",106,"991,9",632
Braunau am Inn,Oberösterreich,"75,7",79,"484,6",506
Bregenz,Vorarlberg,"204,6",275,"783,6",1.053
Bruck an der Leitha,Niederöstereich,"158,8",162,"712,7",727
Bruck-Mürzzuschlag,Steiermark,"53,5",53,"301,1",298
Deutschlandsberg,Steiermark,74,45,"281,2",171
Dornbirn,Vorarlberg,"224,6",200,"892,8",795
Eferding,Oberösterreich,"165,9",55,"621,3",206
Eisenstadt,Burgenland,"68,3",10,"409,9",60
Eisenstadt-Umgebung,Burgenland,"107,2",46,"454,3",195
Feldkirch,Vorarlberg,"236,1",253,"905,2",970
Feldkirchen,Kärnten,"30,1",9,"187,1",56
Freistadt,Oberösterreich,"156,1",104,677,451
Gänserndorf,Niederöstereich,"99,3",103,"667,4",692
Gmünd,Niederöstereich,"144,1",53,"581,90",214
Gmunden,Oberösterreich,"148,6",151,"591,40",601
Graz,Steiermark,116,335,"628,80",1.816
Graz-Umgebung,Steiermark,"86,9",134,"451,20",696
Grieskirchen,Oberösterreich,"271,9",176,698,452
Güssing,Burgenland,"65,9",17,"480,70",124
Hallein,Salzburg,"490,3",296,"1.348,30",814
Hartberg-Fürstenfeld,Steiermark,"92,7",84,"574,90",521
Hermagor,Kärnten,"54,9",10,"389,60",71
Hollabrunn,Niederöstereich,59,30,"316,60",161
Horn,Niederöstereich,"28,9",9,454,141
Imst,Tirol,"244,8",147,"1.147,30",689
Innsbruck-Land,Tirol,"214,7",385,"985,40",1.767
Innsbruck-Stadt,Tirol,"275,5",364,"1.601,70",2.116
Jennersdorf,Burgenland,"70,3",12,"187,50",32
Kirchdorf an der Krems,Oberösterreich,"80,9",46,"367,50",209
Kitzbühel,Tirol,"70,4",45,"856,30",547
Klagenfurt Land,Kärnten,"55,2",33,"286,00",171
Klagenfurt Stadt,Kärnten,"114,1",115,"401,70",405
Korneuburg,Niederöstereich,"156,2",142,"757,00",688
Krems (Land),Niederöstereich,"109,5",62,"773,90",438
Krems an der Donau,Niederöstereich,"148,7",37,"771,8",192
Kufstein,Tirol,"114,9",126,"1.112,30",1.220
Landeck,Tirol,"252,5",112,"3.067,90",1.361
Leibnitz,Steiermark,"88,5",73,468,386
Leoben,Steiermark,"118,2",71,"417,9",251
Lienz,Tirol,"73,8",36,"488,2",238
Liezen,Steiermark,"92,6",74,398,318
Lilienfeld,Niederöstereich,"170,5",44,"635,4",164
Linz,Oberösterreich,"120,5",248,"930,4",1.914
Linz-Land,Oberösterreich,"93,2",140,"825,2",1.240
Mattersburg,Burgenland,"60,1",24,"480,9",192
Melk,Niederöstereich,"83,4",65,"613,1",478
Mistelbach,Niederöstereich,"43,7",33,"594,8",449
Mödling,Niederöstereich,"143,7",171,"788,2",938
Murau,Steiermark,"14,5",4,"166,3",46
Murtal,Steiermark,125,90,350,252
Neunkirchen,Niederöstereich,"91,6",79,"735,9",635
Neusiedl am See,Burgenland,136,81,"673,4",401
Oberpullendorf,Burgenland,"85,3",32,"378,5",142
Oberwart,Burgenland,"85,1",46,"628,7",340
Perg,Oberösterreich,"61,4",42,"778,6",533
Reutte,Tirol,"91,8",30,"511,2",167
Ried im Innkreis,Oberösterreich,"220,6",135,"856,20",524
Rohrbach,Oberösterreich,"153,9",87,"810,30",458
Rust,Burgenland,0,0,"154,60",3
Salzburg,Salzburg,"143,3",221,"599,20",924
Salzburg-Umgebung,Salzburg,262,399,"708,60",1.079
Sankt Johann im Pongau,Salzburg,"310,3",250,"1.239,90",999
Sankt Pölten,Niederöstereich,"118,1",65,"806,60",444
Sankt Pölten (Land),Niederöstereich,"125,9",165,"664,7",871
Sankt Veit an der Glan,Kärnten,"71,5",39,"357,40",195
Schärding,Oberösterreich,"261,7",150,"652,60",374
Scheibbs,Niederöstereich,"45,9",19,"480,60",199
Schwaz,Tirol,"294,5",247,"1.402,10",1.176
Spittal an der Drau,Kärnten,"22,3",17,"153,8",117
Steyr,Oberösterreich,178,68,"709,6",271
Steyr-Land,Oberösterreich,"130,7",79,"685,1",414
Südoststeiermark,Steiermark,71,61,"215,2",185
Tamsweg,Salzburg,"206,7",42,"506,90",103
Tulln,Niederöstereich,"166,7",173,"644,7",669
Urfahr-Umgebung,Oberösterreich,"104,1",89,735,628
Villach Land,Kärnten,34,22,260,168
Villach Stadt,Kärnten,"67,5",42,"290,80",181
Vöcklabruck,Oberösterreich,"156,3",213,"663,50",904
Voitsberg,Steiermark,"117,3",60,"551,20",282
Völkermarkt,Kärnten,"93,1",39,"453,70",190
Waidhofen an der Thaya,Niederöstereich,"154,5",40,"830,50",215
Waidhofen an der Ybbs,Niederöstereich,"159,8",18,"488,40",55
Weiz,Steiermark,"70,8",64,"458,30",414
Wels,Oberösterreich,"236,5",146,"1.129,20",697
Wels-Land,Oberösterreich,"127,2",93,638,466
Wien,Wien,179,#ERROR!,"1.334,10",25.314
Wiener Neustadt,Niederöstereich,"163,4",74,"834,9",378
Wiener Neustadt (Land),Niederöstereich,"74,4",58,"507,8",396
Wolfsberg,Kärnten,"70,2",37,"254,1",134
Zell am See,Salzburg,"172,6",151,"760,3",665
Zwettl,Niederöstereich,"113,7",48,"656,1",277
