Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;15374;10664;25;14
Rust(Stadt);102;2021;1322;5;1
Eisenstadt-Umgebung;103;44488;30132;77;45
Güssing;104;25809;16905;101;6
Jennersdorf;105;17216;10076;44;1
Mattersburg;106;40731;26929;88;38
Neusiedl am See;107;61358;42645;85;59
Oberpullendorf;108;37556;25117;68;40
Oberwart;109;54682;34692;145;31
Klagenfurt Stadt;201;103297;59396;303;34
Villach Stadt;202;64125;35743;174;43
Hermagor;203;18069;10706;66;8
Klagenfurt Land;204;61114;36010;127;18
Sankt Veit an der Glan;205;53953;33058;167;15
Spittal an der Drau;206;75725;44606;275;37
Villach Land;207;65635;38603;204;27
Völkermarkt;208;41947;26633;121;16
Wolfsberg;209;52352;30359;203;5
Feldkirchen;210;29949;17370;83;12
Krems an der Donau(Stadt);301;24930;15860;75;9
Sankt Pölten(Stadt);302;56697;37927;146;45
Waidhofen an der Ybbs(Stadt);303;11187;8129;59;4
Wiener Neustadt(Stadt);304;47407;31104;223;34
Amstetten;305;117442;90097;309;65
Baden;306;148765;99698;364;156
Bruck an der Leitha;307;107297;73994;220;125
Gänserndorf;308;107504;70833;241;106
Gmünd;309;36152;23138;158;31
Hollabrunn;310;51879;32858;116;38
Horn;311;30875;19197;60;15
Korneuburg;312;92442;63313;145;128
Krems(Land);313;56840;38824;153;24
Lilienfeld;314;25491;17760;111;16
Melk;315;78779;59502;472;50
Mistelbach;316;76641;50120;107;74
Mödling;317;120412;81470;308;143
Neunkirchen;318;87048;57610;251;101
Sankt Pölten(Land);319;133497;95042;336;118
Scheibbs;320;41711;31519;98;16
Tulln;321;107723;71785;214;98
Waidhofen an der Thaya;322;25644;17077;80;18
Wiener Neustadt(Land);323;80020;54094;217;53
Zwettl;325;41757;30184;84;26
Linz(Stadt);401;208445;127037;474;114
Steyr(Stadt);402;37915;23360;84;30
Wels(Stadt);403;63542;40340;165;52
Braunau am Inn;404;108388;77135;269;33
Eferding;405;33715;23371;81;16
Freistadt;406;67638;48507;201;31
Gmunden;407;102765;71071;256;40
Grieskirchen;408;65929;47867;158;28
Kirchdorf an der Krems;409;57882;39511;167;44
Linz-Land;410;154320;101115;295;70
Perg;411;69905;50743;155;14
Ried im Innkreis;412;62535;44940;170;19
Rohrbach;413;57034;40772;165;16
Schärding;414;57750;39913;156;11
Steyr-Land;415;61494;43457;158;50
Urfahr-Umgebung;416;87466;62706;161;45
Vöcklabruck;417;139989;100239;340;65
Wels-Land;418;75514;54471;123;49
Salzburg(Stadt);501;155743;103493;340;86
Hallein;502;61262;45946;148;30
Salzburg-Umgebung;503;155982;117549;318;58
Sankt Johann im Pongau;504;81962;57519;184;19
Tamsweg;505;20327;13940;68;7
Zell am See;506;89017;56653;200;22
Graz(Stadt);601;293929;173492;607;126
Deutschlandsberg;603;61092;36392;184;28
Graz-Umgebung;606;161131;99789;441;73
Leibnitz;610;86399;53399;194;31
Leoben;611;59341;31729;197;14
Liezen;612;79739;46786;229;19
Murau;614;27343;15150;60;5
Voitsberg;616;51165;28359;191;9
Weiz;617;91844;56787;259;28
Murtal;620;71398;39291;294;28
Bruck-Mürzzuschlag;621;98394;51788;359;33
Hartberg-Fürstenfeld;622;91091;55128;311;32
Südoststeiermark;623;84024;50388;295;38
Innsbruck-Stadt;701;130599;86439;263;73
Imst;702;61843;43145;104;18
Innsbruck-Land;703;183827;125973;293;92
Kitzbühel;704;65482;42003;102;15
Kufstein;705;112301;75578;256;20
Landeck;706;44681;32270;93;9
Lienz;707;48854;33960;148;13
Reutte;708;33427;21674;34;13
Schwaz;709;85478;54205;222;22
Bludenz;801;64943;43352;98;2
Bregenz;802;136369;86041;242;10
Dornbirn;803;91344;59493;171;1
Feldkirch;804;110547;72687;179;8
Wien;900;1951354;1413618;4779;2552
