Bezirk,Bundesland,Δ 7 Tage / 100.000 EW,Δ 7 Tage,Gesamt pro 100.000 EW,Gesamt
Amstetten,Niederösterreich,"123,6",144,"6047,90",7047
Baden,Niederösterreich,"120,6",177,"3638,10",5339
Bludenz,Vorarlberg,103,66,"4996,30",3203
Braunau am Inn,Oberösterreich,"134,5",142,"4827,00",5095
Bregenz,Vorarlberg,"109,6",148,"5150,90",6953
Bruck an der Leitha,Niederösterreich,"76,2",79,"3143,60",3261
Bruck-Mürzzuschlag,Steiermark,"96,3",95,"4163,20",4109
Deutschlandsberg,Steiermark,"159,4",97,"3778,70",2300
Dornbirn,Vorarlberg,"135,7",122,"6337,30",5698
Eferding,Oberösterreich,"120,6",40,"6540,50",2170
Eisenstadt,Burgenland,"60,7",9,"3826,90",567
Eisenstadt-Umgebung,Burgenland,"69,4",30,"3205,70",1386
Feldkirch,Vorarlberg,"75,8",82,"5555,20",6007
Feldkirchen,Kärnten,"167,2",50,"5213,70",1559
Freistadt,Oberösterreich,"79,3",53,"5946,70",3976
Gänserndorf,Niederösterreich,"162,2",170,"2800,10",2934
Gmünd,Niederösterreich,"95,8",35,"4607,00",1684
Gmunden,Oberösterreich,"147,3",150,"5310,30",5409
Graz,Steiermark,"77,6",226,"3458,60",10067
Graz-Umgebung,Steiermark,82,128,"3467,00",5411
Grieskirchen,Oberösterreich,111,72,"6369,20",4132
Güssing,Burgenland,"198,5",51,"4548,80",1169
Hallein,Salzburg,"213,7",130,"7699,30",4683
Hartberg-Fürstenfeld,Steiermark,"121,4",110,"4603,40",4171
Hermagor,Kärnten,"260,3",47,"6547,00",1182
Hollabrunn,Niederösterreich,"68,6",35,"2563,00",1308
Horn,Niederösterreich,"161,6",50,"2356,50",729
Imst,Tirol,"46,3",28,"5407,30",3270
Innsbruck-Land,Tirol,"64,8",117,"5385,30",9718
Innsbruck-Stadt,Tirol,"58,4",77,"5126,50",6765
Jennersdorf,Burgenland,"280,8",48,"4392,60",751
Kirchdorf an der Krems,Oberösterreich,"92,9",53,"4857,10",2772
Kitzbühel,Tirol,"113,8",73,"5064,80",3250
Klagenfurt Land,Kärnten,"158,3",95,"4595,60",2758
Klagenfurt Stadt,Kärnten,"72,1",73,"4217,20",4272
Korneuburg,Niederösterreich,"76,7",70,"2838,20",2590
Krems (Land),Niederösterreich,"166,4",94,"3949,60",2231
Krems an der Donau,Niederösterreich,"39,9",10,"3774,60",945
Kufstein,Tirol,"100,6",111,"6196,60",6834
Landeck,Tirol,"51,8",23,"6407,40",2844
Leibnitz,Steiermark,"110,9",94,"4149,60",3517
Leoben,Steiermark,"55,3",33,"3773,90",2253
Lienz,Tirol,"359,1",175,"6338,00",3089
Liezen,Steiermark,"140,6",112,"4667,80",3718
Lilienfeld,Niederösterreich,"62,4",16,"4057,70",1041
Linz,Oberösterreich,"48,4",100,"4528,70",9356
Linz-Land,Oberösterreich,"64,7",98,"4596,00",6957
Mattersburg,Burgenland,"69,9",28,"3438,90",1377
Melk,Niederösterreich,"80,6",63,"4501,80",3520
Mistelbach,Niederösterreich,"75,4",57,"2414,50",1826
Mödling,Niederösterreich,"73,9",88,"3181,80",3790
Murau,Steiermark,"90,8",25,"4353,20",1199
Murtal,Steiermark,106,76,"4524,50",3244
Neunkirchen,Niederösterreich,"82,2",71,"3833,50",3310
Neusiedl am See,Burgenland,"93,3",56,"3240,50",1944
Oberpullendorf,Burgenland,"66,9",25,"4039,20",1510
Oberwart,Burgenland,"88,6",48,"3790,20",2054
Perg,Oberösterreich,"124,7",86,"5738,90",3958
Reutte,Tirol,"112,7",37,"3599,50",1182
Ried im Innkreis,Oberösterreich,"129,7",80,"6607,20",4076
Rohrbach,Oberösterreich,"63,7",36,"7408,30",4189
Rust,Burgenland,101,2,"3383,80",67
Salzburg,Salzburg,"181,9",282,"5000,00",7751
Salzburg-Umgebung,Salzburg,142,218,"5473,20",8401
Sankt Johann im Pongau,Salzburg,"252,5",205,"7895,90",6411
Sankt Pölten,Niederösterreich,"68,5",38,"4330,40",2404
Sankt Pölten (Land),Niederösterreich,"66,8",88,"3583,10",4720
Sankt Veit an der Glan,Kärnten,"86,7",47,"5128,60",2779
Schärding,Oberösterreich,"109,8",63,"6926,20",3975
Scheibbs,Niederösterreich,"152,1",63,"5783,10",2395
Schwaz,Tirol,"225,3",190,"8745,50",7375
Spittal an der Drau,Kärnten,290,220,"4004,30",3038
Steyr,Oberösterreich,"26,3",10,"4396,20",1673
Steyr-Land,Oberösterreich,"52,7",32,"5370,80",3261
Südoststeiermark,Steiermark,"255,8",215,"4363,60",3667
Tamsweg,Salzburg,"469,1",95,"9402,00",1904
Tulln,Niederösterreich,"101,3",106,"3370,20",3525
Urfahr-Umgebung,Oberösterreich,"62,8",54,"5649,70",4859
Villach Land,Kärnten,"145,5",94,"4297,60",2777
Villach Stadt,Kärnten,"95,4",60,"3684,70",2317
Vöcklabruck,Oberösterreich,"112,9",155,"5413,80",7433
Voitsberg,Steiermark,"74,4",38,"4208,10",2148
Völkermarkt,Kärnten,"93,2",39,"6108,20",2557
Waidhofen an der Thaya,Niederösterreich,"66,2",17,"3714,70",954
Waidhofen an der Ybbs,Niederösterreich,"115,8",13,"5489,20",616
Weiz,Steiermark,"123,5",112,"3484,70",3159
Wels,Oberösterreich,"105,7",66,"5489,00",3429
Wels-Land,Oberösterreich,"75,9",56,"4627,50",3414
Wien,Wien,"93,7",#ERROR!,"4232,80",80896
Wiener Neustadt,Niederösterreich,"150,6",69,"4211,90",1930
Wiener Neustadt (Land),Niederösterreich,"118,8",93,"3366,20",2636
Wolfsberg,Kärnten,"68,4",36,"4856,80",2555
Zell am See,Salzburg,"93,6",82,"5921,60",5189
Zwettl,Niederösterreich,"202,4",85,"5139,70",2158
