Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14895;1033;11;18
Rust(Stadt);102;2000;79;0;0
Eisenstadt-Umgebung;103;43861;2533;26;31
Güssing;104;25770;1918;58;22
Jennersdorf;105;17109;1335;26;9
Mattersburg;106;40316;2503;34;56
Neusiedl am See;107;60397;3419;43;42
Oberpullendorf;108;37453;2402;41;67
Oberwart;109;54209;3840;95;43
Klagenfurt Stadt;201;101765;6745;160;92
Villach Stadt;202;63236;4205;68;87
Hermagor;203;18052;1947;30;6
Klagenfurt Land;204;60503;4343;67;39
Sankt Veit an der Glan;205;53880;4143;101;42
Spittal an der Drau;206;75628;6182;124;72
Villach Land;207;64920;4687;89;47
Völkermarkt;208;41834;3798;64;20
Wolfsberg;209;52488;3602;73;23
Feldkirchen;210;29783;2553;53;53
Krems an der Donau(Stadt);301;24837;1501;31;41
Sankt Pölten(Stadt);302;55878;4240;60;52
Waidhofen an der Ybbs(Stadt);303;11134;941;14;12
Wiener Neustadt(Stadt);304;46456;4204;88;70
Amstetten;305;116592;10467;133;103
Baden;306;147113;10759;137;246
Bruck an der Leitha;307;105507;6590;94;115
Gänserndorf;308;105824;6488;72;89
Gmünd;309;36275;2797;44;8
Hollabrunn;310;51332;2790;55;28
Horn;311;30838;1654;27;35
Korneuburg;312;91777;4748;52;65
Krems(Land);313;56559;3463;41;34
Lilienfeld;314;25474;1791;50;24
Melk;315;78281;6065;105;87
Mistelbach;316;75655;3959;34;54
Mödling;317;119240;6974;126;143
Neunkirchen;318;86323;6418;103;94
Sankt Pölten(Land);319;132064;8479;141;95
Scheibbs;320;41567;3950;44;58
Tulln;321;105762;5846;97;97
Waidhofen an der Thaya;322;25531;1715;14;7
Wiener Neustadt(Land);323;79033;5616;96;87
Zwettl;325;41827;3420;39;34
Linz(Stadt);401;206537;15552;229;441
Steyr(Stadt);402;37952;2701;21;72
Wels(Stadt);403;62654;6353;83;143
Braunau am Inn;404;106492;10001;111;286
Eferding;405;33368;3118;37;71
Freistadt;406;66922;5704;94;48
Gmunden;407;102102;8391;114;95
Grieskirchen;408;65137;5579;74;98
Kirchdorf an der Krems;409;57163;4637;85;54
Linz-Land;410;152391;11280;92;293
Perg;411;69241;6219;77;78
Ried im Innkreis;412;61850;6336;102;103
Rohrbach;413;56623;5262;97;53
Schärding;414;57438;5541;72;64
Steyr-Land;415;60936;4590;71;55
Urfahr-Umgebung;416;86235;6465;76;107
Vöcklabruck;417;137993;12320;164;222
Wels-Land;418;74574;6200;64;99
Salzburg(Stadt);501;155416;12999;144;311
Hallein;502;60992;7049;67;85
Salzburg-Umgebung;503;154624;13347;127;242
Sankt Johann im Pongau;504;81392;10142;114;125
Tamsweg;505;20118;2523;43;6
Zell am See;506;88168;8014;106;143
Graz(Stadt);601;291134;18305;316;418
Deutschlandsberg;603;60871;4259;112;31
Graz-Umgebung;606;157853;9485;255;121
Leibnitz;610;85294;6144;112;44
Leoben;611;59151;3527;113;30
Liezen;612;79592;5882;115;112
Murau;614;27449;2052;30;16
Voitsberg;616;50947;3588;119;46
Weiz;617;90916;6461;147;79
Murtal;620;71356;5320;173;37
Bruck-Mürzzuschlag;621;98054;6386;251;53
Hartberg-Fürstenfeld;622;90619;7636;190;52
Südoststeiermark;623;83841;6198;172;35
Innsbruck-Stadt;701;131059;10505;98;167
Imst;702;60922;5722;39;50
Innsbruck-Land;703;181698;14678;137;144
Kitzbühel;704;64676;4774;43;84
Kufstein;705;111080;9977;138;131
Landeck;706;44346;3848;49;22
Lienz;707;48814;6069;43;68
Reutte;708;33054;2211;6;49
Schwaz;709;84456;9241;132;44
Bludenz;801;64368;4570;49;69
Bregenz;802;135310;10732;107;175
Dornbirn;803;90502;8229;77;99
Feldkirch;804;109057;8967;77;125
Wien;900;1920949;152678;2372;3366
