Bezirk,Bundesland,Δ 7 Tage / 100.000 EW,Δ 7 Tage,Gesamt pro 100.000 EW,Gesamt
Amstetten,Niederöstereich,"74,9",87,459,533
Baden,Niederöstereich,"82,8",121,"612,8",896
Bludenz,Vorarlberg,124,79,"896,2",571
Braunau am Inn,Oberösterreich,68,71,"437,7",457
Bregenz,Vorarlberg,"166,7",224,"688,3",925
Bruck an der Leitha,Niederöstereich,"134,3",137,"641,1",654
Bruck-Mürzzuschlag,Steiermark,"35,4",35,"259,6",257
Deutschlandsberg,Steiermark,"42,7",26,"236,8",144
Dornbirn,Vorarlberg,"152,7",136,"761,4",678
Eferding,Oberösterreich,"117,6",39,"527,8",175
Eisenstadt,Burgenland,"34,2",5,"355,3",52
Eisenstadt-Umgebung,Burgenland,"60,6",26,"384,4",165
Feldkirch,Vorarlberg,"183,8",197,"787,6",844
Feldkirchen,Kärnten,"30,1",9,"163,7",49
Freistadt,Oberösterreich,"73,6",49,"576,4",384
Gänserndorf,Niederöstereich,"89,7",93,"608,6",631
Gmünd,Niederöstereich,"97,9",36,"473,2",174
Gmunden,Oberösterreich,120,122,"513,6",522
Graz,Steiermark,"67,5",195,"550,2",1.589
Graz-Umgebung,Steiermark,"56,4",87,"394,8",609
Grieskirchen,Oberösterreich,"196,2",127,"556,20",360
Güssing,Burgenland,"54,3",14,"457,40",118
Hallein,Salzburg,477,288,"1.103,10",666
Hartberg-Fürstenfeld,Steiermark,"68,4",62,"530,80",481
Hermagor,Kärnten,"21,9",4,346,63
Hollabrunn,Niederöstereich,"37,4",19,"271,30",138
Horn,Niederöstereich,"32,2",10,"434,20",135
Imst,Tirol,"194,8",117,"1.007,40",605
Innsbruck-Land,Tirol,"186,8",335,"865,50",1.552
Innsbruck-Stadt,Tirol,"237,7",314,"1.414,70",1.869
Jennersdorf,Burgenland,"52,7",9,164,28
Kirchdorf an der Krems,Oberösterreich,"42,2",24,"318,30",181
Kitzbühel,Tirol,"40,7",26,"801,50",512
Klagenfurt Land,Kärnten,"36,8",22,"237,50",142
Klagenfurt Stadt,Kärnten,"98,2",99,"343,20",346
Korneuburg,Niederöstereich,"115,5",105,"680,00",618
Krems (Land),Niederöstereich,"68,9",39,"690,90",391
Krems an der Donau,Niederöstereich,"56,3",14,"655,3",163
Kufstein,Tirol,"78,4",86,"1.036,60",1.137
Landeck,Tirol,"155,5",69,"2.903,40",1.288
Leibnitz,Steiermark,"64,3",53,"417,1",344
Leoben,Steiermark,"76,6",46,"339,7",204
Lienz,Tirol,82,40,"463,6",226
Liezen,Steiermark,"51,3",41,"337,9",270
Lilienfeld,Niederöstereich,"81,4",21,"519,1",134
Linz,Oberösterreich,"91,9",189,857,1.763
Linz-Land,Oberösterreich,"45,9",69,"761,9",1.145
Mattersburg,Burgenland,"32,6",13,"430,8",172
Melk,Niederöstereich,"57,7",45,"568,2",443
Mistelbach,Niederöstereich,53,40,"568,3",429
Mödling,Niederöstereich,"89,1",106,"687,4",818
Murau,Steiermark,"18,1",5,"159,1",44
Murtal,Steiermark,"88,9",64,"290,3",209
Neunkirchen,Niederöstereich,"70,7",61,"677,9",585
Neusiedl am See,Burgenland,136,81,"604,5",360
Oberpullendorf,Burgenland,"61,3",23,"319,9",120
Oberwart,Burgenland,"90,6",49,"584,4",316
Perg,Oberösterreich,"30,7",21,726,497
Reutte,Tirol,52,17,"443,8",145
Ried im Innkreis,Oberösterreich,"150,3",92,"697,7",427
Rohrbach,Oberösterreich,"120,3",68,697,394
Rust,Burgenland,0,0,"154,6",3
Salzburg,Salzburg,"81,1",125,"503,2",776
Salzburg-Umgebung,Salzburg,"181,9",277,"570,00",868
Sankt Johann im Pongau,Salzburg,"218,4",176,"1.050,00",846
Sankt Pölten,Niederöstereich,"123,5",68,"737,60",406
Sankt Pölten (Land),Niederöstereich,"90,8",119,583,764
Sankt Veit an der Glan,Kärnten,"93,5",51,"320,80",175
Schärding,Oberösterreich,"191,9",110,"509,50",292
Scheibbs,Niederöstereich,"36,2",15,"454,10",188
Schwaz,Tirol,"232,5",195,"1.200,60",1.007
Spittal an der Drau,Kärnten,"23,7",18,"143,2",109
Steyr,Oberösterreich,"107,3",41,"607,4",232
Steyr-Land,Oberösterreich,"112,5",68,"610,7",369
Südoststeiermark,Steiermark,43,37,"168,7",145
Tamsweg,Salzburg,"132,9",27,"383,9",78
Tulln,Niederöstereich,"107,9",112,"538,7",559
Urfahr-Umgebung,Oberösterreich,76,65,"672,5",575
Villach Land,Kärnten,"30,9",20,"241,2",156
Villach Stadt,Kärnten,37,23,"244,20",152
Vöcklabruck,Oberösterreich,"118,2",161,"562,9",767
Voitsberg,Steiermark,"95,8",49,477,244
Völkermarkt,Kärnten,"76,4",32,399,167
Waidhofen an der Thaya,Niederöstereich,"115,9",30,"745,50",193
Waidhofen an der Ybbs,Niederöstereich,"53,3",6,"373,00",42
Weiz,Steiermark,"69,7",63,"429,50",388
Wels,Oberösterreich,"184,7",114,"970,40",599
Wels-Land,Oberösterreich,"62,9",46,"540,40",395
Wien,Wien,"149,1",#ERROR!,"1.227,50",23.291
Wiener Neustadt,Niederöstereich,"101,6",46,"724,4",328
Wiener Neustadt (Land),Niederöstereich,59,46,"460,3",359
Wolfsberg,Kärnten,"32,2",17,"208,6",110
Zell am See,Salzburg,"98,3",86,"658,6",576
Zwettl,Niederöstereich,"104,2",44,"594,5",251
