Bezirk,Bundesland,Δ 7 Tage / 100.000 EW,Δ 7 Tage,Gesamt pro 100.000 EW,Gesamt
Amstetten,Niederösterreich,"8,6",10,"8624,90",10056
Baden,Niederösterreich,"17,7",26,"6800,20",10004
Bludenz,Vorarlberg,"7,8",5,"6612,00",4256
Braunau am Inn,Oberösterreich,"11,3",12,"8710,50",9276
Bregenz,Vorarlberg,"14,8",20,"7358,70",9957
Bruck an der Leitha,Niederösterreich,18,19,"5857,40",6180
Bruck-Mürzzuschlag,Steiermark,2,2,"6234,30",6113
Deutschlandsberg,Steiermark,"18,1",11,"6710,90",4085
Dornbirn,Vorarlberg,"15,5",14,"8572,20",7758
Eferding,Oberösterreich,12,4,"8427,20",2812
Eisenstadt,Burgenland,"6,7",1,"6653,20",991
Eisenstadt-Umgebung,Burgenland,"6,8",3,"5465,00",2397
Feldkirch,Vorarlberg,"14,7",16,"7648,30",8341
Feldkirchen,Kärnten,0,±0,"8101,90",2413
Freistadt,Oberösterreich,3,2,"8284,30",5544
Gänserndorf,Niederösterreich,18,19,"5721,80",6055
Gmünd,Niederösterreich,"13,8",5,"7581,00",2750
Gmunden,Oberösterreich,"10,8",11,"7692,30",7854
Graz,Steiermark,"22,3",65,"5634,50",16404
Graz-Umgebung,Steiermark,"29,8",47,"5602,00",8843
Grieskirchen,Oberösterreich,"21,5",14,"8047,70",5242
Güssing,Burgenland,"11,6",3,"7144,00",1841
Hallein,Salzburg,"6,6",4,"11008,00",6714
Hartberg-Fürstenfeld,Steiermark,"5,5",5,"8171,60",7405
Hermagor,Kärnten,"11,1",2,"10464,20",1889
Hollabrunn,Niederösterreich,"13,6",7,"5166,40",2652
Horn,Niederösterreich,"3,2",1,"4990,60",1539
Imst,Tirol,"11,5",7,"9027,90",5500
Innsbruck-Land,Tirol,"10,5",19,"7691,30",13975
Innsbruck-Stadt,Tirol,"16,8",22,"7518,00",9853
Jennersdorf,Burgenland,"11,7",2,"7633,40",1306
Kirchdorf an der Krems,Oberösterreich,"29,7",17,"7464,60",4267
Kitzbühel,Tirol,"7,7",5,"6951,60",4496
Klagenfurt Land,Kärnten,"11,6",7,"6948,40",4204
Klagenfurt Stadt,Kärnten,"20,6",21,"6195,60",6305
Korneuburg,Niederösterreich,"10,9",10,"4792,10",4398
Krems (Land),Niederösterreich,"7,1",4,"5885,90",3329
Krems an der Donau,Niederösterreich,"8,1",2,"5660,90",1406
Kufstein,Tirol,"15,3",17,"8481,30",9421
Landeck,Tirol,9,4,"8348,00",3702
Leibnitz,Steiermark,"14,1",12,"6957,10",5934
Leoben,Steiermark,"1,7",1,"5688,80",3365
Lienz,Tirol,"77,8",38,"10980,50",5360
Liezen,Steiermark,"6,3",5,"6858,70",5459
Lilienfeld,Niederösterreich,"11,8",3,"6665,60",1698
Linz,Oberösterreich,"19,4",40,"6738,70",13918
Linz-Land,Oberösterreich,"24,9",38,"6732,00",10259
Mattersburg,Burgenland,"2,5",1,"5727,30",2309
Melk,Niederösterreich,"7,7",6,"7413,00",5803
Mistelbach,Niederösterreich,"5,3",4,"5005,60",3787
Mödling,Niederösterreich,"16,8",20,"5430,20",6475
Murau,Steiermark,"3,6",1,"7268,00",1995
Murtal,Steiermark,"8,4",6,"7179,50",5123
Neunkirchen,Niederösterreich,"11,6",10,"6941,40",5992
Neusiedl am See,Burgenland,"9,9",6,"5445,60",3289
Oberpullendorf,Burgenland,"2,7",1,"5986,20",2242
Oberwart,Burgenland,0,±0,"6799,60",3686
Perg,Oberösterreich,"4,3",3,"8519,50",5899
Reutte,Tirol,"90,8",30,"6226,20",2058
Ried im Innkreis,Oberösterreich,"8,1",5,"9713,80",6008
Rohrbach,Oberösterreich,"1,8",1,"9047,60",5123
Rust,Burgenland,0,±0,"3850,00",77
Salzburg,Salzburg,"11,6",18,"7561,60",11752
Salzburg-Umgebung,Salzburg,"19,4",30,"8042,10",12435
Sankt Johann im Pongau,Salzburg,"12,3",10,"11778,80",9587
Sankt Pölten,Niederösterreich,"17,9",10,"7054,70",3942
Sankt Pölten (Land),Niederösterreich,"13,6",18,"6081,90",8032
Sankt Veit an der Glan,Kärnten,"3,7",2,"7390,50",3982
Schärding,Oberösterreich,"5,2",3,"9284,80",5333
Scheibbs,Niederösterreich,"4,8",2,"9117,80",3790
