Bezirk,Bundesland,Δ 7 Tage / 100.000 EW,Δ 7 Tage,Gesamt pro 100.000 EW,Gesamt
Amstetten,Niederösterreich,noData,noData,noData,noData
Baden,Niederösterreich,noData,noData,noData,noData
Bludenz,Vorarlberg,noData,noData,noData,noData
Braunau am Inn,Oberösterreich,noData,noData,noData,noData
Bregenz,Vorarlberg,noData,noData,noData,noData
Bruck an der Leitha,Niederösterreich,noData,noData,noData,noData
Bruck-Mürzzuschlag,Steiermark,noData,noData,noData,noData
Deutschlandsberg,Steiermark,noData,noData,noData,noData
Dornbirn,Vorarlberg,noData,noData,noData,noData
Eferding,Oberösterreich,noData,noData,noData,noData
Eisenstadt,Burgenland,noData,noData,noData,noData
Eisenstadt-Umgebung,Burgenland,noData,noData,noData,noData
Feldkirch,Vorarlberg,noData,noData,noData,noData
Feldkirchen,Kärnten,noData,noData,noData,noData
Freistadt,Oberösterreich,noData,noData,noData,noData
Gänserndorf,Niederösterreich,noData,noData,noData,noData
Gmünd,Niederösterreich,noData,noData,noData,noData
Gmunden,Oberösterreich,noData,noData,noData,noData
Graz,Steiermark,noData,noData,noData,noData
Graz-Umgebung,Steiermark,noData,noData,noData,noData
Grieskirchen,Oberösterreich,noData,noData,noData,noData
Güssing,Burgenland,noData,noData,noData,noData
Hallein,Salzburg,noData,noData,noData,noData
Hartberg-Fürstenfeld,Steiermark,noData,noData,noData,noData
Hermagor,Kärnten,noData,noData,noData,noData
Hollabrunn,Niederösterreich,noData,noData,noData,noData
Horn,Niederösterreich,noData,noData,noData,noData
Imst,Tirol,noData,noData,noData,noData
Innsbruck-Land,Tirol,noData,noData,noData,noData
Innsbruck-Stadt,Tirol,noData,noData,noData,noData
Jennersdorf,Burgenland,noData,noData,noData,noData
Kirchdorf an der Krems,Oberösterreich,noData,noData,noData,noData
Kitzbühel,Tirol,noData,noData,noData,noData
Klagenfurt Land,Kärnten,noData,noData,noData,noData
Klagenfurt Stadt,Kärnten,noData,noData,noData,noData
Korneuburg,Niederösterreich,noData,noData,noData,noData
Krems (Land),Niederösterreich,noData,noData,noData,noData
Krems an der Donau,Niederösterreich,noData,noData,noData,noData
Kufstein,Tirol,noData,noData,noData,noData
Landeck,Tirol,noData,noData,noData,noData
Leibnitz,Steiermark,noData,noData,noData,noData
Leoben,Steiermark,noData,noData,noData,noData
Lienz,Tirol,noData,noData,noData,noData
Liezen,Steiermark,noData,noData,noData,noData
Lilienfeld,Niederösterreich,noData,noData,noData,noData
Linz,Oberösterreich,noData,noData,noData,noData
Linz-Land,Oberösterreich,noData,noData,noData,noData
Mattersburg,Burgenland,noData,noData,noData,noData
Melk,Niederösterreich,noData,noData,noData,noData
Mistelbach,Niederösterreich,noData,noData,noData,noData
Mödling,Niederösterreich,noData,noData,noData,noData
Murau,Steiermark,noData,noData,noData,noData
Murtal,Steiermark,noData,noData,noData,noData
Neunkirchen,Niederösterreich,noData,noData,noData,noData
Neusiedl am See,Burgenland,noData,noData,noData,noData
Oberpullendorf,Burgenland,noData,noData,noData,noData
Oberwart,Burgenland,noData,noData,noData,noData
Perg,Oberösterreich,noData,noData,noData,noData
Reutte,Tirol,noData,noData,noData,noData
Ried im Innkreis,Oberösterreich,noData,noData,noData,noData
Rohrbach,Oberösterreich,noData,noData,noData,noData
Rust,Burgenland,noData,noData,noData,noData
Salzburg,Salzburg,noData,noData,noData,noData
Salzburg-Umgebung,Salzburg,noData,noData,noData,noData
Sankt Johann im Pongau,Salzburg,noData,noData,noData,noData
Sankt Pölten,Niederösterreich,noData,noData,noData,noData
Sankt Pölten (Land),Niederösterreich,noData,noData,noData,noData
Sankt Veit an der Glan,Kärnten,noData,noData,noData,noData
Schärding,Oberösterreich,noData,noData,noData,noData
Scheibbs,Niederösterreich,noData,noData,noData,noData
Schwaz,Tirol,noData,noData,noData,noData
Spittal an der Drau,Kärnten,noData,noData,noData,noData
Steyr,Oberösterreich,noData,noData,noData,noData
Steyr-Land,Oberösterreich,noData,noData,noData,noData
Südoststeiermark,Steiermark,noData,noData,noData,noData
Tamsweg,Salzburg,noData,noData,noData,noData
Tulln,Niederösterreich,noData,noData,noData,noData
Urfahr-Umgebung,Oberösterreich,noData,noData,noData,noData
Villach Land,Kärnten,noData,noData,noData,noData
Villach Stadt,Kärnten,noData,noData,noData,noData
Vöcklabruck,Oberösterreich,noData,noData,noData,noData
Voitsberg,Steiermark,noData,noData,noData,noData
Völkermarkt,Kärnten,noData,noData,noData,noData
Waidhofen an der Thaya,Niederösterreich,noData,noData,noData,noData
Waidhofen an der Ybbs,Niederösterreich,noData,noData,noData,noData
Weiz,Steiermark,noData,noData,noData,noData
Wels,Oberösterreich,noData,noData,noData,noData
Wels-Land,Oberösterreich,noData,noData,noData,noData
Wien,Wien,noData,noData,noData,noData
Wiener Neustadt,Niederösterreich,noData,noData,noData,noData
Wiener Neustadt (Land),Niederösterreich,noData,noData,noData,noData
Wolfsberg,Kärnten,noData,noData,noData,noData
Zell am See,Salzburg,noData,noData,noData,noData
Zwettl,Niederösterreich,noData,noData,noData,noData
