Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;15374;8339;24;50
Rust(Stadt);102;2021;1015;4;8
Eisenstadt-Umgebung;103;44488;23982;72;163
Güssing;104;25809;13520;100;60
Jennersdorf;105;17216;8580;43;50
Mattersburg;106;40731;21545;84;196
Neusiedl am See;107;61358;33806;87;344
Oberpullendorf;108;37556;19849;63;197
Oberwart;109;54682;27827;146;150
Klagenfurt Stadt;201;103297;48508;285;344
Villach Stadt;202;64125;30007;173;136
Hermagor;203;18069;9213;62;34
Klagenfurt Land;204;61114;30017;128;177
Sankt Veit an der Glan;205;53953;27354;166;240
Spittal an der Drau;206;75725;38716;267;216
Villach Land;207;65635;32737;197;145
Völkermarkt;208;41947;22505;121;126
Wolfsberg;209;52352;26291;182;167
Feldkirchen;210;29949;15032;83;88
Krems an der Donau(Stadt);301;24930;12638;74;70
Sankt Pölten(Stadt);302;56697;30384;144;231
Waidhofen an der Ybbs(Stadt);303;11187;6872;41;72
Wiener Neustadt(Stadt);304;47407;25794;190;179
Amstetten;305;117442;75727;309;497
Baden;306;148765;80095;331;479
Bruck an der Leitha;307;107297;58056;216;490
Gänserndorf;308;107504;55314;183;439
Gmünd;309;36152;18964;153;108
Hollabrunn;310;51879;25990;97;175
Horn;311;30875;15641;60;87
Korneuburg;312;92442;47986;142;417
Krems(Land);313;56840;31599;103;223
Lilienfeld;314;25491;14971;113;98
Melk;315;78779;49392;307;535
Mistelbach;316;76641;38941;102;305
Mödling;317;120412;62395;272;477
Neunkirchen;318;87048;47205;248;318
Sankt Pölten(Land);319;133497;75081;318;589
Scheibbs;320;41711;27052;95;235
Tulln;321;107723;55679;210;440
Waidhofen an der Thaya;322;25644;13790;72;95
Wiener Neustadt(Land);323;80020;44541;199;226
Zwettl;325;41757;25182;84;139
Linz(Stadt);401;208445;104131;445;650
Steyr(Stadt);402;37915;19054;69;122
Wels(Stadt);403;63542;34003;156;143
Braunau am Inn;404;108388;65985;256;252
Eferding;405;33715;19130;75;91
Freistadt;406;67638;40991;188;207
Gmunden;407;102765;59031;237;245
Grieskirchen;408;65929;39767;147;202
Kirchdorf an der Krems;409;57882;32770;150;195
Linz-Land;410;154320;83257;283;363
Perg;411;69905;42336;152;260
Ried im Innkreis;412;62535;37856;168;138
Rohrbach;413;57034;34313;158;156
Schärding;414;57750;33660;155;121
Steyr-Land;415;61494;35540;148;196
Urfahr-Umgebung;416;87466;51136;155;299
Vöcklabruck;417;139989;84442;333;418
Wels-Land;418;75514;44875;116;201
Salzburg(Stadt);501;155743;87228;299;378
Hallein;502;61262;39802;144;161
Salzburg-Umgebung;503;155982;100054;306;385
Sankt Johann im Pongau;504;81962;51023;188;174
Tamsweg;505;20327;12221;67;50
Zell am See;506;89017;49477;188;194
Graz(Stadt);601;293929;142606;547;948
Deutschlandsberg;603;61092;31239;179;123
Graz-Umgebung;606;161131;81858;419;449
Leibnitz;610;86399;44385;185;219
Leoben;611;59341;26421;187;127
Liezen;612;79739;40108;220;188
Murau;614;27343;13115;60;72
Voitsberg;616;51165;24310;181;119
Weiz;617;91844;49215;254;248
Murtal;620;71398;33862;275;146
Bruck-Mürzzuschlag;621;98394;44054;357;245
Hartberg-Fürstenfeld;622;91091;46983;306;218
Südoststeiermark;623;84024;42903;293;195
Innsbruck-Stadt;701;130599;71502;236;318
Imst;702;61843;37216;88;148
Innsbruck-Land;703;183827;104560;271;467
Kitzbühel;704;65482;35967;98;147
Kufstein;705;112301;65486;239;288
Landeck;706;44681;28173;87;169
Lienz;707;48854;29223;141;129
Reutte;708;33427;18748;28;85
Schwaz;709;85478;47121;214;252
Bludenz;801;64943;38188;94;114
Bregenz;802;136369;75931;231;221
Dornbirn;803;91344;52101;166;166
Feldkirch;804;110547;63559;172;239
Wien;900;1951354;1121158;4225;7717
