Bezirk,Bundesland,Δ 7 Tage / 100.000 EW,Δ 7 Tage,Gesamt pro 100.000 EW,Gesamt
Amstetten,Niederösterreich,"220,6",257,"6841,70",7972
Baden,Niederösterreich,"356,4",523,"5378,50",7893
Bludenz,Vorarlberg,"49,9",32,"5592,20",3585
Braunau am Inn,Oberösterreich,"304,1",321,"6548,40",6912
Bregenz,Vorarlberg,"82,2",111,"5565,70",7513
Bruck an der Leitha,Niederösterreich,"306,6",318,"4550,10",4720
Bruck-Mürzzuschlag,Steiermark,"142,9",141,"5263,60",5195
Deutschlandsberg,Steiermark,"241,5",147,"5047,10",3072
Dornbirn,Vorarlberg,"36,7",33,"6922,30",6224
Eferding,Oberösterreich,220,73,"7318,10",2428
Eisenstadt,Burgenland,"688,4",102,"5730,30",849
Eisenstadt-Umgebung,Burgenland,"247,5",107,"4436,10",1918
Feldkirch,Vorarlberg,"82,3",89,"6221,00",6727
Feldkirchen,Kärnten,"264,2",79,"6310,60",1887
Freistadt,Oberösterreich,"320,1",214,"6879,90",4600
Gänserndorf,Niederösterreich,"254,8",267,"4327,10",4534
Gmünd,Niederösterreich,"251,7",92,"6021,40",2201
Gmunden,Oberösterreich,"166,9",170,"6318,50",6436
Graz,Steiermark,"145,3",423,"4357,30",12683
Graz-Umgebung,Steiermark,"167,9",262,"4405,10",6875
Grieskirchen,Oberösterreich,"141,8",92,"7019,70",4554
Güssing,Burgenland,"252,9",65,"6093,60",1566
Hallein,Salzburg,365,222,"9233,20",5616
Hartberg-Fürstenfeld,Steiermark,"259,4",235,"6416,80",5814
Hermagor,Kärnten,"110,8",20,"9709,80",1753
Hollabrunn,Niederösterreich,"225,3",115,"4015,00",2049
Horn,Niederösterreich,"268,3",83,"3646,20",1128
Imst,Tirol,"329,1",199,"6662,40",4029
Innsbruck-Land,Tirol,184,332,"6027,60",10877
Innsbruck-Stadt,Tirol,"162,2",214,"5708,50",7533
Jennersdorf,Burgenland,"210,6",36,"6492,40",1110
Kirchdorf an der Krems,Oberösterreich,"350,4",200,"6027,60",3440
Kitzbühel,Tirol,"196,4",126,"5962,50",3826
Klagenfurt Land,Kärnten,170,102,"5732,00",3440
Klagenfurt Stadt,Kärnten,"139,2",141,"5170,80",5238
Korneuburg,Niederösterreich,"221,4",202,"3838,70",3503
Krems (Land),Niederösterreich,"178,8",101,"4845,40",2737
Krems an der Donau,Niederösterreich,"243,6",61,"4517,50",1131
Kufstein,Tirol,"194,9",215,"7060,70",7787
Landeck,Tirol,"155,5",69,"7110,40",3156
Leibnitz,Steiermark,"272,5",231,"5553,60",4707
Leoben,Steiermark,"197,7",118,"4675,00",2791
Lienz,Tirol,"338,5",165,"8424,60",4106
Liezen,Steiermark,"183,3",146,"5619,40",4476
Lilienfeld,Niederösterreich,"179,3",46,"4934,70",1266
