Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;15374;8364;24;51
Rust(Stadt);102;2021;1022;4;10
Eisenstadt-Umgebung;103;44488;24038;72;150
Güssing;104;25809;13545;100;67
Jennersdorf;105;17216;8606;43;50
Mattersburg;106;40731;21629;84;200
Neusiedl am See;107;61358;33923;87;283
Oberpullendorf;108;37556;19938;63;210
Oberwart;109;54682;27891;146;141
Klagenfurt Stadt;201;103297;48654;285;323
Villach Stadt;202;64125;30063;173;133
Hermagor;203;18069;9230;62;42
Klagenfurt Land;204;61114;30113;128;188
Sankt Veit an der Glan;205;53953;27443;166;218
Spittal an der Drau;206;75725;38803;267;175
Villach Land;207;65635;32831;197;176
Völkermarkt;208;41947;22598;122;151
Wolfsberg;209;52352;26366;182;154
Feldkirchen;210;29949;15061;83;80
Krems an der Donau(Stadt);301;24930;12669;74;75
Sankt Pölten(Stadt);302;56697;30491;144;273
Waidhofen an der Ybbs(Stadt);303;11187;6905;41;73
Wiener Neustadt(Stadt);304;47407;25874;190;175
Amstetten;305;117442;75936;309;455
Baden;306;148765;80295;332;491
Bruck an der Leitha;307;107297;58279;216;484
Gänserndorf;308;107504;55527;183;451
Gmünd;309;36152;19006;153;101
Hollabrunn;310;51879;26056;97;144
Horn;311;30875;15680;60;92
Korneuburg;312;92442;48123;142;384
Krems(Land);313;56840;31705;104;229
Lilienfeld;314;25491;15012;113;88
Melk;315;78779;49614;311;513
Mistelbach;316;76641;39042;102;263
Mödling;317;120412;62594;272;475
Neunkirchen;318;87048;47336;248;323
Sankt Pölten(Land);319;133497;75324;319;578
Scheibbs;320;41711;27151;95;223
Tulln;321;107723;55855;210;436
Waidhofen an der Thaya;322;25644;13836;72;91
Wiener Neustadt(Land);323;80020;44641;199;235
Zwettl;325;41757;25237;84;124
Linz(Stadt);401;208445;104429;445;615
Steyr(Stadt);402;37915;19108;69;134
Wels(Stadt);403;63542;34082;156;140
Braunau am Inn;404;108388;66133;256;276
Eferding;405;33715;19177;75;94
Freistadt;406;67638;41155;188;256
Gmunden;407;102765;59158;237;256
Grieskirchen;408;65929;39855;147;195
Kirchdorf an der Krems;409;57882;32837;150;164
Linz-Land;410;154320;83455;283;383
Perg;411;69905;42476;152;286
Ried im Innkreis;412;62535;37920;168;143
Rohrbach;413;57034;34372;158;139
Schärding;414;57750;33725;155;137
Steyr-Land;415;61494;35641;148;204
Urfahr-Umgebung;416;87466;51294;155;322
Vöcklabruck;417;139989;84619;333;432
Wels-Land;418;75514;44996;116;231
Salzburg(Stadt);501;155743;87411;299;403
Hallein;502;61262;39872;144;155
Salzburg-Umgebung;503;155982;100241;306;403
Sankt Johann im Pongau;504;81962;51120;188;177
Tamsweg;505;20327;12244;67;55
Zell am See;506;89017;49566;188;192
Graz(Stadt);601;293929;142968;548;848
Deutschlandsberg;603;61092;31302;179;120
Graz-Umgebung;606;161131;82072;419;452
Leibnitz;610;86399;44515;185;255
Leoben;611;59341;26479;187;126
Liezen;612;79739;40193;221;172
Murau;614;27343;13146;60;68
Voitsberg;616;51165;24366;181;116
Weiz;617;91844;49326;254;247
Murtal;620;71398;33928;275;140
Bruck-Mürzzuschlag;621;98394;44150;357;243
Hartberg-Fürstenfeld;622;91091;47085;306;226
Südoststeiermark;623;84024;43012;293;215
Innsbruck-Stadt;701;130599;71665;236;351
Imst;702;61843;37273;88;152
Innsbruck-Land;703;183827;104800;271;509
Kitzbühel;704;65482;36048;98;150
Kufstein;705;112301;65634;239;317
Landeck;706;44681;28247;87;163
Lienz;707;48854;29308;141;163
Reutte;708;33427;18789;28;83
Schwaz;709;85478;47221;214;252
Bludenz;801;64943;38254;94;126
Bregenz;802;136369;76058;231;238
Dornbirn;803;91344;52186;166;171
Feldkirch;804;110547;63637;172;221
Wien;900;1951354;1124432;4235;7882
